Location_Regex,name,cbscode,amsterdamcode,n_both,n_total,Normalized_Mentions
(?:[^a-zA-Z]|\b)doniawerstal(?:[^a-zA-Z]|\b),Doniawerstal,67,10086,4,12,0.3333333333333333
(?:[^a-zA-Z]|\b)doorn(?:[^a-zA-Z]|\b),Doorn,315,10213,6,141,0.0425531914893617
(?:[^a-zA-Z]|\b)doornsp(ij|y)k(?:[^a-zA-Z]|\b),Doornspijk,223,10069,0,1,0.0
(?:[^a-zA-Z]|\b)doorwerth(?:[^a-zA-Z]|\b),Doorwerth,1046,11304,0,0,0.0
(?:[^a-zA-Z]|\b)dordrecht|dodrech\.(?:[^a-zA-Z]|\b),Dordrecht,505,11157,114,585,0.19487179487179487
(?:[^a-zA-Z]|\b)dreischor(?:[^a-zA-Z]|\b),Dreischor,1047,10885,1,1,1.0
(?:[^a-zA-Z]|\b)dreumel(?:[^a-zA-Z]|\b),Dreumel,224,11232,0,3,0.0
(?:[^a-zA-Z]|\b)driebergen(?:[^a-zA-Z]|\b),Driebergen,1048,10777,4,21,0.19047619047619047
(?:[^a-zA-Z]|\b)driel(?:[^a-zA-Z]|\b),Driel,1248,10341,7,39,0.1794871794871795
(?:[^a-zA-Z]|\b)driewegen(?:[^a-zA-Z]|\b),Driewegen,661,11115,1,1,1.0
(?:[^a-zA-Z]|\b)drongele(n|n.?.?hangoord.?.?gansoyen.?.?e?n?doevere)(?:[^a-zA-Z]|\b),"Drongelen,Haagoord,Gansoyen,Doevere",1263,10111,0,3,0.0
(?:[^a-zA-Z]|\b)drunen(?:[^a-zA-Z]|\b),Drunen,767,10428,1,2,0.5
(?:[^a-zA-Z]|\b)druten(?:[^a-zA-Z]|\b),Druten,225,10068,6,21,0.2857142857142857
(?:[^a-zA-Z]|\b)dubbeldam(?:[^a-zA-Z]|\b),Dubbeldam,507,10781,11,54,0.2037037037037037
(?:[^a-zA-Z]|\b)duiven(?:[^a-zA-Z]|\b),Duiven,226,11028,2,32,0.0625
(?:[^a-zA-Z]|\b)duivend(ij|y)ke(?:[^a-zA-Z]|\b),Duivendijke,1050,10335,3,4,0.75
(?:[^a-zA-Z]|\b)duizel|steensel(?:[^a-zA-Z]|\b),Duizel en Steensel,1051,11005,1,13,0.07692307692307693
(?:[^a-zA-Z]|\b)dusse(n|munster.?.?en.?muilkerk)(?:[^a-zA-Z]|\b),"Dussen, Munster en Muilkerk",1265,10261,4,21,0.19047619047619047
(?:[^a-zA-Z]|\b)dwingeloo?(?:[^a-zA-Z]|\b),Dwingeloo,112,10331,3,15,0.2
(?:[^a-zA-Z]|\b)echt(?:[^a-zA-Z]|\b),Echt,902,10941,18,175,0.10285714285714286
(?:[^a-zA-Z]|\b)echteld(?:[^a-zA-Z]|\b),Echteld,227,10832,1,3,0.3333333333333333
(?:[^a-zA-Z]|\b)edam(?:[^a-zA-Z]|\b),Edam,1315,10884,4,36,0.1111111111111111
(?:[^a-zA-Z]|\b)ede(?:[^a-zA-Z]|\b),Ede,228,10743,8,101,0.07920792079207921
(?:[^a-zA-Z]|\b)eede(?:[^a-zA-Z]|\b),Eede,1052,11128,1,21,0.047619047619047616
(?:[^a-zA-Z]|\b)eelde(?:[^a-zA-Z]|\b),Eelde,113,10622,0,14,0.0
(?:[^a-zA-Z]|\b)eemnes(?:[^a-zA-Z]|\b),Eemnes,317,10248,0,7,0.0
(?:[^a-zA-Z]|\b)eenrum(?:[^a-zA-Z]|\b),Eenrum,11,10904,0,4,0.0
(?:[^a-zA-Z]|\b)eersel(?:[^a-zA-Z]|\b),Eersel,770,10741,1,1,1.0
(?:[^a-zA-Z]|\b)heesbeen(?:[^a-zA-Z]|\b)|(?:[^a-zA-Z]|\b)eethen(?:[^a-zA-Z]|\b)|(?:[^a-zA-Z]|\b)genderen(?:[^a-zA-Z]|\b),"Eethen, Genderen en Heesbeen",1255,10010,0,4,0.0
(?:[^a-zA-Z]|\b)egmond.?aan.?zee(?:[^a-zA-Z]|\b),Egmond aan Zee,386,10421,3,12,0.25
(?:[^a-zA-Z]|\b)egmond.?binnen(?:[^a-zA-Z]|\b),Egmond-Binnen,387,10989,2,10,0.2
(?:[^a-zA-Z]|\b)eibergen(?:[^a-zA-Z]|\b),Eibergen,229,10436,9,37,0.24324324324324326
(?:[^a-zA-Z]|\b)e(ij|y)gelshoven(?:[^a-zA-Z]|\b),Eijgelshoven,904,10960,0,0,0.0
(?:[^a-zA-Z]|\b)e(ij|y)sden(?:[^a-zA-Z]|\b),Eijsden,905,10314,2,6,0.3333333333333333
(?:[^a-zA-Z]|\b)eindhoven(?:[^a-zA-Z]|\b),Eindhoven,772,11298,9,132,0.06818181818181818
(?:[^a-zA-Z]|\b)elburg(?:[^a-zA-Z]|\b),Elburg,230,11113,5,25,0.2
(?:[^a-zA-Z]|\b)elkerzee(?:[^a-zA-Z]|\b),Elkerzee,1053,10184,1,1,1.0
(?:[^a-zA-Z]|\b)ellemeet(?:[^a-zA-Z]|\b),Ellemeet,1054,10102,1,2,0.5
(?:[^a-zA-Z]|\b)ellewoutsd(ij|y)k(?:[^a-zA-Z]|\b),Ellewoutsdijk,663,11300,1,1,1.0
(?:[^a-zA-Z]|\b)elsloo(?:[^a-zA-Z]|\b),Elsloo,903,11187,2,12,0.16666666666666666
(?:[^a-zA-Z]|\b)elst(?:[^a-zA-Z]|\b),Elst,231,11188,0,16,0.0
(?:[^a-zA-Z]|\b)emmen(?:[^a-zA-Z]|\b),Emmen,114,11180,3,47,0.06382978723404255
(?:[^a-zA-Z]|\b)emmikhoven(?:[^a-zA-Z]|\b),Emmikhoven,1056,10621,5,7,0.7142857142857143
(?:[^a-zA-Z]|\b)empel|meerwijk(?:[^a-zA-Z]|\b),Empel en Meerwijk,773,10295,3,26,0.11538461538461539
(?:[^a-zA-Z]|\b)engelen(?:[^a-zA-Z]|\b),Engelen,774,10322,6,19,0.3157894736842105
(?:[^a-zA-Z]|\b)enkhui(z|s)en(?:[^a-zA-Z]|\b),Enkhuizen,388,10729,7,67,0.1044776119402985
(?:[^a-zA-Z]|\b)ensch(ede|\.)(?:[^a-zA-Z]|\b),Enschede,153,10364,5,69,0.07246376811594203
(?:[^a-zA-Z]|\b)epe(?:[^a-zA-Z]|\b),Epe,232,10940,0,30,0.0
(?:[^a-zA-Z]|\b)ermelo(?:[^a-zA-Z]|\b),Ermelo,233,10732,1,7,0.14285714285714285
(?:[^a-zA-Z]|\b)erp(?:[^a-zA-Z]|\b),Erp,775,10385,2,32,0.0625
(?:[^a-zA-Z]|\b)esch(?:[^a-zA-Z]|\b),Esch,776,10709,1,8,0.125
(?:[^a-zA-Z]|\b)escharen(?:[^a-zA-Z]|\b),Escharen,1057,10299,0,0,0.0
(?:[^a-zA-Z]|\b)est.?en.?op(ij|y)nen(?:[^a-zA-Z]|\b),Est en Opijnen,234,11092,0,0,0.0
(?:[^a-zA-Z]|\b)etten.?en.?leur(?:[^a-zA-Z]|\b),Etten en Leur,1251,10750,7,18,0.3888888888888889
(?:[^a-zA-Z]|\b)everdingen(?:[^a-zA-Z]|\b),Everdingen,508,10638,0,5,0.0
(?:[^a-zA-Z]|\b)ew(ij|y)k(?:[^a-zA-Z]|\b),Ewijk,235,10471,0,2,0.0
(?:[^a-zA-Z]|\b)ezinge(?:[^a-zA-Z]|\b),Ezinge,12,10136,0,2,0.0
(?:[^a-zA-Z]|\b)ferwerderadeel(?:[^a-zA-Z]|\b),Ferwerderadeel,68,11284,2,3,0.6666666666666666
(?:[^a-zA-Z]|\b)f(ij|y)naart|he(ij|y)ningen(?:[^a-zA-Z]|\b),Fijnaart en Heijningen,778,10206,6,30,0.2
(?:[^a-zA-Z]|\b)finsterwolde?(?:[^a-zA-Z]|\b),Finsterwolde,13,10212,0,4,0.0
(?:[^a-zA-Z]|\b)franeker(?:[^a-zA-Z]|\b),Franeker,69,11226,11,75,0.14666666666666667
(?:[^a-zA-Z]|\b)franekeradeel(?:[^a-zA-Z]|\b)|(?:[^a-zA-Z]|\b)frjentsjerteradiel(?:[^a-zA-Z]|\b),Franekeradeel,70,10404,3,6,0.5
(?:[^a-zA-Z]|\b)gaasterland(?:[^a-zA-Z]|\b),Gaasterland,71,10036,4,7,0.5714285714285714
(?:[^a-zA-Z]|\b)gameren(?:[^a-zA-Z]|\b),Gameren,1058,10037,2,6,0.3333333333333333
(?:[^a-zA-Z]|\b)gassel(?:[^a-zA-Z]|\b),Gassel,1059,10705,0,0,0.0
(?:[^a-zA-Z]|\b)gasselte(?:[^a-zA-Z]|\b),Gasselte,115,11099,2,4,0.5
(?:[^a-zA-Z]|\b)geertruidenberg(?:[^a-zA-Z]|\b),Geertruidenberg,779,10101,5,22,0.22727272727272727
(?:[^a-zA-Z]|\b)geervliet(?:[^a-zA-Z]|\b),Geervliet,509,10842,2,15,0.13333333333333333
(?:[^a-zA-Z]|\b)geffen(?:[^a-zA-Z]|\b),Geffen,780,10370,2,10,0.2
(?:[^a-zA-Z]|\b)geldermalsen(?:[^a-zA-Z]|\b),Geldermalsen,236,10881,1,10,0.1
(?:[^a-zA-Z]|\b)gel(dorp|drop)(?:[^a-zA-Z]|\b),Geldrop,781,10529,0,1,0.0
(?:[^a-zA-Z]|\b)geleen(?:[^a-zA-Z]|\b),Geleen,906,10048,5,13,0.38461538461538464
(?:[^a-zA-Z]|\b)gemert(?:[^a-zA-Z]|\b),Gemert,782,10277,1,20,0.05
(?:[^a-zA-Z]|\b)gendringen(?:[^a-zA-Z]|\b),Gendringen,237,10260,0,11,0.0
(?:[^a-zA-Z]|\b)gend?t(?:[^a-zA-Z]|\b),Gendt,238,10440,12,112,0.10714285714285714
(?:[^a-zA-Z]|\b)genemuiden(?:[^a-zA-Z]|\b),Genemuiden,154,10746,5,18,0.2777777777777778
(?:[^a-zA-Z]|\b)gennep(?:[^a-zA-Z]|\b),Gennep,907,10542,4,20,0.2
(?:[^a-zA-Z]|\b)gestel(?:[^a-zA-Z]|\b)|(?:[^a-zA-Z]|\b)blaarthem(?:[^a-zA-Z]|\b),Gestel en Blaarthem,1061,11269,5,81,0.06172839506172839
(?:[^a-zA-Z]|\b)geu(l|lle)(?:[^a-zA-Z]|\b),Geulle,908,10530,3,17,0.17647058823529413
(?:[^a-zA-Z]|\b)giessen(?:[^a-zA-Z]|\b),Giessen,783,10193,7,21,0.3333333333333333
(?:[^a-zA-Z]|\b)giessen.?nieuwkerk(?:[^a-zA-Z]|\b),Giessendam,1063,10606,2,11,0.18181818181818182
(?:[^a-zA-Z]|\b)giessendam(?:[^a-zA-Z]|\b),Giessen-Nieuwkerk,1062,10255,4,28,0.14285714285714285
(?:[^a-zA-Z]|\b)gieten(?:[^a-zA-Z]|\b),Gieten,116,10506,1,15,0.06666666666666667
(?:[^a-zA-Z]|\b)giethoorn(?:[^a-zA-Z]|\b),Giethoorn,155,10708,3,10,0.3
(?:[^a-zA-Z]|\b)gilze.?en.?r(ij|y)en(?:[^a-zA-Z]|\b),Gilze en Rijen,784,11375,0,0,0.0
(?:[^a-zA-Z]|\b)ginneken(?:[^a-zA-Z]|\b)|(?:[^a-zA-Z]|\b)bavel(?:[^a-zA-Z]|\b),Ginneken en Bavel,1064,10406,8,25,0.32
(?:[^a-zA-Z]|\b)goedereede(?:[^a-zA-Z]|\b),Goedereede,511,10981,0,14,0.0
(?:[^a-zA-Z]|\b)g(h?)oes(ch?)(?:[^a-zA-Z]|\b),Goes,664,10674,0,0,0.0
(?:[^a-zA-Z]|\b)goirle(?:[^a-zA-Z]|\b),Goirle,785,10971,0,0,0.0
(?:[^a-zA-Z]|\b)goor(?:[^a-zA-Z]|\b),Goor,156,10076,9,87,0.10344827586206896
(?:[^a-zA-Z]|\b)gorinchem(?:[^a-zA-Z]|\b),Gorinchem,512,10942,22,134,0.16417910447761194
(?:[^a-zA-Z]|\b)gorssel(?:[^a-zA-Z]|\b),Gorssel,239,10085,0,6,0.0
(?:[^a-zA-Z]|\b)gouda(?:[^a-zA-Z]|\b),Gouda,513,10302,29,242,0.11983471074380166
(?:[^a-zA-Z]|\b)gouderak(?:[^a-zA-Z]|\b),Gouderak,514,11258,1,18,0.05555555555555555
(?:[^a-zA-Z]|\b)goudriaan(?:[^a-zA-Z]|\b),Goudriaan,515,10450,6,31,0.1935483870967742
(?:[^a-zA-Z]|\b)goudswaard(?:[^a-zA-Z]|\b),Goudswaard,516,10914,6,19,0.3157894736842105
(?:[^a-zA-Z]|\b)graauw(?:[^a-zA-Z]|\b)|(?:[^a-zA-Z]|\b)langendam(?:[^a-zA-Z]|\b),Graauw en Langendam,665,10312,4,28,0.14285714285714285
(?:[^a-zA-Z]|\b)grafhorst(?:[^a-zA-Z]|\b),Grafhorst,1065,10224,3,8,0.375
(?:[^a-zA-Z]|\b)graft(?:[^a-zA-Z]|\b),Graft,389,10484,3,17,0.17647058823529413
(?:[^a-zA-Z]|\b)gramsbergen(?:[^a-zA-Z]|\b),Gramsbergen,157,11339,3,9,0.3333333333333333
(?:[^a-zA-Z]|\b)grathem(?:[^a-zA-Z]|\b),Grathem,909,11008,0,0,0.0
(?:[^a-zA-Z]|\b)grave(?:[^a-zA-Z]|\b),Grave,786,10165,21,98,0.21428571428571427
(?:[^a-zA-Z]|\b)grevenbicht(?:[^a-zA-Z]|\b),Grevenbicht,910,10624,4,7,0.5714285714285714
(?:[^a-zA-Z]|\b)gr(ij|y)pskerk(?:[^a-zA-Z]|\b),Grijpskerk,16,10244,0,6,0.0
(?:[^a-zA-Z]|\b)gr(ij|y)pskerke(?:[^a-zA-Z]|\b),Grijpskerke,1067,10801,1,2,0.5
(?:[^a-zA-Z]|\b)groede(?:[^a-zA-Z]|\b),Groede,667,11312,3,8,0.375
(?:[^a-zA-Z]|\b)groenlo(?:[^a-zA-Z]|\b),Groenlo,240,11094,0,9,0.0
(?:[^a-zA-Z]|\b)groesbeek(?:[^a-zA-Z]|\b),Groesbeek,241,10616,0,0,0.0
(?:[^a-zA-Z]|\b)gr(̦|o)ning(s|en|\.)(?:[^a-zA-Z]|\b),Groningen,14,10426,194,738,0.26287262872628725
(?:[^a-zA-Z]|\b)grons(f|v)eld(?:[^a-zA-Z]|\b),Gronsveld,911,10323,4,7,0.5714285714285714
(?:[^a-zA-Z]|\b)groot.?ammers(?:[^a-zA-Z]|\b),Groot-Ammers,520,11205,0,4,0.0
(?:[^a-zA-Z]|\b)groot.?lindt(?:[^a-zA-Z]|\b),Groote Lindt,1066,11042,0,0,0.0
(?:[^a-zA-Z]|\b)grootebroek(?:[^a-zA-Z]|\b),Grootebroek,391,11337,1,4,0.25
(?:[^a-zA-Z]|\b)grootegast(?:[^a-zA-Z]|\b),Grootegast,15,11080,0,8,0.0
(?:[^a-zA-Z]|\b)grubbenvorst(?:[^a-zA-Z]|\b),Grubbenvorst,912,10176,0,5,0.0
(?:[^a-zA-Z]|\b)gulpen(?:[^a-zA-Z]|\b),Gulpen,913,11032,1,16,0.0625
(?:[^a-zA-Z]|\b)haaften(?:[^a-zA-Z]|\b),Haaften,242,10125,6,20,0.3
(?:[^a-zA-Z]|\b)haaksbergen(?:[^a-zA-Z]|\b),Haaksbergen,158,11435,3,7,0.42857142857142855
(?:[^a-zA-Z]|\b)haamstede(?:[^a-zA-Z]|\b),Haamstede,1068,10701,1,4,0.25
(?:[^a-zA-Z]|\b)haaren(?:[^a-zA-Z]|\b),Haaren,788,11155,0,3,0.0
(?:[^a-zA-Z]|\b)ha.?rlem|haarl(am|\.)(?:[^a-zA-Z]|\b),Haarlem,392,10357,162,745,0.2174496644295302
(?:[^a-zA-Z]|\b)haarlemmerliede.?en.?spaarnwoude(?:[^a-zA-Z]|\b),Haarlemmerliede en Spaarnwoude,393,10508,3,16,0.1875
(?:[^a-zA-Z]|\b)haarlemmermeer(?:[^a-zA-Z]|\b),Haarlemmermeer,394,11387,5,61,0.08196721311475409
(?:[^a-zA-Z]|\b)haarzuilens(?:[^a-zA-Z]|\b),Haarzuilens,1069,10737,2,17,0.11764705882352941
(?:[^a-zA-Z]|\b)haastrecht(?:[^a-zA-Z]|\b),Haastrecht,521,11049,9,34,0.2647058823529412
(?:[^a-zA-Z]|\b)haelen(?:[^a-zA-Z]|\b),Haelen,914,10321,0,0,0.0
(?:[^a-zA-Z]|\b)hagestein(?:[^a-zA-Z]|\b),Hagestein,522,10297,2,11,0.18181818181818182
(?:[^a-zA-Z]|\b)halsteren(?:[^a-zA-Z]|\b),Halsteren,789,10387,3,5,0.6
(?:[^a-zA-Z]|\b)haps(?:[^a-zA-Z]|\b),Haps,790,11283,0,0,0.0
(?:[^a-zA-Z]|\b)harderw(ij|y)k(?:[^a-zA-Z]|\b),Harderwijk,243,10786,15,73,0.2054794520547945
(?:[^a-zA-Z]|\b)hardinxveld(?:[^a-zA-Z]|\b),Hardinxveld,1070,10167,3,16,0.1875
(?:[^a-zA-Z]|\b)haren(?:[^a-zA-Z]|\b),Haren,17,11058,52,474,0.10970464135021098
(?:[^a-zA-Z]|\b)harenkarspel(?:[^a-zA-Z]|\b),Harenkarspel,395,10963,1,2,0.5
(?:[^a-zA-Z]|\b)harlingen(?:[^a-zA-Z]|\b),Harlingen,72,10909,26,270,0.0962962962962963
(?:[^a-zA-Z]|\b)harmelen(?:[^a-zA-Z]|\b),Harmelen,318,10183,3,6,0.5
(?:[^a-zA-Z]|\b)haskerland(?:[^a-zA-Z]|\b),Haskerland,73,10022,5,15,0.3333333333333333
(?:[^a-zA-Z]|\b)hasselt(?:[^a-zA-Z]|\b),Hasselt,161,10115,19,106,0.1792452830188679
(?:[^a-zA-Z]|\b)hattem(?:[^a-zA-Z]|\b),Hattem,244,10673,5,25,0.2
(?:[^a-zA-Z]|\b)havelte(?:[^a-zA-Z]|\b),Havelte,117,10186,2,4,0.5
(?:[^a-zA-Z]|\b)hazerswoude(?:[^a-zA-Z]|\b),Hazerswoude,524,11257,12,38,0.3157894736842105
(?:[^a-zA-Z]|\b)hedel(?:[^a-zA-Z]|\b),Hedel,245,10982,2,5,0.4
(?:[^a-zA-Z]|\b)hedikhuizen(?:[^a-zA-Z]|\b),Hedikhuizen,1071,11130,2,4,0.5
(?:[^a-zA-Z]|\b)heel.?en.?panheel(?:[^a-zA-Z]|\b),Heel en Panheel,915,11208,0,0,0.0
(?:[^a-zA-Z]|\b)heemskerk(?:[^a-zA-Z]|\b),Heemskerk,396,10679,12,147,0.08163265306122448
(?:[^a-zA-Z]|\b)heemstede(?:[^a-zA-Z]|\b),Heemstede,397,11288,8,40,0.2
(?:[^a-zA-Z]|\b)heenvliet(?:[^a-zA-Z]|\b),Heenvliet,525,10823,5,24,0.20833333333333334
(?:[^a-zA-Z]|\b)heer(?:[^a-zA-Z]|\b),Heer,916,11407,389,3686,0.10553445469343462
(?:[^a-zA-Z]|\b)heerde(?:[^a-zA-Z]|\b),Heerde,246,10291,1,15,0.06666666666666667
(?:[^a-zA-Z]|\b)heerewaarden(?:[^a-zA-Z]|\b),Heerewaarden,247,10067,3,9,0.3333333333333333
(?:[^a-zA-Z]|\b)heerhugowaard(?:[^a-zA-Z]|\b),Heerhugowaard,398,10752,2,5,0.4
(?:[^a-zA-Z]|\b)heerjansdam(?:[^a-zA-Z]|\b),Heerjansdam,526,10540,1,13,0.07692307692307693
(?:[^a-zA-Z]|\b)heerlen(?:[^a-zA-Z]|\b),Heerlen,917,10902,5,15,0.3333333333333333
(?:[^a-zA-Z]|\b)heesch(?:[^a-zA-Z]|\b),Heesch,791,10149,0,2,0.0
(?:[^a-zA-Z]|\b)heesw(ij|y)k(?:[^a-zA-Z]|\b),Heeswijk,1072,11229,1,6,0.16666666666666666
(?:[^a-zA-Z]|\b)heeze(?:[^a-zA-Z]|\b),Heeze,793,10462,0,2,0.0
(?:[^a-zA-Z]|\b)hei.?.?en.?boeicop(?:[^a-zA-Z]|\b),Hei- en Boeicop,527,11024,0,0,0.0
(?:[^a-zA-Z]|\b)he(ij|y)thu(ij|y)(s|z)en(?:[^a-zA-Z]|\b),Heille,1073,11309,0,2,0.0
(?:[^a-zA-Z]|\b)heiloo?(?:[^a-zA-Z]|\b),Heiloo,399,10793,2,9,0.2222222222222222
(?:[^a-zA-Z]|\b)heinenoord(?:[^a-zA-Z]|\b),Heinenoord,528,10821,0,9,0.0
(?:[^a-zA-Z]|\b)heinkenszand(?:[^a-zA-Z]|\b),Heinkenszand,672,10413,1,3,0.3333333333333333
(?:[^a-zA-Z]|\b)heino(?:[^a-zA-Z]|\b),Heino,162,10854,1,4,0.25
(?:[^a-zA-Z]|\b)hekelingen(?:[^a-zA-Z]|\b),Hekelingen,1074,10873,2,17,0.11764705882352941
(?:[^a-zA-Z]|\b)hekendorp(?:[^a-zA-Z]|\b),Hekendorp,1075,10217,0,8,0.0
(?:[^a-zA-Z]|\b)helden(?:[^a-zA-Z]|\b),Helden,918,10205,1,31,0.03225806451612903
(?:[^a-zA-Z]|\b)hellendoorn(?:[^a-zA-Z]|\b),Hellendoorn,163,10806,4,10,0.4
(?:[^a-zA-Z]|\b)hellevoetsluis(?:[^a-zA-Z]|\b),Hellevoetsluis,530,11078,17,121,0.14049586776859505
(?:[^a-zA-Z]|\b)helmond(?:[^a-zA-Z]|\b),Helmond,794,10932,54,149,0.3624161073825503
(?:[^a-zA-Z]|\b)helvoirt(?:[^a-zA-Z]|\b),Helvoirt,795,10389,2,3,0.6666666666666666
(?:[^a-zA-Z]|\b)hemelumer.?oldephaert.?en.?noordwolde(?:[^a-zA-Z]|\b),Hemelumer Oldephaerd en Noordwolde,1260,10334,1,5,0.2
(?:[^a-zA-Z]|\b)hemmen(?:[^a-zA-Z]|\b),Hemmen,1076,11162,1,6,0.16666666666666666
(?:[^a-zA-Z]|\b)hendrik.?ido.?ambacht(?:[^a-zA-Z]|\b),Hendrik-Ido-Ambacht,531,10416,0,14,0.0
(?:[^a-zA-Z]|\b)hengeloo?(?:[^a-zA-Z]|\b),Hengelo (Gld.),248,10359,8,61,0.13114754098360656
(?:[^a-zA-Z]|\b)hengeloo?(?:[^a-zA-Z]|\b),Hengelo (O.),164,10907,8,61,0.13114754098360656
(?:[^a-zA-Z]|\b)hengstd(ij|y)k(?:[^a-zA-Z]|\b),Hengstdijk,1077,10636,1,1,1.0
(?:[^a-zA-Z]|\b)hennaarderadeel(?:[^a-zA-Z]|\b),Hennaarderadeel,76,10877,1,3,0.3333333333333333
(?:[^a-zA-Z]|\b)hensbroek(?:[^a-zA-Z]|\b),Hensbroek,401,10181,0,2,0.0
(?:[^a-zA-Z]|\b)herkingen(?:[^a-zA-Z]|\b),Herkingen,1078,10267,1,3,0.3333333333333333
(?:[^a-zA-Z]|\b)herpen(?:[^a-zA-Z]|\b),Herpen,1079,11262,0,1,0.0
(?:[^a-zA-Z]|\b)herpt(?:[^a-zA-Z]|\b),Herpt,1080,10845,0,0,0.0
(?:[^a-zA-Z]|\b)herten(?:[^a-zA-Z]|\b),Herten,919,10138,1,5,0.2
(?:[^a-zA-Z]|\b)herwen.?en.?aerdt(?:[^a-zA-Z]|\b),Herwen en Aerdt,249,10819,0,6,0.0
(?:[^a-zA-Z]|\b)herw(ij|y)nen(?:[^a-zA-Z]|\b),Herwijnen,250,11266,1,10,0.1
(?:[^a-zA-Z]|\b)het.?bildt(?:[^a-zA-Z]|\b),het Bildt,63,10128,1,1,1.0
(?:[^a-zA-Z]|\b)heteren(?:[^a-zA-Z]|\b),Heteren,251,10290,1,27,0.037037037037037035
(?:[^a-zA-Z]|\b)heukelum(?:[^a-zA-Z]|\b),Heukelum,533,11308,0,4,0.0
(?:[^a-zA-Z]|\b)heumen(?:[^a-zA-Z]|\b),Heumen,252,10600,0,2,0.0
(?:[^a-zA-Z]|\b)heusden(?:[^a-zA-Z]|\b),Heusden,797,10307,11,50,0.22
(?:[^a-zA-Z]|\b)he(ij|y)thu(ij|y)(s|z)en(?:[^a-zA-Z]|\b),Heythuysen,920,10840,0,2,0.0
(?:[^a-zA-Z]|\b)hillegersberg(?:[^a-zA-Z]|\b),Hillegersberg,1081,10227,0,21,0.0
(?:[^a-zA-Z]|\b)hillegom(?:[^a-zA-Z]|\b),Hillegom,534,11236,3,24,0.125
(?:[^a-zA-Z]|\b)hilvarenbeek(?:[^a-zA-Z]|\b),Hilvarenbeek,798,11297,0,7,0.0
(?:[^a-zA-Z]|\b)hilversum(?:[^a-zA-Z]|\b),Hilversum,402,11285,8,60,0.13333333333333333
(?:[^a-zA-Z]|\b)hindeloopen(?:[^a-zA-Z]|\b),Hindeloopen,77,10672,7,36,0.19444444444444445
(?:[^a-zA-Z]|\b)hoedekenskerke(?:[^a-zA-Z]|\b),Hoedekenskerke,673,11072,1,3,0.3333333333333333
(?:[^a-zA-Z]|\b)hoek(?:[^a-zA-Z]|\b),Hoek,674,10038,28,370,0.07567567567567568
(?:[^a-zA-Z]|\b)hoenkoop(?:[^a-zA-Z]|\b),Hoenkoop,319,10611,9,29,0.3103448275862069
(?:[^a-zA-Z]|\b)hoensbroek(?:[^a-zA-Z]|\b),Hoensbroek,921,11177,0,0,0.0
(?:[^a-zA-Z]|\b)hoevelaken(?:[^a-zA-Z]|\b),Hoevelaken,253,11358,0,10,0.0
(?:[^a-zA-Z]|\b)hoeven(?:[^a-zA-Z]|\b),Hoeven,799,10065,13,96,0.13541666666666666
(?:[^a-zA-Z]|\b)hof.?van.?delft(?:[^a-zA-Z]|\b),Hof van Delft,1082,10089,11,35,0.3142857142857143
(?:[^a-zA-Z]|\b)holten(?:[^a-zA-Z]|\b),Holten,165,11246,4,15,0.26666666666666666
(?:[^a-zA-Z]|\b)hontenisse(?:[^a-zA-Z]|\b),Hontenisse,675,11123,1,1,1.0
(?:[^a-zA-Z]|\b)hoofdplaat(?:[^a-zA-Z]|\b),Hoofdplaat,676,10147,1,4,0.25
(?:[^a-zA-Z]|\b)hoog.?blokland(?:[^a-zA-Z]|\b),Hoogblokland,535,11040,0,4,0.0
(?:[^a-zA-Z]|\b)hooge.?mierde|hooge.?en.?lage.?mierde(?:[^a-zA-Z]|\b),Hooge en Lage Mierde,801,10476,0,0,0.0
(?:[^a-zA-Z]|\b)zwaluwe(?:[^a-zA-Z]|\b),Hooge en Lage Zwaluwe,802,11318,7,9,0.7777777777777778
(?:[^a-zA-Z]|\b)hoogeloo(n|n.?.?hapert.?e?n?.?casteren)(?:[^a-zA-Z]|\b),"Hoogeloon, Hapert en Casteren",800,10657,0,0,0.0
(?:[^a-zA-Z]|\b)hoogeveen(?:[^a-zA-Z]|\b),Hoogeveen,118,10839,7,71,0.09859154929577464
(?:[^a-zA-Z]|\b)hoogezand(?:[^a-zA-Z]|\b),Hoogezand,1083,10410,3,21,0.14285714285714285
(?:[^a-zA-Z]|\b)hoogkarspel(?:[^a-zA-Z]|\b),Hoogkarspel,403,10642,0,6,0.0
(?:[^a-zA-Z]|\b)hoogkerk(?:[^a-zA-Z]|\b),Hoogkerk,1084,10953,0,4,0.0
(?:[^a-zA-Z]|\b)hoogland(?:[^a-zA-Z]|\b),Hoogland,320,10545,5,43,0.11627906976744186
(?:[^a-zA-Z]|\b)hoogvliet(?:[^a-zA-Z]|\b),Hoogvliet,1085,10348,1,19,0.05263157894736842
(?:[^a-zA-Z]|\b)hoogwoud(?:[^a-zA-Z]|\b),Hoogwoud,404,11029,1,18,0.05555555555555555
(?:[^a-zA-Z]|\b)hoorn(?:[^a-zA-Z]|\b),Hoorn,405,11392,15,158,0.0949367088607595
(?:[^a-zA-Z]|\b)hoornaar(?:[^a-zA-Z]|\b),Hoornaar,536,10516,4,9,0.4444444444444444
(?:[^a-zA-Z]|\b)horn(?:[^a-zA-Z]|\b),Horn,922,11176,0,4,0.0
(?:[^a-zA-Z]|\b)horssen(?:[^a-zA-Z]|\b),Horssen,254,10607,0,0,0.0
