Location_Regex,name,cbscode,amsterdamcode,n_both,n_total,Normalized_Mentions
(?:[^a-zA-Z]|\b)dongen(?:[^a-zA-Z]|\b),Dongen,766,11412,6,21,0.2857142857142857
(?:[^a-zA-Z]|\b)doniawerstal(?:[^a-zA-Z]|\b),Doniawerstal,67,10086,5,16,0.3125
(?:[^a-zA-Z]|\b)doorn(?:[^a-zA-Z]|\b),Doorn,315,10213,15,152,0.09868421052631579
(?:[^a-zA-Z]|\b)doornsp(ij|y)k(?:[^a-zA-Z]|\b),Doornspijk,223,10069,4,5,0.8
(?:[^a-zA-Z]|\b)doorwerth(?:[^a-zA-Z]|\b),Doorwerth,1046,11304,2,3,0.6666666666666666
(?:[^a-zA-Z]|\b)dordrecht|dodrech\.(?:[^a-zA-Z]|\b),Dordrecht,505,11157,214,660,0.3242424242424242
(?:[^a-zA-Z]|\b)dreischor(?:[^a-zA-Z]|\b),Dreischor,1047,10885,0,3,0.0
(?:[^a-zA-Z]|\b)dreumel(?:[^a-zA-Z]|\b),Dreumel,224,11232,2,4,0.5
(?:[^a-zA-Z]|\b)driebergen(?:[^a-zA-Z]|\b),Driebergen,1048,10777,4,27,0.14814814814814814
(?:[^a-zA-Z]|\b)driel(?:[^a-zA-Z]|\b),Driel,1248,10341,5,26,0.19230769230769232
(?:[^a-zA-Z]|\b)driewegen(?:[^a-zA-Z]|\b),Driewegen,661,11115,0,0,0.0
(?:[^a-zA-Z]|\b)drongele(n|n.?.?hangoord.?.?gansoyen.?.?e?n?doevere)(?:[^a-zA-Z]|\b),"Drongelen,Haagoord,Gansoyen,Doevere",1263,10111,2,8,0.25
(?:[^a-zA-Z]|\b)drunen(?:[^a-zA-Z]|\b),Drunen,767,10428,4,8,0.5
(?:[^a-zA-Z]|\b)druten(?:[^a-zA-Z]|\b),Druten,225,10068,3,23,0.13043478260869565
(?:[^a-zA-Z]|\b)dubbeldam(?:[^a-zA-Z]|\b),Dubbeldam,507,10781,9,20,0.45
(?:[^a-zA-Z]|\b)duiven(?:[^a-zA-Z]|\b),Duiven,226,11028,3,26,0.11538461538461539
(?:[^a-zA-Z]|\b)duivend(ij|y)ke(?:[^a-zA-Z]|\b),Duivendijke,1050,10335,0,0,0.0
(?:[^a-zA-Z]|\b)duizel|steensel(?:[^a-zA-Z]|\b),Duizel en Steensel,1051,11005,5,24,0.20833333333333334
(?:[^a-zA-Z]|\b)dusse(n|munster.?.?en.?muilkerk)(?:[^a-zA-Z]|\b),"Dussen, Munster en Muilkerk",1265,10261,3,12,0.25
(?:[^a-zA-Z]|\b)dwingeloo?(?:[^a-zA-Z]|\b),Dwingeloo,112,10331,3,9,0.3333333333333333
(?:[^a-zA-Z]|\b)echt(?:[^a-zA-Z]|\b),Echt,902,10941,22,176,0.125
(?:[^a-zA-Z]|\b)echteld(?:[^a-zA-Z]|\b),Echteld,227,10832,2,3,0.6666666666666666
(?:[^a-zA-Z]|\b)edam(?:[^a-zA-Z]|\b),Edam,1315,10884,4,41,0.0975609756097561
(?:[^a-zA-Z]|\b)ede(?:[^a-zA-Z]|\b),Ede,228,10743,8,93,0.08602150537634409
(?:[^a-zA-Z]|\b)eede(?:[^a-zA-Z]|\b),Eede,1052,11128,1,25,0.04
(?:[^a-zA-Z]|\b)eelde(?:[^a-zA-Z]|\b),Eelde,113,10622,2,6,0.3333333333333333
(?:[^a-zA-Z]|\b)eemnes(?:[^a-zA-Z]|\b),Eemnes,317,10248,2,6,0.3333333333333333
(?:[^a-zA-Z]|\b)eenrum(?:[^a-zA-Z]|\b),Eenrum,11,10904,2,5,0.4
(?:[^a-zA-Z]|\b)eersel(?:[^a-zA-Z]|\b),Eersel,770,10741,2,8,0.25
(?:[^a-zA-Z]|\b)heesbeen(?:[^a-zA-Z]|\b)|(?:[^a-zA-Z]|\b)eethen(?:[^a-zA-Z]|\b)|(?:[^a-zA-Z]|\b)genderen(?:[^a-zA-Z]|\b),"Eethen, Genderen en Heesbeen",1255,10010,2,6,0.3333333333333333
(?:[^a-zA-Z]|\b)egmond.?aan.?zee(?:[^a-zA-Z]|\b),Egmond aan Zee,386,10421,1,2,0.5
(?:[^a-zA-Z]|\b)egmond.?binnen(?:[^a-zA-Z]|\b),Egmond-Binnen,387,10989,0,5,0.0
(?:[^a-zA-Z]|\b)eibergen(?:[^a-zA-Z]|\b),Eibergen,229,10436,7,21,0.3333333333333333
(?:[^a-zA-Z]|\b)e(ij|y)gelshoven(?:[^a-zA-Z]|\b),Eijgelshoven,904,10960,1,2,0.5
(?:[^a-zA-Z]|\b)e(ij|y)sden(?:[^a-zA-Z]|\b),Eijsden,905,10314,1,5,0.2
(?:[^a-zA-Z]|\b)eindhoven(?:[^a-zA-Z]|\b),Eindhoven,772,11298,27,129,0.20930232558139536
(?:[^a-zA-Z]|\b)elburg(?:[^a-zA-Z]|\b),Elburg,230,11113,11,53,0.20754716981132076
(?:[^a-zA-Z]|\b)elkerzee(?:[^a-zA-Z]|\b),Elkerzee,1053,10184,0,1,0.0
(?:[^a-zA-Z]|\b)ellemeet(?:[^a-zA-Z]|\b),Ellemeet,1054,10102,3,5,0.6
(?:[^a-zA-Z]|\b)ellewoutsd(ij|y)k(?:[^a-zA-Z]|\b),Ellewoutsdijk,663,11300,0,2,0.0
(?:[^a-zA-Z]|\b)elsloo(?:[^a-zA-Z]|\b),Elsloo,903,11187,5,8,0.625
(?:[^a-zA-Z]|\b)elst(?:[^a-zA-Z]|\b),Elst,231,11188,1,5,0.2
(?:[^a-zA-Z]|\b)emmen(?:[^a-zA-Z]|\b),Emmen,114,11180,6,20,0.3
(?:[^a-zA-Z]|\b)emmikhoven(?:[^a-zA-Z]|\b),Emmikhoven,1056,10621,6,10,0.6
(?:[^a-zA-Z]|\b)empel|meerwijk(?:[^a-zA-Z]|\b),Empel en Meerwijk,773,10295,12,22,0.5454545454545454
(?:[^a-zA-Z]|\b)engelen(?:[^a-zA-Z]|\b),Engelen,774,10322,7,34,0.20588235294117646
(?:[^a-zA-Z]|\b)enkhui(z|s)en(?:[^a-zA-Z]|\b),Enkhuizen,388,10729,7,57,0.12280701754385964
(?:[^a-zA-Z]|\b)ensch(ede|\.)(?:[^a-zA-Z]|\b),Enschede,153,10364,6,95,0.06315789473684211
(?:[^a-zA-Z]|\b)epe(?:[^a-zA-Z]|\b),Epe,232,10940,3,21,0.14285714285714285
(?:[^a-zA-Z]|\b)ermelo(?:[^a-zA-Z]|\b),Ermelo,233,10732,4,7,0.5714285714285714
(?:[^a-zA-Z]|\b)erp(?:[^a-zA-Z]|\b),Erp,775,10385,3,25,0.12
(?:[^a-zA-Z]|\b)esch(?:[^a-zA-Z]|\b),Esch,776,10709,3,22,0.13636363636363635
(?:[^a-zA-Z]|\b)escharen(?:[^a-zA-Z]|\b),Escharen,1057,10299,1,7,0.14285714285714285
(?:[^a-zA-Z]|\b)est.?en.?op(ij|y)nen(?:[^a-zA-Z]|\b),Est en Opijnen,234,11092,1,1,1.0
(?:[^a-zA-Z]|\b)etten.?en.?leur(?:[^a-zA-Z]|\b),Etten en Leur,1251,10750,2,7,0.2857142857142857
(?:[^a-zA-Z]|\b)everdingen(?:[^a-zA-Z]|\b),Everdingen,508,10638,3,13,0.23076923076923078
(?:[^a-zA-Z]|\b)ew(ij|y)k(?:[^a-zA-Z]|\b),Ewijk,235,10471,2,6,0.3333333333333333
(?:[^a-zA-Z]|\b)ezinge(?:[^a-zA-Z]|\b),Ezinge,12,10136,3,8,0.375
(?:[^a-zA-Z]|\b)ferwerderadeel(?:[^a-zA-Z]|\b),Ferwerderadeel,68,11284,2,2,1.0
(?:[^a-zA-Z]|\b)f(ij|y)naart|he(ij|y)ningen(?:[^a-zA-Z]|\b),Fijnaart en Heijningen,778,10206,3,27,0.1111111111111111
(?:[^a-zA-Z]|\b)finsterwolde?(?:[^a-zA-Z]|\b),Finsterwolde,13,10212,5,10,0.5
(?:[^a-zA-Z]|\b)franeker(?:[^a-zA-Z]|\b),Franeker,69,11226,12,84,0.14285714285714285
(?:[^a-zA-Z]|\b)franekeradeel(?:[^a-zA-Z]|\b)|(?:[^a-zA-Z]|\b)frjentsjerteradiel(?:[^a-zA-Z]|\b),Franekeradeel,70,10404,4,11,0.36363636363636365
(?:[^a-zA-Z]|\b)gaasterland(?:[^a-zA-Z]|\b),Gaasterland,71,10036,4,11,0.36363636363636365
(?:[^a-zA-Z]|\b)gameren(?:[^a-zA-Z]|\b),Gameren,1058,10037,5,16,0.3125
(?:[^a-zA-Z]|\b)gassel(?:[^a-zA-Z]|\b),Gassel,1059,10705,1,4,0.25
(?:[^a-zA-Z]|\b)gasselte(?:[^a-zA-Z]|\b),Gasselte,115,11099,3,7,0.42857142857142855
(?:[^a-zA-Z]|\b)geertruidenberg(?:[^a-zA-Z]|\b),Geertruidenberg,779,10101,7,16,0.4375
(?:[^a-zA-Z]|\b)geervliet(?:[^a-zA-Z]|\b),Geervliet,509,10842,7,17,0.4117647058823529
(?:[^a-zA-Z]|\b)geffen(?:[^a-zA-Z]|\b),Geffen,780,10370,1,20,0.05
(?:[^a-zA-Z]|\b)geldermalsen(?:[^a-zA-Z]|\b),Geldermalsen,236,10881,3,12,0.25
(?:[^a-zA-Z]|\b)gel(dorp|drop)(?:[^a-zA-Z]|\b),Geldrop,781,10529,2,15,0.13333333333333333
(?:[^a-zA-Z]|\b)geleen(?:[^a-zA-Z]|\b),Geleen,906,10048,1,1,1.0
(?:[^a-zA-Z]|\b)gemert(?:[^a-zA-Z]|\b),Gemert,782,10277,2,11,0.18181818181818182
(?:[^a-zA-Z]|\b)gendringen(?:[^a-zA-Z]|\b),Gendringen,237,10260,1,2,0.5
(?:[^a-zA-Z]|\b)gend?t(?:[^a-zA-Z]|\b),Gendt,238,10440,28,134,0.208955223880597
(?:[^a-zA-Z]|\b)genemuiden(?:[^a-zA-Z]|\b),Genemuiden,154,10746,13,33,0.3939393939393939
(?:[^a-zA-Z]|\b)gennep(?:[^a-zA-Z]|\b),Gennep,907,10542,6,34,0.17647058823529413
(?:[^a-zA-Z]|\b)gestel(?:[^a-zA-Z]|\b)|(?:[^a-zA-Z]|\b)blaarthem(?:[^a-zA-Z]|\b),Gestel en Blaarthem,1061,11269,9,94,0.09574468085106383
(?:[^a-zA-Z]|\b)geu(l|lle)(?:[^a-zA-Z]|\b),Geulle,908,10530,1,22,0.045454545454545456
(?:[^a-zA-Z]|\b)giessen(?:[^a-zA-Z]|\b),Giessen,783,10193,9,38,0.23684210526315788
(?:[^a-zA-Z]|\b)giessen.?nieuwkerk(?:[^a-zA-Z]|\b),Giessendam,1063,10606,2,5,0.4
(?:[^a-zA-Z]|\b)giessendam(?:[^a-zA-Z]|\b),Giessen-Nieuwkerk,1062,10255,5,15,0.3333333333333333
(?:[^a-zA-Z]|\b)gieten(?:[^a-zA-Z]|\b),Gieten,116,10506,12,27,0.4444444444444444
(?:[^a-zA-Z]|\b)giethoorn(?:[^a-zA-Z]|\b),Giethoorn,155,10708,8,20,0.4
(?:[^a-zA-Z]|\b)gilze.?en.?r(ij|y)en(?:[^a-zA-Z]|\b),Gilze en Rijen,784,11375,1,3,0.3333333333333333
(?:[^a-zA-Z]|\b)ginneken(?:[^a-zA-Z]|\b)|(?:[^a-zA-Z]|\b)bavel(?:[^a-zA-Z]|\b),Ginneken en Bavel,1064,10406,3,12,0.25
(?:[^a-zA-Z]|\b)goedereede(?:[^a-zA-Z]|\b),Goedereede,511,10981,7,21,0.3333333333333333
(?:[^a-zA-Z]|\b)g(h?)oes(ch?)(?:[^a-zA-Z]|\b),Goes,664,10674,0,0,0.0
(?:[^a-zA-Z]|\b)goirle(?:[^a-zA-Z]|\b),Goirle,785,10971,4,4,1.0
(?:[^a-zA-Z]|\b)goor(?:[^a-zA-Z]|\b),Goor,156,10076,4,65,0.06153846153846154
(?:[^a-zA-Z]|\b)gorinchem(?:[^a-zA-Z]|\b),Gorinchem,512,10942,61,167,0.3652694610778443
(?:[^a-zA-Z]|\b)gorssel(?:[^a-zA-Z]|\b),Gorssel,239,10085,3,5,0.6
(?:[^a-zA-Z]|\b)gouda(?:[^a-zA-Z]|\b),Gouda,513,10302,171,411,0.41605839416058393
(?:[^a-zA-Z]|\b)gouderak(?:[^a-zA-Z]|\b),Gouderak,514,11258,5,20,0.25
(?:[^a-zA-Z]|\b)goudriaan(?:[^a-zA-Z]|\b),Goudriaan,515,10450,6,14,0.42857142857142855
(?:[^a-zA-Z]|\b)goudswaard(?:[^a-zA-Z]|\b),Goudswaard,516,10914,6,24,0.25
(?:[^a-zA-Z]|\b)graauw(?:[^a-zA-Z]|\b)|(?:[^a-zA-Z]|\b)langendam(?:[^a-zA-Z]|\b),Graauw en Langendam,665,10312,3,20,0.15
(?:[^a-zA-Z]|\b)grafhorst(?:[^a-zA-Z]|\b),Grafhorst,1065,10224,7,15,0.4666666666666667
(?:[^a-zA-Z]|\b)graft(?:[^a-zA-Z]|\b),Graft,389,10484,1,21,0.047619047619047616
(?:[^a-zA-Z]|\b)gramsbergen(?:[^a-zA-Z]|\b),Gramsbergen,157,11339,8,14,0.5714285714285714
(?:[^a-zA-Z]|\b)grathem(?:[^a-zA-Z]|\b),Grathem,909,11008,2,2,1.0
(?:[^a-zA-Z]|\b)grave(?:[^a-zA-Z]|\b),Grave,786,10165,17,91,0.18681318681318682
(?:[^a-zA-Z]|\b)grevenbicht(?:[^a-zA-Z]|\b),Grevenbicht,910,10624,5,12,0.4166666666666667
(?:[^a-zA-Z]|\b)gr(ij|y)pskerk(?:[^a-zA-Z]|\b),Grijpskerk,16,10244,4,13,0.3076923076923077
(?:[^a-zA-Z]|\b)gr(ij|y)pskerke(?:[^a-zA-Z]|\b),Grijpskerke,1067,10801,0,3,0.0
(?:[^a-zA-Z]|\b)groede(?:[^a-zA-Z]|\b),Groede,667,11312,0,14,0.0
(?:[^a-zA-Z]|\b)groenlo(?:[^a-zA-Z]|\b),Groenlo,240,11094,2,11,0.18181818181818182
(?:[^a-zA-Z]|\b)groesbeek(?:[^a-zA-Z]|\b),Groesbeek,241,10616,1,1,1.0
(?:[^a-zA-Z]|\b)gr(̦|o)ning(s|en|\.)(?:[^a-zA-Z]|\b),Groningen,14,10426,289,870,0.332183908045977
(?:[^a-zA-Z]|\b)grons(f|v)eld(?:[^a-zA-Z]|\b),Gronsveld,911,10323,2,2,1.0
(?:[^a-zA-Z]|\b)groot.?ammers(?:[^a-zA-Z]|\b),Groot-Ammers,520,11205,3,8,0.375
(?:[^a-zA-Z]|\b)groot.?lindt(?:[^a-zA-Z]|\b),Groote Lindt,1066,11042,0,0,0.0
(?:[^a-zA-Z]|\b)grootebroek(?:[^a-zA-Z]|\b),Grootebroek,391,11337,3,10,0.3
(?:[^a-zA-Z]|\b)grootegast(?:[^a-zA-Z]|\b),Grootegast,15,11080,3,9,0.3333333333333333
(?:[^a-zA-Z]|\b)grubbenvorst(?:[^a-zA-Z]|\b),Grubbenvorst,912,10176,1,6,0.16666666666666666
(?:[^a-zA-Z]|\b)gulpen(?:[^a-zA-Z]|\b),Gulpen,913,11032,1,4,0.25
(?:[^a-zA-Z]|\b)haaften(?:[^a-zA-Z]|\b),Haaften,242,10125,6,16,0.375
(?:[^a-zA-Z]|\b)haaksbergen(?:[^a-zA-Z]|\b),Haaksbergen,158,11435,0,11,0.0
(?:[^a-zA-Z]|\b)haamstede(?:[^a-zA-Z]|\b),Haamstede,1068,10701,0,10,0.0
(?:[^a-zA-Z]|\b)haaren(?:[^a-zA-Z]|\b),Haaren,788,11155,1,10,0.1
(?:[^a-zA-Z]|\b)ha.?rlem|haarl(am|\.)(?:[^a-zA-Z]|\b),Haarlem,392,10357,233,876,0.2659817351598174
(?:[^a-zA-Z]|\b)haarlemmerliede.?en.?spaarnwoude(?:[^a-zA-Z]|\b),Haarlemmerliede en Spaarnwoude,393,10508,1,9,0.1111111111111111
(?:[^a-zA-Z]|\b)haarlemmermeer(?:[^a-zA-Z]|\b),Haarlemmermeer,394,11387,11,52,0.21153846153846154
(?:[^a-zA-Z]|\b)haarzuilens(?:[^a-zA-Z]|\b),Haarzuilens,1069,10737,3,16,0.1875
(?:[^a-zA-Z]|\b)haastrecht(?:[^a-zA-Z]|\b),Haastrecht,521,11049,11,34,0.3235294117647059
(?:[^a-zA-Z]|\b)haelen(?:[^a-zA-Z]|\b),Haelen,914,10321,1,2,0.5
(?:[^a-zA-Z]|\b)hagestein(?:[^a-zA-Z]|\b),Hagestein,522,10297,5,19,0.2631578947368421
(?:[^a-zA-Z]|\b)halsteren(?:[^a-zA-Z]|\b),Halsteren,789,10387,16,23,0.6956521739130435
(?:[^a-zA-Z]|\b)haps(?:[^a-zA-Z]|\b),Haps,790,11283,1,1,1.0
(?:[^a-zA-Z]|\b)harderw(ij|y)k(?:[^a-zA-Z]|\b),Harderwijk,243,10786,28,77,0.36363636363636365
(?:[^a-zA-Z]|\b)hardinxveld(?:[^a-zA-Z]|\b),Hardinxveld,1070,10167,8,23,0.34782608695652173
(?:[^a-zA-Z]|\b)haren(?:[^a-zA-Z]|\b),Haren,17,11058,80,542,0.14760147601476015
(?:[^a-zA-Z]|\b)harenkarspel(?:[^a-zA-Z]|\b),Harenkarspel,395,10963,0,2,0.0
(?:[^a-zA-Z]|\b)harlingen(?:[^a-zA-Z]|\b),Harlingen,72,10909,40,307,0.13029315960912052
(?:[^a-zA-Z]|\b)harmelen(?:[^a-zA-Z]|\b),Harmelen,318,10183,1,5,0.2
(?:[^a-zA-Z]|\b)haskerland(?:[^a-zA-Z]|\b),Haskerland,73,10022,7,15,0.4666666666666667
(?:[^a-zA-Z]|\b)hasselt(?:[^a-zA-Z]|\b),Hasselt,161,10115,20,92,0.21739130434782608
(?:[^a-zA-Z]|\b)hattem(?:[^a-zA-Z]|\b),Hattem,244,10673,14,55,0.2545454545454545
(?:[^a-zA-Z]|\b)havelte(?:[^a-zA-Z]|\b),Havelte,117,10186,2,9,0.2222222222222222
(?:[^a-zA-Z]|\b)hazerswoude(?:[^a-zA-Z]|\b),Hazerswoude,524,11257,8,31,0.25806451612903225
(?:[^a-zA-Z]|\b)hedel(?:[^a-zA-Z]|\b),Hedel,245,10982,5,15,0.3333333333333333
(?:[^a-zA-Z]|\b)hedikhuizen(?:[^a-zA-Z]|\b),Hedikhuizen,1071,11130,2,5,0.4
(?:[^a-zA-Z]|\b)heel.?en.?panheel(?:[^a-zA-Z]|\b),Heel en Panheel,915,11208,1,1,1.0
(?:[^a-zA-Z]|\b)heemskerk(?:[^a-zA-Z]|\b),Heemskerk,396,10679,17,164,0.10365853658536585
(?:[^a-zA-Z]|\b)heemstede(?:[^a-zA-Z]|\b),Heemstede,397,11288,9,48,0.1875
(?:[^a-zA-Z]|\b)heenvliet(?:[^a-zA-Z]|\b),Heenvliet,525,10823,5,16,0.3125
(?:[^a-zA-Z]|\b)heer(?:[^a-zA-Z]|\b),Heer,916,11407,476,3902,0.12198872373141978
(?:[^a-zA-Z]|\b)heerde(?:[^a-zA-Z]|\b),Heerde,246,10291,1,11,0.09090909090909091
(?:[^a-zA-Z]|\b)heerewaarden(?:[^a-zA-Z]|\b),Heerewaarden,247,10067,3,8,0.375
(?:[^a-zA-Z]|\b)heerhugowaard(?:[^a-zA-Z]|\b),Heerhugowaard,398,10752,1,8,0.125
(?:[^a-zA-Z]|\b)heerjansdam(?:[^a-zA-Z]|\b),Heerjansdam,526,10540,4,12,0.3333333333333333
(?:[^a-zA-Z]|\b)heerlen(?:[^a-zA-Z]|\b),Heerlen,917,10902,4,9,0.4444444444444444
(?:[^a-zA-Z]|\b)heesch(?:[^a-zA-Z]|\b),Heesch,791,10149,1,4,0.25
(?:[^a-zA-Z]|\b)heesw(ij|y)k(?:[^a-zA-Z]|\b),Heeswijk,1072,11229,1,3,0.3333333333333333
(?:[^a-zA-Z]|\b)heeze(?:[^a-zA-Z]|\b),Heeze,793,10462,1,4,0.25
(?:[^a-zA-Z]|\b)hei.?.?en.?boeicop(?:[^a-zA-Z]|\b),Hei- en Boeicop,527,11024,1,1,1.0
(?:[^a-zA-Z]|\b)he(ij|y)thu(ij|y)(s|z)en(?:[^a-zA-Z]|\b),Heille,1073,11309,1,5,0.2
(?:[^a-zA-Z]|\b)heiloo?(?:[^a-zA-Z]|\b),Heiloo,399,10793,2,13,0.15384615384615385
(?:[^a-zA-Z]|\b)heinenoord(?:[^a-zA-Z]|\b),Heinenoord,528,10821,7,17,0.4117647058823529
(?:[^a-zA-Z]|\b)heinkenszand(?:[^a-zA-Z]|\b),Heinkenszand,672,10413,0,2,0.0
(?:[^a-zA-Z]|\b)heino(?:[^a-zA-Z]|\b),Heino,162,10854,3,6,0.5
(?:[^a-zA-Z]|\b)hekelingen(?:[^a-zA-Z]|\b),Hekelingen,1074,10873,3,14,0.21428571428571427
(?:[^a-zA-Z]|\b)hekendorp(?:[^a-zA-Z]|\b),Hekendorp,1075,10217,8,25,0.32
(?:[^a-zA-Z]|\b)helden(?:[^a-zA-Z]|\b),Helden,918,10205,4,67,0.05970149253731343
(?:[^a-zA-Z]|\b)hellendoorn(?:[^a-zA-Z]|\b),Hellendoorn,163,10806,4,14,0.2857142857142857
(?:[^a-zA-Z]|\b)hellevoetsluis(?:[^a-zA-Z]|\b),Hellevoetsluis,530,11078,16,153,0.10457516339869281
(?:[^a-zA-Z]|\b)helmond(?:[^a-zA-Z]|\b),Helmond,794,10932,31,110,0.2818181818181818
(?:[^a-zA-Z]|\b)helvoirt(?:[^a-zA-Z]|\b),Helvoirt,795,10389,1,1,1.0
(?:[^a-zA-Z]|\b)hemelumer.?oldephaert.?en.?noordwolde(?:[^a-zA-Z]|\b),Hemelumer Oldephaerd en Noordwolde,1260,10334,2,5,0.4
(?:[^a-zA-Z]|\b)hemmen(?:[^a-zA-Z]|\b),Hemmen,1076,11162,2,8,0.25
(?:[^a-zA-Z]|\b)hendrik.?ido.?ambacht(?:[^a-zA-Z]|\b),Hendrik-Ido-Ambacht,531,10416,5,10,0.5
(?:[^a-zA-Z]|\b)hengeloo?(?:[^a-zA-Z]|\b),Hengelo (Gld.),248,10359,12,79,0.1518987341772152
(?:[^a-zA-Z]|\b)hengeloo?(?:[^a-zA-Z]|\b),Hengelo (O.),164,10907,12,79,0.1518987341772152
(?:[^a-zA-Z]|\b)hengstd(ij|y)k(?:[^a-zA-Z]|\b),Hengstdijk,1077,10636,0,0,0.0
(?:[^a-zA-Z]|\b)hennaarderadeel(?:[^a-zA-Z]|\b),Hennaarderadeel,76,10877,3,4,0.75
(?:[^a-zA-Z]|\b)hensbroek(?:[^a-zA-Z]|\b),Hensbroek,401,10181,0,1,0.0
(?:[^a-zA-Z]|\b)herkingen(?:[^a-zA-Z]|\b),Herkingen,1078,10267,3,7,0.42857142857142855
(?:[^a-zA-Z]|\b)herpen(?:[^a-zA-Z]|\b),Herpen,1079,11262,1,1,1.0
(?:[^a-zA-Z]|\b)herpt(?:[^a-zA-Z]|\b),Herpt,1080,10845,1,1,1.0
(?:[^a-zA-Z]|\b)herten(?:[^a-zA-Z]|\b),Herten,919,10138,2,6,0.3333333333333333
(?:[^a-zA-Z]|\b)herwen.?en.?aerdt(?:[^a-zA-Z]|\b),Herwen en Aerdt,249,10819,4,7,0.5714285714285714
(?:[^a-zA-Z]|\b)herw(ij|y)nen(?:[^a-zA-Z]|\b),Herwijnen,250,11266,7,23,0.30434782608695654
(?:[^a-zA-Z]|\b)het.?bildt(?:[^a-zA-Z]|\b),het Bildt,63,10128,2,8,0.25
(?:[^a-zA-Z]|\b)heteren(?:[^a-zA-Z]|\b),Heteren,251,10290,5,24,0.20833333333333334
(?:[^a-zA-Z]|\b)heukelum(?:[^a-zA-Z]|\b),Heukelum,533,11308,2,4,0.5
(?:[^a-zA-Z]|\b)heumen(?:[^a-zA-Z]|\b),Heumen,252,10600,2,2,1.0
(?:[^a-zA-Z]|\b)heusden(?:[^a-zA-Z]|\b),Heusden,797,10307,15,46,0.32608695652173914
(?:[^a-zA-Z]|\b)he(ij|y)thu(ij|y)(s|z)en(?:[^a-zA-Z]|\b),Heythuysen,920,10840,1,5,0.2
(?:[^a-zA-Z]|\b)hillegersberg(?:[^a-zA-Z]|\b),Hillegersberg,1081,10227,5,28,0.17857142857142858
(?:[^a-zA-Z]|\b)hillegom(?:[^a-zA-Z]|\b),Hillegom,534,11236,7,27,0.25925925925925924
(?:[^a-zA-Z]|\b)hilvarenbeek(?:[^a-zA-Z]|\b),Hilvarenbeek,798,11297,2,19,0.10526315789473684
(?:[^a-zA-Z]|\b)hilversum(?:[^a-zA-Z]|\b),Hilversum,402,11285,11,54,0.2037037037037037
(?:[^a-zA-Z]|\b)hindeloopen(?:[^a-zA-Z]|\b),Hindeloopen,77,10672,10,35,0.2857142857142857
(?:[^a-zA-Z]|\b)hoedekenskerke(?:[^a-zA-Z]|\b),Hoedekenskerke,673,11072,0,0,0.0
(?:[^a-zA-Z]|\b)hoek(?:[^a-zA-Z]|\b),Hoek,674,10038,24,397,0.060453400503778336
(?:[^a-zA-Z]|\b)hoenkoop(?:[^a-zA-Z]|\b),Hoenkoop,319,10611,3,17,0.17647058823529413
(?:[^a-zA-Z]|\b)hoensbroek(?:[^a-zA-Z]|\b),Hoensbroek,921,11177,1,1,1.0
(?:[^a-zA-Z]|\b)hoevelaken(?:[^a-zA-Z]|\b),Hoevelaken,253,11358,1,3,0.3333333333333333
(?:[^a-zA-Z]|\b)hoeven(?:[^a-zA-Z]|\b),Hoeven,799,10065,11,96,0.11458333333333333
(?:[^a-zA-Z]|\b)hof.?van.?delft(?:[^a-zA-Z]|\b),Hof van Delft,1082,10089,8,26,0.3076923076923077
(?:[^a-zA-Z]|\b)holten(?:[^a-zA-Z]|\b),Holten,165,11246,0,7,0.0
(?:[^a-zA-Z]|\b)hontenisse(?:[^a-zA-Z]|\b),Hontenisse,675,11123,1,2,0.5
(?:[^a-zA-Z]|\b)hoofdplaat(?:[^a-zA-Z]|\b),Hoofdplaat,676,10147,0,3,0.0
(?:[^a-zA-Z]|\b)hoog.?blokland(?:[^a-zA-Z]|\b),Hoogblokland,535,11040,5,10,0.5
(?:[^a-zA-Z]|\b)hooge.?mierde|hooge.?en.?lage.?mierde(?:[^a-zA-Z]|\b),Hooge en Lage Mierde,801,10476,1,2,0.5
(?:[^a-zA-Z]|\b)zwaluwe(?:[^a-zA-Z]|\b),Hooge en Lage Zwaluwe,802,11318,16,31,0.5161290322580645
(?:[^a-zA-Z]|\b)hoogeloo(n|n.?.?hapert.?e?n?.?casteren)(?:[^a-zA-Z]|\b),"Hoogeloon, Hapert en Casteren",800,10657,1,5,0.2
(?:[^a-zA-Z]|\b)hoogeveen(?:[^a-zA-Z]|\b),Hoogeveen,118,10839,14,110,0.12727272727272726
(?:[^a-zA-Z]|\b)hoogezand(?:[^a-zA-Z]|\b),Hoogezand,1083,10410,7,27,0.25925925925925924
(?:[^a-zA-Z]|\b)hoogkarspel(?:[^a-zA-Z]|\b),Hoogkarspel,403,10642,0,1,0.0
(?:[^a-zA-Z]|\b)hoogkerk(?:[^a-zA-Z]|\b),Hoogkerk,1084,10953,2,6,0.3333333333333333
(?:[^a-zA-Z]|\b)hoogland(?:[^a-zA-Z]|\b),Hoogland,320,10545,4,33,0.12121212121212122
(?:[^a-zA-Z]|\b)hoogvliet(?:[^a-zA-Z]|\b),Hoogvliet,1085,10348,2,15,0.13333333333333333
(?:[^a-zA-Z]|\b)hoogwoud(?:[^a-zA-Z]|\b),Hoogwoud,404,11029,3,17,0.17647058823529413
(?:[^a-zA-Z]|\b)hoorn(?:[^a-zA-Z]|\b),Hoorn,405,11392,33,179,0.18435754189944134
