Regex;name;cbscode;amsterdamcode
(?:[^a-zA-Z]|\b)r(ij|y)sw(ij|y)k(?:[^a-zA-Z]|\b);Rijswijk (ZH.);603;11133
(?:[^a-zA-Z]|\b)rilland(?:[^a-zA-Z]|\b);Rilland;1161;10479
(?:[^a-zA-Z]|\b)rimburg(?:[^a-zA-Z]|\b);Rimburg;1162;10020
(?:[^a-zA-Z]|\b)ritthem(?:[^a-zA-Z]|\b);Ritthem;1163;10652
(?:[^a-zA-Z]|\b)rockanje(?:[^a-zA-Z]|\b);Rockanje;598;10464
(?:[^a-zA-Z]|\b)roden(?:[^a-zA-Z]|\b);Roden;125;10699
(?:[^a-zA-Z]|\b)roermond(?:[^a-zA-Z]|\b);Roermond;957;11313
(?:[^a-zA-Z]|\b)roggel(?:[^a-zA-Z]|\b);Roggel;958;10505
(?:[^a-zA-Z]|\b)rolde(?:[^a-zA-Z]|\b);Rolde;126;10470
(?:[^a-zA-Z]|\b)roo(s|z)endaal.?en.?nispen(?:[^a-zA-Z]|\b);Roosendaal en Nispen;838;10407
(?:[^a-zA-Z]|\b)roosteren(?:[^a-zA-Z]|\b);Roosteren;959;10954
(?:[^a-zA-Z]|\b)rosmalen(?:[^a-zA-Z]|\b);Rosmalen;839;10970
(?:[^a-zA-Z]|\b)rossum(?:[^a-zA-Z]|\b);Rossum;276;10860
(?:[^a-zA-Z]|\b)rott.?rdam|rott\.(?:[^a-zA-Z]|\b);Rotterdam;599;10345
(?:[^a-zA-Z]|\b)ro0?(s|z)enburgh?(?:[^a-zA-Z]|\b);Rozenburg;600;11314
(?:[^a-zA-Z]|\b)roo?(s|z)enda(a|e)l(?:[^a-zA-Z]|\b);Rozendaal;277;10684
(?:[^a-zA-Z]|\b)rucphen(?:[^a-zA-Z]|\b);Rucphen;840;11152
(?:[^a-zA-Z]|\b)ruinen(?:[^a-zA-Z]|\b);Ruinen;127;10629
(?:[^a-zA-Z]|\b)ruinerwold(?:[^a-zA-Z]|\b);Ruinerwold;128;10944
(?:[^a-zA-Z]|\b)ruurlo(?:[^a-zA-Z]|\b);Ruurlo;278;10879
(?:[^a-zA-Z]|\b)ruwiel(?:[^a-zA-Z]|\b);Ruwiel;1164;10526
(?:[^a-zA-Z]|\b)sambeek(?:[^a-zA-Z]|\b);Sambeek;1167;10339
(?:[^a-zA-Z]|\b)sappemeer(?:[^a-zA-Z]|\b);Sappemeer;1168;10080
(?:[^a-zA-Z]|\b)sas.?van.?gent(?:[^a-zA-Z]|\b);Sas van Gent;704;11405
(?:[^a-zA-Z]|\b)sassenheim(?:[^a-zA-Z]|\b);Sassenheim;604;10612
(?:[^a-zA-Z]|\b)schaesbergh?(?:[^a-zA-Z]|\b);Schaesberg;960;11335
(?:[^a-zA-Z]|\b)schagen(?:[^a-zA-Z]|\b);Schagen;441;10511
(?:[^a-zA-Z]|\b)scha(ij|y)k(?:[^a-zA-Z]|\b);Schaijk;843;10276
(?:[^a-zA-Z]|\b)schalkw(ij|y)k(?:[^a-zA-Z]|\b);Schalkwijk;1169;10378
(?:[^a-zA-Z]|\b)scheemda(?:[^a-zA-Z]|\b);Scheemda;39;10711
(?:[^a-zA-Z]|\b)schellinkhout(?:[^a-zA-Z]|\b);Schellinkhout;442;10772
(?:[^a-zA-Z]|\b)schelluinen(?:[^a-zA-Z]|\b);Schelluinen;605;11399
(?:[^a-zA-Z]|\b)schermerhorn(?:[^a-zA-Z]|\b);Schermerhorn;443;10308
(?:[^a-zA-Z]|\b)scherpenisse(?:[^a-zA-Z]|\b);Scherpenisse;705;10375
(?:[^a-zA-Z]|\b)scherpenzeel(?:[^a-zA-Z]|\b);Scherpenzeel;279;11146
(?:[^a-zA-Z]|\b)schiebroek(?:[^a-zA-Z]|\b);Schiebroek;1170;11306
(?:[^a-zA-Z]|\b)schieda(m|ams.?)(?:[^a-zA-Z]|\b);Schiedam;606;11260
(?:[^a-zA-Z]|\b)schiermonnikoog(?:[^a-zA-Z]|\b);Schiermonnikoog;88;10355
(?:[^a-zA-Z]|\b)sch(ij|y)ndel(?:[^a-zA-Z]|\b);Schijndel;844;11178
(?:[^a-zA-Z]|\b)schimmert(?:[^a-zA-Z]|\b);Schimmert;961;11076
(?:[^a-zA-Z]|\b)schin.?op.?geulle(?:[^a-zA-Z]|\b);Schin op Geul;1171;10780
(?:[^a-zA-Z]|\b)schinnen(?:[^a-zA-Z]|\b);Schinnen;962;10132
(?:[^a-zA-Z]|\b)schinveld(?:[^a-zA-Z]|\b);Schinveld;963;10492
(?:[^a-zA-Z]|\b)schipluiden(?:[^a-zA-Z]|\b);Schipluiden;607;10130
(?:[^a-zA-Z]|\b)schoond(ij|y)ke(?:[^a-zA-Z]|\b);Schoondijke;706;10189
(?:[^a-zA-Z]|\b)schoonhoven(?:[^a-zA-Z]|\b);Schoonhoven;608;10980
(?:[^a-zA-Z]|\b)schoonrewoerd(?:[^a-zA-Z]|\b);Schoonrewoerd;609;10214
(?:[^a-zA-Z]|\b)schoorl(?:[^a-zA-Z]|\b);Schoorl;444;10627
(?:[^a-zA-Z]|\b)schore(?:[^a-zA-Z]|\b);Schore;1172;10544
(?:[^a-zA-Z]|\b)schoten(?:[^a-zA-Z]|\b);Schoten;1173;10382
(?:[^a-zA-Z]|\b)schoterland(?:[^a-zA-Z]|\b);Schoterland;1174;10680
(?:[^a-zA-Z]|\b)serooskerke(?:[^a-zA-Z]|\b);Serooskerke (Schouwen-Duivenland);1175;11014
(?:[^a-zA-Z]|\b)serooskerke(?:[^a-zA-Z]|\b);Serooskerke (Walcheren);1176;11256
(?:[^a-zA-Z]|\b)sevenum(?:[^a-zA-Z]|\b);Sevenum;964;10045
(?:[^a-zA-Z]|\b)s.?graveland(?:[^a-zA-Z]|\b);'s-Graveland;390;10534
(?:[^a-zA-Z]|\b)s.?gravendeel(?:[^a-zA-Z]|\b);'s-Gravendeel;517;10052
(?:[^a-zA-Z]|\b)graven.?hage|haag.*|s.?hage|grave\.(?:[^a-zA-Z]|\b);'s-Gravenhage;518;11434
(?:[^a-zA-Z]|\b)s.?graven?moer(?:[^a-zA-Z]|\b);'s-Gravenmoer;787;10469
(?:[^a-zA-Z]|\b)s.?graven?polder(?:[^a-zA-Z]|\b);'s-Gravenpolder;666;11059
(?:[^a-zA-Z]|\b)s.?grave(s|z)ande(?:[^a-zA-Z]|\b);'s-Gravenzande;519;10640
(?:[^a-zA-Z]|\b)s.?heer.?abtskerke(?:[^a-zA-Z]|\b);'s-Heer-Abtskerke;669;10337
(?:[^a-zA-Z]|\b)s.?heer.?arendskerke(?:[^a-zA-Z]|\b);'s-Heer-Arendskerke;670;10875
(?:[^a-zA-Z]|\b)s.?heerenhoek(?:[^a-zA-Z]|\b);'s-Heerenhoek;671;10721
(?:[^a-zA-Z]|\b)hert.?ogenbosch|(s|den).?bosch(?:[^a-zA-Z]|\b);'s-Hertogenbosch;796;10054
(?:[^a-zA-Z]|\b)s(ij|y)bekarspel(?:[^a-zA-Z]|\b);Sijbekarspel;447;11167
(?:[^a-zA-Z]|\b)simpelveld(?:[^a-zA-Z]|\b);Simpelveld;965;10515
(?:[^a-zA-Z]|\b)(st.?|sint).?anna.?ter.?muiden(?:[^a-zA-Z]|\b);Sint Anna Termuiden;1177;11012
(?:[^a-zA-Z]|\b)(ste?.?|sint).?geertruid(?:[^a-zA-Z]|\b);Sint Geertruid;966;10288
(?:[^a-zA-Z]|\b)(st.?|sint).?jansteen(?:[^a-zA-Z]|\b);Sint Jansteen;709;10864
(?:[^a-zA-Z]|\b)(st.?|sint).?kruis(?:[^a-zA-Z]|\b);Sint Kruis;1178;10235
(?:[^a-zA-Z]|\b)(st.?|sint).?laurens(?:[^a-zA-Z]|\b);Sint Laurens;1179;10106
(?:[^a-zA-Z]|\b)(st.?|sint).?maarten(?:[^a-zA-Z]|\b);Sint Maarten;445;10740
(?:[^a-zA-Z]|\b)(st.?|sint).?odili(e|Ã«)nberg(?:[^a-zA-Z]|\b);Sint Odiliënberg;967;10278
(?:[^a-zA-Z]|\b)(st.?|sint).?pancras(?:[^a-zA-Z]|\b);Sint Pancras;446;10513
(?:[^a-zA-Z]|\b)(st.?|sint).?philipsland(?:[^a-zA-Z]|\b);Sint Philipsland;712;10394
(?:[^a-zA-Z]|\b)(st.?|sint).?pieter(?:[^a-zA-Z]|\b);Sint Pieter;1180;10137
(?:[^a-zA-Z]|\b)(st.?|sint).?annaland(?:[^a-zA-Z]|\b);Sint-Annaland;708;11200
(?:[^a-zA-Z]|\b)(st.?|sint).?maartensd(ij|y)k(?:[^a-zA-Z]|\b);Sint-Maartensdijk;711;10716
(?:[^a-zA-Z]|\b)(st.?|sint).?michiels.?gestel(?:[^a-zA-Z]|\b);Sint-Michielsgestel;845;10496
(?:[^a-zA-Z]|\b)(st.?|sint).?oedenrode(?:[^a-zA-Z]|\b);Sint-Oedenrode;846;10399
(?:[^a-zA-Z]|\b)sittard(?:[^a-zA-Z]|\b);Sittard;968;11230
(?:[^a-zA-Z]|\b)sleen(?:[^a-zA-Z]|\b);Sleen;130;10489
(?:[^a-zA-Z]|\b)slenaken(?:[^a-zA-Z]|\b);Slenaken;969;11274
(?:[^a-zA-Z]|\b)sliedrecht(?:[^a-zA-Z]|\b);Sliedrecht;610;11331
(?:[^a-zA-Z]|\b)slochteren(?:[^a-zA-Z]|\b);Slochteren;40;10747
(?:[^a-zA-Z]|\b)sloten(?:[^a-zA-Z]|\b);Sloten (F.);89;10867
(?:[^a-zA-Z]|\b)sloten(?:[^a-zA-Z]|\b);Sloten (NH.);1181;10148
(?:[^a-zA-Z]|\b)sluipw(ij|y)k(?:[^a-zA-Z]|\b);Sluipwijk;1182;11402
(?:[^a-zA-Z]|\b)sluis(?:[^a-zA-Z]|\b);Sluis;713;10895
(?:[^a-zA-Z]|\b)smallingerland(?:[^a-zA-Z]|\b);Smallingerland;90;10405
(?:[^a-zA-Z]|\b)smilde(?:[^a-zA-Z]|\b);Smilde;131;11033
(?:[^a-zA-Z]|\b)sneek(?:[^a-zA-Z]|\b);Sneek;91;11421
(?:[^a-zA-Z]|\b)snelrewaard(?:[^a-zA-Z]|\b);Snelrewaard;341;10802
(?:[^a-zA-Z]|\b)soerendon(k|k.?.?sterksel.?e?n?.?gastel)(?:[^a-zA-Z]|\b);Soerendonk;1183;10047
(?:[^a-zA-Z]|\b)soest(?:[^a-zA-Z]|\b);Soest;342;11021
(?:[^a-zA-Z]|\b)someren(?:[^a-zA-Z]|\b);Someren;847;10203
(?:[^a-zA-Z]|\b)sommelsd(ij|y)k(?:[^a-zA-Z]|\b);Sommelsdijk;1184;11097
(?:[^a-zA-Z]|\b)so(n|n.?e?n?.?breugel)(?:[^a-zA-Z]|\b);Son en Breugel;848;10549
(?:[^a-zA-Z]|\b)spaarndam(?:[^a-zA-Z]|\b);Spaarndam;1185;10192
(?:[^a-zA-Z]|\b)spanbroek(?:[^a-zA-Z]|\b);Spanbroek;1186;10063
(?:[^a-zA-Z]|\b)spaubeek(?:[^a-zA-Z]|\b);Spaubeek;970;10552
(?:[^a-zA-Z]|\b)sp(ij|y)kenisse(?:[^a-zA-Z]|\b);Spijkenisse;612;10735
(?:[^a-zA-Z]|\b)sprang(?:[^a-zA-Z]|\b);Sprang;1187;10659
(?:[^a-zA-Z]|\b)stad.?aan.?.?t.?haringvliet(?:[^a-zA-Z]|\b);Stad aan 't Haringvliet;1188;11239
(?:[^a-zA-Z]|\b)ommen(?:[^a-zA-Z]|\b);Stad Delden;179;10913
(?:[^a-zA-Z]|\b)almelo(?:[^a-zA-Z]|\b);Stad-Almelo;1189;11053
(?:[^a-zA-Z]|\b)doetin?chem(?:[^a-zA-Z]|\b);Stad-Doetinchem;1190;10603
(?:[^a-zA-Z]|\b)hardenberg(?:[^a-zA-Z]|\b);Stad-Hardenberg;1191;11169
(?:[^a-zA-Z]|\b)ommen(?:[^a-zA-Z]|\b);Stad-Ommen;1192;10381
(?:[^a-zA-Z]|\b)vollenhove(?:[^a-zA-Z]|\b);Stad-Vollenhove;1193;11183
(?:[^a-zA-Z]|\b)standdaarbuiten(?:[^a-zA-Z]|\b);Standdaarbuiten;850;11212
(?:[^a-zA-Z]|\b)staphorst(?:[^a-zA-Z]|\b);Staphorst;180;11362
(?:[^a-zA-Z]|\b)stavenisse(?:[^a-zA-Z]|\b);Stavenisse;714;10619
(?:[^a-zA-Z]|\b)stavoren(?:[^a-zA-Z]|\b);Staveren;1257;10240
(?:[^a-zA-Z]|\b)stedum(?:[^a-zA-Z]|\b);Stedum;41;10771
(?:[^a-zA-Z]|\b)steenberge(n|n.?en.?kruisland)(?:[^a-zA-Z]|\b);Steenbergen en Kruisland;1376;10731
(?:[^a-zA-Z]|\b)steenderen(?:[^a-zA-Z]|\b);Steenderen;280;10497
(?:[^a-zA-Z]|\b)steenw(ij|y)k(?:[^a-zA-Z]|\b);Steenwijk;181;10546
(?:[^a-zA-Z]|\b)steenw(ij|y)kerwold(?:[^a-zA-Z]|\b);Steenwijkerwold;182;11347
(?:[^a-zA-Z]|\b)stein(?:[^a-zA-Z]|\b);Stein (L.);971;11319
(?:[^a-zA-Z]|\b)stein(?:[^a-zA-Z]|\b);Stein (ZH.);1194;11437
(?:[^a-zA-Z]|\b)stellendam(?:[^a-zA-Z]|\b);Stellendam;1195;10087
(?:[^a-zA-Z]|\b)stevensweert(?:[^a-zA-Z]|\b);Stevensweert;972;11203
(?:[^a-zA-Z]|\b)stiphout(?:[^a-zA-Z]|\b);Stiphout;1196;11386
(?:[^a-zA-Z]|\b)stolw(ij|y)k(?:[^a-zA-Z]|\b);Stolwijk;615;11250
(?:[^a-zA-Z]|\b)stompw(ij|y)k(?:[^a-zA-Z]|\b);Stompwijk;1197;10742
(?:[^a-zA-Z]|\b)stoppeld(ij|y)k(?:[^a-zA-Z]|\b);Stoppeldijk;1198;10100
(?:[^a-zA-Z]|\b)stoutenburg(?:[^a-zA-Z]|\b);Stoutenburg;343;10438
(?:[^a-zA-Z]|\b)strampro(ij|y)(?:[^a-zA-Z]|\b);Stramproy;973;11186
(?:[^a-zA-Z]|\b)stratum(?:[^a-zA-Z]|\b);Stratum;1199;10172
(?:[^a-zA-Z]|\b)streefkerk(?:[^a-zA-Z]|\b);Streefkerk;616;11105
(?:[^a-zA-Z]|\b)str(ij|y)en(?:[^a-zA-Z]|\b);Strijen;617;10558
(?:[^a-zA-Z]|\b)str(ij|y)p(?:[^a-zA-Z]|\b);Strijp;1201;10521
(?:[^a-zA-Z]|\b)strucht(?:[^a-zA-Z]|\b);Strucht;1200;11034
(?:[^a-zA-Z]|\b)susteren(?:[^a-zA-Z]|\b);Susteren;974;10457
(?:[^a-zA-Z]|\b)swalmen(?:[^a-zA-Z]|\b);Swalmen;975;10474
(?:[^a-zA-Z]|\b)t.?zandt(?:[^a-zA-Z]|\b);'t Zandt;54;10956
(?:[^a-zA-Z]|\b)tegelen(?:[^a-zA-Z]|\b);Tegelen;976;11333
(?:[^a-zA-Z]|\b)ten.?boer(?:[^a-zA-Z]|\b);Ten Boer;9;10891
(?:[^a-zA-Z]|\b)ter.?aar(?:[^a-zA-Z]|\b);Ter Aar;480;11104
(?:[^a-zA-Z]|\b)terhe(ij|y)den(?:[^a-zA-Z]|\b);Terheijden;853;10905
(?:[^a-zA-Z]|\b)termunten(?:[^a-zA-Z]|\b);Termunten;42;11023
(?:[^a-zA-Z]|\b)terneuzen(?:[^a-zA-Z]|\b);Terneuzen;715;10704
(?:[^a-zA-Z]|\b)terschelling(?:[^a-zA-Z]|\b);Terschelling;93;11210
(?:[^a-zA-Z]|\b)teteringen(?:[^a-zA-Z]|\b);Teteringen;854;10677
(?:[^a-zA-Z]|\b)texel(?:[^a-zA-Z]|\b);Texel;448;10237
(?:[^a-zA-Z]|\b)tholen(?:[^a-zA-Z]|\b);Tholen;716;10376
(?:[^a-zA-Z]|\b)thorn(?:[^a-zA-Z]|\b);Thorn;977;11195
(?:[^a-zA-Z]|\b)tiel(?:[^a-zA-Z]|\b);Tiel;281;10027
(?:[^a-zA-Z]|\b)tienhoven(?:[^a-zA-Z]|\b);Tienhoven (U.);1202;10035
(?:[^a-zA-Z]|\b)tienhoven(?:[^a-zA-Z]|\b);Tienhoven (ZH.);618;10706
(?:[^a-zA-Z]|\b)tietjerksteradeel(?:[^a-zA-Z]|\b);Tietjerksteradeel;94;11241
(?:[^a-zA-Z]|\b)tilb(urg|\.)(?:[^a-zA-Z]|\b);Tilburg;855;10792
(?:[^a-zA-Z]|\b)tongelre(?:[^a-zA-Z]|\b);Tongelre;1203;11240
(?:[^a-zA-Z]|\b)tubbergen(?:[^a-zA-Z]|\b);Tubbergen;183;10694
(?:[^a-zA-Z]|\b)tull.?en.?.?t.?waal(?:[^a-zA-Z]|\b);Tull en 't Waal;1205;11022
(?:[^a-zA-Z]|\b)twisk(?:[^a-zA-Z]|\b);Twisk;449;10371
(?:[^a-zA-Z]|\b)ubach.?over.?worms(?:[^a-zA-Z]|\b);Ubach over Worms;978;10146
(?:[^a-zA-Z]|\b)ubbergen(?:[^a-zA-Z]|\b);Ubbergen;282;10408
(?:[^a-zA-Z]|\b)uden(?:[^a-zA-Z]|\b);Uden;856;11141
(?:[^a-zA-Z]|\b)udenhout(?:[^a-zA-Z]|\b);Udenhout;857;11268
(?:[^a-zA-Z]|\b)uitgeest(?:[^a-zA-Z]|\b);Uitgeest;450;11238
(?:[^a-zA-Z]|\b)uithoorn(?:[^a-zA-Z]|\b);Uithoorn;451;11206
(?:[^a-zA-Z]|\b)uithuizen(?:[^a-zA-Z]|\b);Uithuizen;43;11137
(?:[^a-zA-Z]|\b)uithuizermeeden(?:[^a-zA-Z]|\b);Uithuizermeeden;44;10246
(?:[^a-zA-Z]|\b)ulestraten(?:[^a-zA-Z]|\b);Ulestraten;979;11220
(?:[^a-zA-Z]|\b)ulrum(?:[^a-zA-Z]|\b);Ulrum;45;10180
(?:[^a-zA-Z]|\b)urk(?:[^a-zA-Z]|\b);Urk;184;10783
(?:[^a-zA-Z]|\b)urmond(?:[^a-zA-Z]|\b);Urmond;980;10700
(?:[^a-zA-Z]|\b)ursem(?:[^a-zA-Z]|\b);Ursem;452;10696
(?:[^a-zA-Z]|\b)usquert(?:[^a-zA-Z]|\b);Usquert;46;11035
(?:[^a-zA-Z]|\b)utingeradeel(?:[^a-zA-Z]|\b);Utingeradeel;95;10140
(?:[^a-zA-Z]|\b)u.?trecht(?:[^a-zA-Z]|\b);Utrecht;344;10722
(?:[^a-zA-Z]|\b)vaals(?:[^a-zA-Z]|\b);Vaals;981;10007
(?:[^a-zA-Z]|\b)valburg(?:[^a-zA-Z]|\b);Valburg;283;11071
(?:[^a-zA-Z]|\b)valkenburg(?:[^a-zA-Z]|\b);Valkenburg (L.);1252;11077
(?:[^a-zA-Z]|\b)valkenburg(?:[^a-zA-Z]|\b);Valkenburg (ZH.);619;10028
(?:[^a-zA-Z]|\b)valkenswaard(?:[^a-zA-Z]|\b);Valkenswaard;858;11031
(?:[^a-zA-Z]|\b)varik(?:[^a-zA-Z]|\b);Varik;284;11064
(?:[^a-zA-Z]|\b)veen(?:[^a-zA-Z]|\b);Veen;859;10015
(?:[^a-zA-Z]|\b)veendam(?:[^a-zA-Z]|\b);Veendam;47;11292
(?:[^a-zA-Z]|\b)veenendaal(?:[^a-zA-Z]|\b);Veenendaal;345;11052
(?:[^a-zA-Z]|\b)veere(?:[^a-zA-Z]|\b);Veere;717;10369
(?:[^a-zA-Z]|\b)veghel(?:[^a-zA-Z]|\b);Veghel;860;10985
(?:[^a-zA-Z]|\b)veldhoven(?:[^a-zA-Z]|\b);Veldhoven en Meerveldhoven;1206;10071
(?:[^a-zA-Z]|\b)veldhuizen(?:[^a-zA-Z]|\b);Veldhuizen;1207;10713
(?:[^a-zA-Z]|\b)velp(?:[^a-zA-Z]|\b);Velp;1208;10170
(?:[^a-zA-Z]|\b)vel(z|s)en(?:[^a-zA-Z]|\b);Velsen;453;10620
(?:[^a-zA-Z]|\b)venhuizen(?:[^a-zA-Z]|\b);Venhuizen;454;10433
(?:[^a-zA-Z]|\b)venlo(?:[^a-zA-Z]|\b);Venlo;983;10477
(?:[^a-zA-Z]|\b)venray(?:[^a-zA-Z]|\b);Venray;984;11222
(?:[^a-zA-Z]|\b)vesse(m|m.?.?wintelre.?e?n?.?knegsel)(?:[^a-zA-Z]|\b);Vessem, Wintelre en Knegsel;862;11414
(?:[^a-zA-Z]|\b)veur(?:[^a-zA-Z]|\b);Veur;1209;10366
(?:[^a-zA-Z]|\b)vianen(?:[^a-zA-Z]|\b);Vianen;620;10887
(?:[^a-zA-Z]|\b)vierlingsbeek(?:[^a-zA-Z]|\b);Vierlingsbeek;863;10066
(?:[^a-zA-Z]|\b)vierpolders(?:[^a-zA-Z]|\b);Vierpolders;621;11056
(?:[^a-zA-Z]|\b)vinkevee(n|n.?e?n?.?waverveen)(?:[^a-zA-Z]|\b);Vinkeveen en Waverveen;346;11048
(?:[^a-zA-Z]|\b)vlaardingen(?:[^a-zA-Z]|\b);Vlaardingen;622;10811
(?:[^a-zA-Z]|\b)vlaardinger.?ambacht(?:[^a-zA-Z]|\b);Vlaardinger-Ambacht;1210;10790
(?:[^a-zA-Z]|\b)vlagtwedde(?:[^a-zA-Z]|\b);Vlagtwedde;48;11249
(?:[^a-zA-Z]|\b)vledder(?:[^a-zA-Z]|\b);Vledder;132;11120
(?:[^a-zA-Z]|\b)vleuten(?:[^a-zA-Z]|\b);Vleuten;1211;10658
(?:[^a-zA-Z]|\b)vlieland(?:[^a-zA-Z]|\b);Vlieland;96;10211
(?:[^a-zA-Z]|\b)vlierden(?:[^a-zA-Z]|\b);Vlierden;1212;10268
(?:[^a-zA-Z]|\b)vl(ij|y)men(?:[^a-zA-Z]|\b);Vlijmen;864;11293
(?:[^a-zA-Z]|\b)vlissingen(?:[^a-zA-Z]|\b);Vlissingen;718;10270
(?:[^a-zA-Z]|\b)vlist(?:[^a-zA-Z]|\b);Vlist;623;11174
(?:[^a-zA-Z]|\b)vlodrop(?:[^a-zA-Z]|\b);Vlodrop;985;10644
(?:[^a-zA-Z]|\b)voerenda(e|a)l(?:[^a-zA-Z]|\b);Voerendaal;986;11341
(?:[^a-zA-Z]|\b)voorburg(?:[^a-zA-Z]|\b);Voorburg;624;11103
(?:[^a-zA-Z]|\b)voorhout(?:[^a-zA-Z]|\b);Voorhout;625;10017
(?:[^a-zA-Z]|\b)voorschoten(?:[^a-zA-Z]|\b);Voorschoten;626;10537
(?:[^a-zA-Z]|\b)voorst(?:[^a-zA-Z]|\b);Voorst;285;10912
(?:[^a-zA-Z]|\b)vorden(?:[^a-zA-Z]|\b);Vorden;286;10957
(?:[^a-zA-Z]|\b)vreeland(?:[^a-zA-Z]|\b);Vreeland;1213;10898
(?:[^a-zA-Z]|\b)vreesw(ij|y)k(?:[^a-zA-Z]|\b);Vreeswijk;348;10441
(?:[^a-zA-Z]|\b)vries(?:[^a-zA-Z]|\b);Vries;133;10630
(?:[^a-zA-Z]|\b)vriezenveen(?:[^a-zA-Z]|\b);Vriezenveen;186;10643
(?:[^a-zA-Z]|\b)vr(ij|y)enban(?:[^a-zA-Z]|\b);Vrijenban;1215;10853
(?:[^a-zA-Z]|\b)vr(ij|y)hoeve.?cappelle(?:[^a-zA-Z]|\b);Vrijhoeve-Capelle;1216;10870
(?:[^a-zA-Z]|\b)vrouwenpolder(?:[^a-zA-Z]|\b);Vrouwenpolder;1214;10635
(?:[^a-zA-Z]|\b)vught(?:[^a-zA-Z]|\b);Vught;865;11224
(?:[^a-zA-Z]|\b)vuren(?:[^a-zA-Z]|\b);Vuren;287;11376
(?:[^a-zA-Z]|\b)waalre(?:[^a-zA-Z]|\b);Waalre;866;10959
(?:[^a-zA-Z]|\b)waalw(ij|y)k(?:[^a-zA-Z]|\b);Waalwijk;867;11359
(?:[^a-zA-Z]|\b)waarde(?:[^a-zA-Z]|\b);Waarde;721;10082
(?:[^a-zA-Z]|\b)waardenburg(?:[^a-zA-Z]|\b);Waardenburg;288;10238
(?:[^a-zA-Z]|\b)waarder(?:[^a-zA-Z]|\b);Waarder;1217;10830
(?:[^a-zA-Z]|\b)wadeno(ij|y)en(?:[^a-zA-Z]|\b);Wadenoijen;1218;10201
(?:[^a-zA-Z]|\b)wageningen(?:[^a-zA-Z]|\b);Wageningen;289;11010
(?:[^a-zA-Z]|\b)wamel(?:[^a-zA-Z]|\b);Wamel;290;10042
(?:[^a-zA-Z]|\b)wanneperveen(?:[^a-zA-Z]|\b);Wanneperveen;187;10105
(?:[^a-zA-Z]|\b)wanroo?(ij|y)(?:[^a-zA-Z]|\b);Wanroij;868;10265
(?:[^a-zA-Z]|\b)wanssum(?:[^a-zA-Z]|\b);Wanssum;987;10991
(?:[^a-zA-Z]|\b)warder(?:[^a-zA-Z]|\b);Warder;455;11073
(?:[^a-zA-Z]|\b)warffum(?:[^a-zA-Z]|\b);Warffum;49;10498
(?:[^a-zA-Z]|\b)warmenhuizen(?:[^a-zA-Z]|\b);Warmenhuizen;456;10221
(?:[^a-zA-Z]|\b)warmond(?:[^a-zA-Z]|\b);Warmond;628;10204
(?:[^a-zA-Z]|\b)warnsveld(?:[^a-zA-Z]|\b);Warnsveld;291;10838
(?:[^a-zA-Z]|\b)waspik(?:[^a-zA-Z]|\b);Waspik;869;10402
(?:[^a-zA-Z]|\b)wassenaar(?:[^a-zA-Z]|\b);Wassenaar;629;10164
(?:[^a-zA-Z]|\b)watergraafsmeer(?:[^a-zA-Z]|\b);Watergraafsmeer;1219;11122
(?:[^a-zA-Z]|\b)wateringen(?:[^a-zA-Z]|\b);Wateringen;630;11329
(?:[^a-zA-Z]|\b)waterlandkerkje(?:[^a-zA-Z]|\b);Waterlandkerkje;722;10352
(?:[^a-zA-Z]|\b)wedde(?:[^a-zA-Z]|\b);Wedde;1220;10247
(?:[^a-zA-Z]|\b)weerselo(?:[^a-zA-Z]|\b);Weerselo;188;10893
(?:[^a-zA-Z]|\b)weert(?:[^a-zA-Z]|\b);Weert;988;11081
(?:[^a-zA-Z]|\b)weesp(?:[^a-zA-Z]|\b);Weesp;457;10773
(?:[^a-zA-Z]|\b)weesperkarspel(?:[^a-zA-Z]|\b);Weesperkarspel;1221;10377
(?:[^a-zA-Z]|\b)wehl(?:[^a-zA-Z]|\b);Wehl;292;11116
(?:[^a-zA-Z]|\b)wemeldinge(?:[^a-zA-Z]|\b);Wemeldinge;723;11145
(?:[^a-zA-Z]|\b)werkendam(?:[^a-zA-Z]|\b);Werkendam;870;10078
(?:[^a-zA-Z]|\b)werkhoven(?:[^a-zA-Z]|\b);Werkhoven;1223;11299
(?:[^a-zA-Z]|\b)wervershoof(?:[^a-zA-Z]|\b);Wervershoof;459;11270
(?:[^a-zA-Z]|\b)wessem(?:[^a-zA-Z]|\b);Wessem;989;10127
(?:[^a-zA-Z]|\b)westbroek(?:[^a-zA-Z]|\b);Westbroek;1224;10145
(?:[^a-zA-Z]|\b)westdongeradeel(?:[^a-zA-Z]|\b);Westdongeradeel;97;10129
(?:[^a-zA-Z]|\b)westdorpe(?:[^a-zA-Z]|\b);Westdorpe;724;10915
(?:[^a-zA-Z]|\b)westerbork(?:[^a-zA-Z]|\b);Westerbork;134;11095
(?:[^a-zA-Z]|\b)westerhoven(?:[^a-zA-Z]|\b);Westerhoven;871;11041
(?:[^a-zA-Z]|\b)westervoort(?:[^a-zA-Z]|\b);Westervoort;293;11085
(?:[^a-zA-Z]|\b)westkapelle(?:[^a-zA-Z]|\b);Westkapelle;726;10931
(?:[^a-zA-Z]|\b)westmaas(?:[^a-zA-Z]|\b);Westmaas;631;10695
