Location_Regex,name,cbscode,amsterdamcode,n_both,n_total,Normalized_Mentions
(?:[^a-zA-Z]|\b)doniawerstal(?:[^a-zA-Z]|\b),Doniawerstal,67,10086,1,9,0.1111111111111111
(?:[^a-zA-Z]|\b)doorn(?:[^a-zA-Z]|\b),Doorn,315,10213,9,108,0.08333333333333333
(?:[^a-zA-Z]|\b)doornsp(ij|y)k(?:[^a-zA-Z]|\b),Doornspijk,223,10069,0,4,0.0
(?:[^a-zA-Z]|\b)doorwerth(?:[^a-zA-Z]|\b),Doorwerth,1046,11304,0,1,0.0
(?:[^a-zA-Z]|\b)dordrecht|dodrech\.(?:[^a-zA-Z]|\b),Dordrecht,505,11157,285,799,0.3566958698372966
(?:[^a-zA-Z]|\b)dreischor(?:[^a-zA-Z]|\b),Dreischor,1047,10885,0,1,0.0
(?:[^a-zA-Z]|\b)dreumel(?:[^a-zA-Z]|\b),Dreumel,224,11232,0,0,0.0
(?:[^a-zA-Z]|\b)driebergen(?:[^a-zA-Z]|\b),Driebergen,1048,10777,5,31,0.16129032258064516
(?:[^a-zA-Z]|\b)driel(?:[^a-zA-Z]|\b),Driel,1248,10341,7,30,0.23333333333333334
(?:[^a-zA-Z]|\b)driewegen(?:[^a-zA-Z]|\b),Driewegen,661,11115,0,1,0.0
(?:[^a-zA-Z]|\b)drongele(n|n.?.?hangoord.?.?gansoyen.?.?e?n?doevere)(?:[^a-zA-Z]|\b),"Drongelen,Haagoord,Gansoyen,Doevere",1263,10111,0,6,0.0
(?:[^a-zA-Z]|\b)drunen(?:[^a-zA-Z]|\b),Drunen,767,10428,2,11,0.18181818181818182
(?:[^a-zA-Z]|\b)druten(?:[^a-zA-Z]|\b),Druten,225,10068,0,11,0.0
(?:[^a-zA-Z]|\b)dubbeldam(?:[^a-zA-Z]|\b),Dubbeldam,507,10781,8,33,0.24242424242424243
(?:[^a-zA-Z]|\b)duiven(?:[^a-zA-Z]|\b),Duiven,226,11028,2,19,0.10526315789473684
(?:[^a-zA-Z]|\b)duivend(ij|y)ke(?:[^a-zA-Z]|\b),Duivendijke,1050,10335,0,2,0.0
(?:[^a-zA-Z]|\b)duizel|steensel(?:[^a-zA-Z]|\b),Duizel en Steensel,1051,11005,6,28,0.21428571428571427
(?:[^a-zA-Z]|\b)dusse(n|munster.?.?en.?muilkerk)(?:[^a-zA-Z]|\b),"Dussen, Munster en Muilkerk",1265,10261,6,28,0.21428571428571427
(?:[^a-zA-Z]|\b)dwingeloo?(?:[^a-zA-Z]|\b),Dwingeloo,112,10331,1,14,0.07142857142857142
(?:[^a-zA-Z]|\b)echt(?:[^a-zA-Z]|\b),Echt,902,10941,6,185,0.032432432432432434
(?:[^a-zA-Z]|\b)echteld(?:[^a-zA-Z]|\b),Echteld,227,10832,0,0,0.0
(?:[^a-zA-Z]|\b)edam(?:[^a-zA-Z]|\b),Edam,1315,10884,5,42,0.11904761904761904
(?:[^a-zA-Z]|\b)ede(?:[^a-zA-Z]|\b),Ede,228,10743,9,80,0.1125
(?:[^a-zA-Z]|\b)eede(?:[^a-zA-Z]|\b),Eede,1052,11128,4,22,0.18181818181818182
(?:[^a-zA-Z]|\b)eelde(?:[^a-zA-Z]|\b),Eelde,113,10622,3,11,0.2727272727272727
(?:[^a-zA-Z]|\b)eemnes(?:[^a-zA-Z]|\b),Eemnes,317,10248,4,18,0.2222222222222222
(?:[^a-zA-Z]|\b)eenrum(?:[^a-zA-Z]|\b),Eenrum,11,10904,1,3,0.3333333333333333
(?:[^a-zA-Z]|\b)eersel(?:[^a-zA-Z]|\b),Eersel,770,10741,0,0,0.0
(?:[^a-zA-Z]|\b)heesbeen(?:[^a-zA-Z]|\b)|(?:[^a-zA-Z]|\b)eethen(?:[^a-zA-Z]|\b)|(?:[^a-zA-Z]|\b)genderen(?:[^a-zA-Z]|\b),"Eethen, Genderen en Heesbeen",1255,10010,0,12,0.0
(?:[^a-zA-Z]|\b)egmond.?aan.?zee(?:[^a-zA-Z]|\b),Egmond aan Zee,386,10421,0,1,0.0
(?:[^a-zA-Z]|\b)egmond.?binnen(?:[^a-zA-Z]|\b),Egmond-Binnen,387,10989,0,2,0.0
(?:[^a-zA-Z]|\b)eibergen(?:[^a-zA-Z]|\b),Eibergen,229,10436,4,33,0.12121212121212122
(?:[^a-zA-Z]|\b)e(ij|y)gelshoven(?:[^a-zA-Z]|\b),Eijgelshoven,904,10960,0,1,0.0
(?:[^a-zA-Z]|\b)e(ij|y)sden(?:[^a-zA-Z]|\b),Eijsden,905,10314,2,4,0.5
(?:[^a-zA-Z]|\b)eindhoven(?:[^a-zA-Z]|\b),Eindhoven,772,11298,31,169,0.1834319526627219
(?:[^a-zA-Z]|\b)elburg(?:[^a-zA-Z]|\b),Elburg,230,11113,0,16,0.0
(?:[^a-zA-Z]|\b)elkerzee(?:[^a-zA-Z]|\b),Elkerzee,1053,10184,0,0,0.0
(?:[^a-zA-Z]|\b)ellemeet(?:[^a-zA-Z]|\b),Ellemeet,1054,10102,2,18,0.1111111111111111
(?:[^a-zA-Z]|\b)ellewoutsd(ij|y)k(?:[^a-zA-Z]|\b),Ellewoutsdijk,663,11300,0,1,0.0
(?:[^a-zA-Z]|\b)elsloo(?:[^a-zA-Z]|\b),Elsloo,903,11187,0,11,0.0
(?:[^a-zA-Z]|\b)elst(?:[^a-zA-Z]|\b),Elst,231,11188,3,22,0.13636363636363635
(?:[^a-zA-Z]|\b)emmen(?:[^a-zA-Z]|\b),Emmen,114,11180,1,19,0.05263157894736842
(?:[^a-zA-Z]|\b)emmikhoven(?:[^a-zA-Z]|\b),Emmikhoven,1056,10621,3,6,0.5
(?:[^a-zA-Z]|\b)empel|meerwijk(?:[^a-zA-Z]|\b),Empel en Meerwijk,773,10295,2,15,0.13333333333333333
(?:[^a-zA-Z]|\b)engelen(?:[^a-zA-Z]|\b),Engelen,774,10322,0,21,0.0
(?:[^a-zA-Z]|\b)enkhui(z|s)en(?:[^a-zA-Z]|\b),Enkhuizen,388,10729,8,53,0.1509433962264151
(?:[^a-zA-Z]|\b)ensch(ede|\.)(?:[^a-zA-Z]|\b),Enschede,153,10364,10,88,0.11363636363636363
(?:[^a-zA-Z]|\b)epe(?:[^a-zA-Z]|\b),Epe,232,10940,2,15,0.13333333333333333
(?:[^a-zA-Z]|\b)ermelo(?:[^a-zA-Z]|\b),Ermelo,233,10732,1,7,0.14285714285714285
(?:[^a-zA-Z]|\b)erp(?:[^a-zA-Z]|\b),Erp,775,10385,0,16,0.0
(?:[^a-zA-Z]|\b)esch(?:[^a-zA-Z]|\b),Esch,776,10709,4,14,0.2857142857142857
(?:[^a-zA-Z]|\b)escharen(?:[^a-zA-Z]|\b),Escharen,1057,10299,0,1,0.0
(?:[^a-zA-Z]|\b)est.?en.?op(ij|y)nen(?:[^a-zA-Z]|\b),Est en Opijnen,234,11092,0,0,0.0
(?:[^a-zA-Z]|\b)etten.?en.?leur(?:[^a-zA-Z]|\b),Etten en Leur,1251,10750,3,11,0.2727272727272727
(?:[^a-zA-Z]|\b)everdingen(?:[^a-zA-Z]|\b),Everdingen,508,10638,3,16,0.1875
(?:[^a-zA-Z]|\b)ew(ij|y)k(?:[^a-zA-Z]|\b),Ewijk,235,10471,3,14,0.21428571428571427
(?:[^a-zA-Z]|\b)ezinge(?:[^a-zA-Z]|\b),Ezinge,12,10136,1,3,0.3333333333333333
(?:[^a-zA-Z]|\b)ferwerderadeel(?:[^a-zA-Z]|\b),Ferwerderadeel,68,11284,0,2,0.0
(?:[^a-zA-Z]|\b)f(ij|y)naart|he(ij|y)ningen(?:[^a-zA-Z]|\b),Fijnaart en Heijningen,778,10206,9,22,0.4090909090909091
(?:[^a-zA-Z]|\b)finsterwolde?(?:[^a-zA-Z]|\b),Finsterwolde,13,10212,0,0,0.0
(?:[^a-zA-Z]|\b)franeker(?:[^a-zA-Z]|\b),Franeker,69,11226,6,68,0.08823529411764706
(?:[^a-zA-Z]|\b)franekeradeel(?:[^a-zA-Z]|\b)|(?:[^a-zA-Z]|\b)frjentsjerteradiel(?:[^a-zA-Z]|\b),Franekeradeel,70,10404,1,8,0.125
(?:[^a-zA-Z]|\b)gaasterland(?:[^a-zA-Z]|\b),Gaasterland,71,10036,0,7,0.0
(?:[^a-zA-Z]|\b)gameren(?:[^a-zA-Z]|\b),Gameren,1058,10037,1,9,0.1111111111111111
(?:[^a-zA-Z]|\b)gassel(?:[^a-zA-Z]|\b),Gassel,1059,10705,0,1,0.0
(?:[^a-zA-Z]|\b)gasselte(?:[^a-zA-Z]|\b),Gasselte,115,11099,2,12,0.16666666666666666
(?:[^a-zA-Z]|\b)geertruidenberg(?:[^a-zA-Z]|\b),Geertruidenberg,779,10101,7,21,0.3333333333333333
(?:[^a-zA-Z]|\b)geervliet(?:[^a-zA-Z]|\b),Geervliet,509,10842,2,22,0.09090909090909091
(?:[^a-zA-Z]|\b)geffen(?:[^a-zA-Z]|\b),Geffen,780,10370,0,8,0.0
(?:[^a-zA-Z]|\b)geldermalsen(?:[^a-zA-Z]|\b),Geldermalsen,236,10881,5,19,0.2631578947368421
(?:[^a-zA-Z]|\b)gel(dorp|drop)(?:[^a-zA-Z]|\b),Geldrop,781,10529,0,5,0.0
(?:[^a-zA-Z]|\b)geleen(?:[^a-zA-Z]|\b),Geleen,906,10048,0,0,0.0
(?:[^a-zA-Z]|\b)gemert(?:[^a-zA-Z]|\b),Gemert,782,10277,8,28,0.2857142857142857
(?:[^a-zA-Z]|\b)gendringen(?:[^a-zA-Z]|\b),Gendringen,237,10260,4,6,0.6666666666666666
(?:[^a-zA-Z]|\b)gend?t(?:[^a-zA-Z]|\b),Gendt,238,10440,9,85,0.10588235294117647
(?:[^a-zA-Z]|\b)genemuiden(?:[^a-zA-Z]|\b),Genemuiden,154,10746,7,23,0.30434782608695654
(?:[^a-zA-Z]|\b)gennep(?:[^a-zA-Z]|\b),Gennep,907,10542,9,56,0.16071428571428573
(?:[^a-zA-Z]|\b)gestel(?:[^a-zA-Z]|\b)|(?:[^a-zA-Z]|\b)blaarthem(?:[^a-zA-Z]|\b),Gestel en Blaarthem,1061,11269,13,98,0.1326530612244898
(?:[^a-zA-Z]|\b)geu(l|lle)(?:[^a-zA-Z]|\b),Geulle,908,10530,1,6,0.16666666666666666
(?:[^a-zA-Z]|\b)giessen(?:[^a-zA-Z]|\b),Giessen,783,10193,9,43,0.20930232558139536
(?:[^a-zA-Z]|\b)giessen.?nieuwkerk(?:[^a-zA-Z]|\b),Giessendam,1063,10606,0,1,0.0
(?:[^a-zA-Z]|\b)giessendam(?:[^a-zA-Z]|\b),Giessen-Nieuwkerk,1062,10255,4,25,0.16
(?:[^a-zA-Z]|\b)gieten(?:[^a-zA-Z]|\b),Gieten,116,10506,7,16,0.4375
(?:[^a-zA-Z]|\b)giethoorn(?:[^a-zA-Z]|\b),Giethoorn,155,10708,7,16,0.4375
(?:[^a-zA-Z]|\b)gilze.?en.?r(ij|y)en(?:[^a-zA-Z]|\b),Gilze en Rijen,784,11375,0,3,0.0
(?:[^a-zA-Z]|\b)ginneken(?:[^a-zA-Z]|\b)|(?:[^a-zA-Z]|\b)bavel(?:[^a-zA-Z]|\b),Ginneken en Bavel,1064,10406,9,36,0.25
(?:[^a-zA-Z]|\b)goedereede(?:[^a-zA-Z]|\b),Goedereede,511,10981,0,21,0.0
(?:[^a-zA-Z]|\b)g(h?)oes(ch?)(?:[^a-zA-Z]|\b),Goes,664,10674,0,0,0.0
(?:[^a-zA-Z]|\b)goirle(?:[^a-zA-Z]|\b),Goirle,785,10971,0,5,0.0
(?:[^a-zA-Z]|\b)goor(?:[^a-zA-Z]|\b),Goor,156,10076,8,55,0.14545454545454545
(?:[^a-zA-Z]|\b)gorinchem(?:[^a-zA-Z]|\b),Gorinchem,512,10942,68,194,0.35051546391752575
(?:[^a-zA-Z]|\b)gorssel(?:[^a-zA-Z]|\b),Gorssel,239,10085,0,2,0.0
(?:[^a-zA-Z]|\b)gouda(?:[^a-zA-Z]|\b),Gouda,513,10302,256,473,0.5412262156448203
(?:[^a-zA-Z]|\b)gouderak(?:[^a-zA-Z]|\b),Gouderak,514,11258,3,17,0.17647058823529413
(?:[^a-zA-Z]|\b)goudriaan(?:[^a-zA-Z]|\b),Goudriaan,515,10450,2,28,0.07142857142857142
(?:[^a-zA-Z]|\b)goudswaard(?:[^a-zA-Z]|\b),Goudswaard,516,10914,1,32,0.03125
(?:[^a-zA-Z]|\b)graauw(?:[^a-zA-Z]|\b)|(?:[^a-zA-Z]|\b)langendam(?:[^a-zA-Z]|\b),Graauw en Langendam,665,10312,1,19,0.05263157894736842
(?:[^a-zA-Z]|\b)grafhorst(?:[^a-zA-Z]|\b),Grafhorst,1065,10224,3,6,0.5
(?:[^a-zA-Z]|\b)graft(?:[^a-zA-Z]|\b),Graft,389,10484,2,17,0.11764705882352941
(?:[^a-zA-Z]|\b)gramsbergen(?:[^a-zA-Z]|\b),Gramsbergen,157,11339,2,2,1.0
(?:[^a-zA-Z]|\b)grathem(?:[^a-zA-Z]|\b),Grathem,909,11008,0,1,0.0
(?:[^a-zA-Z]|\b)grave(?:[^a-zA-Z]|\b),Grave,786,10165,8,65,0.12307692307692308
(?:[^a-zA-Z]|\b)grevenbicht(?:[^a-zA-Z]|\b),Grevenbicht,910,10624,0,0,0.0
(?:[^a-zA-Z]|\b)gr(ij|y)pskerk(?:[^a-zA-Z]|\b),Grijpskerk,16,10244,3,12,0.25
(?:[^a-zA-Z]|\b)gr(ij|y)pskerke(?:[^a-zA-Z]|\b),Grijpskerke,1067,10801,0,3,0.0
(?:[^a-zA-Z]|\b)groede(?:[^a-zA-Z]|\b),Groede,667,11312,0,1,0.0
(?:[^a-zA-Z]|\b)groenlo(?:[^a-zA-Z]|\b),Groenlo,240,11094,2,25,0.08
(?:[^a-zA-Z]|\b)groesbeek(?:[^a-zA-Z]|\b),Groesbeek,241,10616,1,2,0.5
(?:[^a-zA-Z]|\b)gr(̦|o)ning(s|en|\.)(?:[^a-zA-Z]|\b),Groningen,14,10426,266,768,0.3463541666666667
(?:[^a-zA-Z]|\b)grons(f|v)eld(?:[^a-zA-Z]|\b),Gronsveld,911,10323,0,1,0.0
(?:[^a-zA-Z]|\b)groot.?ammers(?:[^a-zA-Z]|\b),Groot-Ammers,520,11205,0,7,0.0
(?:[^a-zA-Z]|\b)groot.?lindt(?:[^a-zA-Z]|\b),Groote Lindt,1066,11042,0,0,0.0
(?:[^a-zA-Z]|\b)grootebroek(?:[^a-zA-Z]|\b),Grootebroek,391,11337,4,15,0.26666666666666666
(?:[^a-zA-Z]|\b)grootegast(?:[^a-zA-Z]|\b),Grootegast,15,11080,1,5,0.2
(?:[^a-zA-Z]|\b)grubbenvorst(?:[^a-zA-Z]|\b),Grubbenvorst,912,10176,0,1,0.0
(?:[^a-zA-Z]|\b)gulpen(?:[^a-zA-Z]|\b),Gulpen,913,11032,3,3,1.0
(?:[^a-zA-Z]|\b)haaften(?:[^a-zA-Z]|\b),Haaften,242,10125,21,63,0.3333333333333333
(?:[^a-zA-Z]|\b)haaksbergen(?:[^a-zA-Z]|\b),Haaksbergen,158,11435,1,10,0.1
(?:[^a-zA-Z]|\b)haamstede(?:[^a-zA-Z]|\b),Haamstede,1068,10701,0,0,0.0
(?:[^a-zA-Z]|\b)haaren(?:[^a-zA-Z]|\b),Haaren,788,11155,0,11,0.0
(?:[^a-zA-Z]|\b)ha.?rlem|haarl(am|\.)(?:[^a-zA-Z]|\b),Haarlem,392,10357,235,813,0.2890528905289053
(?:[^a-zA-Z]|\b)haarlemmerliede.?en.?spaarnwoude(?:[^a-zA-Z]|\b),Haarlemmerliede en Spaarnwoude,393,10508,1,12,0.08333333333333333
(?:[^a-zA-Z]|\b)haarlemmermeer(?:[^a-zA-Z]|\b),Haarlemmermeer,394,11387,20,76,0.2631578947368421
(?:[^a-zA-Z]|\b)haarzuilens(?:[^a-zA-Z]|\b),Haarzuilens,1069,10737,1,19,0.05263157894736842
(?:[^a-zA-Z]|\b)haastrecht(?:[^a-zA-Z]|\b),Haastrecht,521,11049,8,33,0.24242424242424243
(?:[^a-zA-Z]|\b)haelen(?:[^a-zA-Z]|\b),Haelen,914,10321,0,1,0.0
(?:[^a-zA-Z]|\b)hagestein(?:[^a-zA-Z]|\b),Hagestein,522,10297,1,12,0.08333333333333333
(?:[^a-zA-Z]|\b)halsteren(?:[^a-zA-Z]|\b),Halsteren,789,10387,6,7,0.8571428571428571
(?:[^a-zA-Z]|\b)haps(?:[^a-zA-Z]|\b),Haps,790,11283,4,10,0.4
(?:[^a-zA-Z]|\b)harderw(ij|y)k(?:[^a-zA-Z]|\b),Harderwijk,243,10786,19,74,0.25675675675675674
(?:[^a-zA-Z]|\b)hardinxveld(?:[^a-zA-Z]|\b),Hardinxveld,1070,10167,5,32,0.15625
(?:[^a-zA-Z]|\b)haren(?:[^a-zA-Z]|\b),Haren,17,11058,63,519,0.12138728323699421
(?:[^a-zA-Z]|\b)harenkarspel(?:[^a-zA-Z]|\b),Harenkarspel,395,10963,0,1,0.0
(?:[^a-zA-Z]|\b)harlingen(?:[^a-zA-Z]|\b),Harlingen,72,10909,51,301,0.16943521594684385
(?:[^a-zA-Z]|\b)harmelen(?:[^a-zA-Z]|\b),Harmelen,318,10183,1,7,0.14285714285714285
(?:[^a-zA-Z]|\b)haskerland(?:[^a-zA-Z]|\b),Haskerland,73,10022,4,12,0.3333333333333333
(?:[^a-zA-Z]|\b)hasselt(?:[^a-zA-Z]|\b),Hasselt,161,10115,35,131,0.26717557251908397
(?:[^a-zA-Z]|\b)hattem(?:[^a-zA-Z]|\b),Hattem,244,10673,3,27,0.1111111111111111
(?:[^a-zA-Z]|\b)havelte(?:[^a-zA-Z]|\b),Havelte,117,10186,0,2,0.0
(?:[^a-zA-Z]|\b)hazerswoude(?:[^a-zA-Z]|\b),Hazerswoude,524,11257,8,39,0.20512820512820512
(?:[^a-zA-Z]|\b)hedel(?:[^a-zA-Z]|\b),Hedel,245,10982,2,7,0.2857142857142857
(?:[^a-zA-Z]|\b)hedikhuizen(?:[^a-zA-Z]|\b),Hedikhuizen,1071,11130,0,1,0.0
(?:[^a-zA-Z]|\b)heel.?en.?panheel(?:[^a-zA-Z]|\b),Heel en Panheel,915,11208,0,1,0.0
(?:[^a-zA-Z]|\b)heemskerk(?:[^a-zA-Z]|\b),Heemskerk,396,10679,18,97,0.18556701030927836
(?:[^a-zA-Z]|\b)heemstede(?:[^a-zA-Z]|\b),Heemstede,397,11288,2,36,0.05555555555555555
(?:[^a-zA-Z]|\b)heenvliet(?:[^a-zA-Z]|\b),Heenvliet,525,10823,0,13,0.0
(?:[^a-zA-Z]|\b)heer(?:[^a-zA-Z]|\b),Heer,916,11407,415,3509,0.11826731262467939
(?:[^a-zA-Z]|\b)heerde(?:[^a-zA-Z]|\b),Heerde,246,10291,1,19,0.05263157894736842
(?:[^a-zA-Z]|\b)heerewaarden(?:[^a-zA-Z]|\b),Heerewaarden,247,10067,0,0,0.0
(?:[^a-zA-Z]|\b)heerhugowaard(?:[^a-zA-Z]|\b),Heerhugowaard,398,10752,0,7,0.0
(?:[^a-zA-Z]|\b)heerjansdam(?:[^a-zA-Z]|\b),Heerjansdam,526,10540,3,16,0.1875
(?:[^a-zA-Z]|\b)heerlen(?:[^a-zA-Z]|\b),Heerlen,917,10902,0,1,0.0
(?:[^a-zA-Z]|\b)heesch(?:[^a-zA-Z]|\b),Heesch,791,10149,2,18,0.1111111111111111
(?:[^a-zA-Z]|\b)heesw(ij|y)k(?:[^a-zA-Z]|\b),Heeswijk,1072,11229,0,5,0.0
(?:[^a-zA-Z]|\b)heeze(?:[^a-zA-Z]|\b),Heeze,793,10462,0,0,0.0
(?:[^a-zA-Z]|\b)hei.?.?en.?boeicop(?:[^a-zA-Z]|\b),Hei- en Boeicop,527,11024,0,0,0.0
(?:[^a-zA-Z]|\b)he(ij|y)thu(ij|y)(s|z)en(?:[^a-zA-Z]|\b),Heille,1073,11309,0,0,0.0
(?:[^a-zA-Z]|\b)heiloo?(?:[^a-zA-Z]|\b),Heiloo,399,10793,2,7,0.2857142857142857
(?:[^a-zA-Z]|\b)heinenoord(?:[^a-zA-Z]|\b),Heinenoord,528,10821,1,20,0.05
(?:[^a-zA-Z]|\b)heinkenszand(?:[^a-zA-Z]|\b),Heinkenszand,672,10413,1,14,0.07142857142857142
(?:[^a-zA-Z]|\b)heino(?:[^a-zA-Z]|\b),Heino,162,10854,1,5,0.2
(?:[^a-zA-Z]|\b)hekelingen(?:[^a-zA-Z]|\b),Hekelingen,1074,10873,2,10,0.2
(?:[^a-zA-Z]|\b)hekendorp(?:[^a-zA-Z]|\b),Hekendorp,1075,10217,2,18,0.1111111111111111
(?:[^a-zA-Z]|\b)helden(?:[^a-zA-Z]|\b),Helden,918,10205,1,43,0.023255813953488372
(?:[^a-zA-Z]|\b)hellendoorn(?:[^a-zA-Z]|\b),Hellendoorn,163,10806,7,12,0.5833333333333334
(?:[^a-zA-Z]|\b)hellevoetsluis(?:[^a-zA-Z]|\b),Hellevoetsluis,530,11078,21,173,0.12138728323699421
(?:[^a-zA-Z]|\b)helmond(?:[^a-zA-Z]|\b),Helmond,794,10932,18,68,0.2647058823529412
(?:[^a-zA-Z]|\b)helvoirt(?:[^a-zA-Z]|\b),Helvoirt,795,10389,0,8,0.0
(?:[^a-zA-Z]|\b)hemelumer.?oldephaert.?en.?noordwolde(?:[^a-zA-Z]|\b),Hemelumer Oldephaerd en Noordwolde,1260,10334,3,4,0.75
(?:[^a-zA-Z]|\b)hemmen(?:[^a-zA-Z]|\b),Hemmen,1076,11162,4,5,0.8
(?:[^a-zA-Z]|\b)hendrik.?ido.?ambacht(?:[^a-zA-Z]|\b),Hendrik-Ido-Ambacht,531,10416,2,10,0.2
(?:[^a-zA-Z]|\b)hengeloo?(?:[^a-zA-Z]|\b),Hengelo (Gld.),248,10359,18,70,0.2571428571428571
(?:[^a-zA-Z]|\b)hengeloo?(?:[^a-zA-Z]|\b),Hengelo (O.),164,10907,18,70,0.2571428571428571
(?:[^a-zA-Z]|\b)hengstd(ij|y)k(?:[^a-zA-Z]|\b),Hengstdijk,1077,10636,0,0,0.0
(?:[^a-zA-Z]|\b)hennaarderadeel(?:[^a-zA-Z]|\b),Hennaarderadeel,76,10877,0,2,0.0
(?:[^a-zA-Z]|\b)hensbroek(?:[^a-zA-Z]|\b),Hensbroek,401,10181,0,7,0.0
(?:[^a-zA-Z]|\b)herkingen(?:[^a-zA-Z]|\b),Herkingen,1078,10267,4,13,0.3076923076923077
(?:[^a-zA-Z]|\b)herpen(?:[^a-zA-Z]|\b),Herpen,1079,11262,0,7,0.0
(?:[^a-zA-Z]|\b)herpt(?:[^a-zA-Z]|\b),Herpt,1080,10845,3,6,0.5
(?:[^a-zA-Z]|\b)herten(?:[^a-zA-Z]|\b),Herten,919,10138,3,7,0.42857142857142855
(?:[^a-zA-Z]|\b)herwen.?en.?aerdt(?:[^a-zA-Z]|\b),Herwen en Aerdt,249,10819,0,1,0.0
(?:[^a-zA-Z]|\b)herw(ij|y)nen(?:[^a-zA-Z]|\b),Herwijnen,250,11266,3,17,0.17647058823529413
(?:[^a-zA-Z]|\b)het.?bildt(?:[^a-zA-Z]|\b),het Bildt,63,10128,0,3,0.0
(?:[^a-zA-Z]|\b)heteren(?:[^a-zA-Z]|\b),Heteren,251,10290,7,36,0.19444444444444445
(?:[^a-zA-Z]|\b)heukelum(?:[^a-zA-Z]|\b),Heukelum,533,11308,0,3,0.0
(?:[^a-zA-Z]|\b)heumen(?:[^a-zA-Z]|\b),Heumen,252,10600,0,11,0.0
(?:[^a-zA-Z]|\b)heusden(?:[^a-zA-Z]|\b),Heusden,797,10307,10,47,0.2127659574468085
(?:[^a-zA-Z]|\b)he(ij|y)thu(ij|y)(s|z)en(?:[^a-zA-Z]|\b),Heythuysen,920,10840,0,0,0.0
(?:[^a-zA-Z]|\b)hillegersberg(?:[^a-zA-Z]|\b),Hillegersberg,1081,10227,2,25,0.08
(?:[^a-zA-Z]|\b)hillegom(?:[^a-zA-Z]|\b),Hillegom,534,11236,9,48,0.1875
(?:[^a-zA-Z]|\b)hilvarenbeek(?:[^a-zA-Z]|\b),Hilvarenbeek,798,11297,0,10,0.0
(?:[^a-zA-Z]|\b)hilversum(?:[^a-zA-Z]|\b),Hilversum,402,11285,11,62,0.1774193548387097
(?:[^a-zA-Z]|\b)hindeloopen(?:[^a-zA-Z]|\b),Hindeloopen,77,10672,3,17,0.17647058823529413
(?:[^a-zA-Z]|\b)hoedekenskerke(?:[^a-zA-Z]|\b),Hoedekenskerke,673,11072,3,8,0.375
(?:[^a-zA-Z]|\b)hoek(?:[^a-zA-Z]|\b),Hoek,674,10038,32,359,0.08913649025069638
(?:[^a-zA-Z]|\b)hoenkoop(?:[^a-zA-Z]|\b),Hoenkoop,319,10611,1,6,0.16666666666666666
(?:[^a-zA-Z]|\b)hoensbroek(?:[^a-zA-Z]|\b),Hoensbroek,921,11177,1,4,0.25
(?:[^a-zA-Z]|\b)hoevelaken(?:[^a-zA-Z]|\b),Hoevelaken,253,11358,2,5,0.4
(?:[^a-zA-Z]|\b)hoeven(?:[^a-zA-Z]|\b),Hoeven,799,10065,14,112,0.125
(?:[^a-zA-Z]|\b)hof.?van.?delft(?:[^a-zA-Z]|\b),Hof van Delft,1082,10089,3,19,0.15789473684210525
(?:[^a-zA-Z]|\b)holten(?:[^a-zA-Z]|\b),Holten,165,11246,1,13,0.07692307692307693
(?:[^a-zA-Z]|\b)hontenisse(?:[^a-zA-Z]|\b),Hontenisse,675,11123,0,1,0.0
(?:[^a-zA-Z]|\b)hoofdplaat(?:[^a-zA-Z]|\b),Hoofdplaat,676,10147,0,6,0.0
(?:[^a-zA-Z]|\b)hoog.?blokland(?:[^a-zA-Z]|\b),Hoogblokland,535,11040,3,10,0.3
(?:[^a-zA-Z]|\b)hooge.?mierde|hooge.?en.?lage.?mierde(?:[^a-zA-Z]|\b),Hooge en Lage Mierde,801,10476,0,0,0.0
(?:[^a-zA-Z]|\b)zwaluwe(?:[^a-zA-Z]|\b),Hooge en Lage Zwaluwe,802,11318,7,12,0.5833333333333334
(?:[^a-zA-Z]|\b)hoogeloo(n|n.?.?hapert.?e?n?.?casteren)(?:[^a-zA-Z]|\b),"Hoogeloon, Hapert en Casteren",800,10657,0,2,0.0
(?:[^a-zA-Z]|\b)hoogeveen(?:[^a-zA-Z]|\b),Hoogeveen,118,10839,17,109,0.1559633027522936
(?:[^a-zA-Z]|\b)hoogezand(?:[^a-zA-Z]|\b),Hoogezand,1083,10410,2,16,0.125
(?:[^a-zA-Z]|\b)hoogkarspel(?:[^a-zA-Z]|\b),Hoogkarspel,403,10642,0,2,0.0
(?:[^a-zA-Z]|\b)hoogkerk(?:[^a-zA-Z]|\b),Hoogkerk,1084,10953,2,8,0.25
(?:[^a-zA-Z]|\b)hoogland(?:[^a-zA-Z]|\b),Hoogland,320,10545,5,55,0.09090909090909091
(?:[^a-zA-Z]|\b)hoogvliet(?:[^a-zA-Z]|\b),Hoogvliet,1085,10348,2,25,0.08
(?:[^a-zA-Z]|\b)hoogwoud(?:[^a-zA-Z]|\b),Hoogwoud,404,11029,2,8,0.25
(?:[^a-zA-Z]|\b)hoorn(?:[^a-zA-Z]|\b),Hoorn,405,11392,33,200,0.165
(?:[^a-zA-Z]|\b)hoornaar(?:[^a-zA-Z]|\b),Hoornaar,536,10516,1,1,1.0
(?:[^a-zA-Z]|\b)horn(?:[^a-zA-Z]|\b),Horn,922,11176,1,14,0.07142857142857142
(?:[^a-zA-Z]|\b)horssen(?:[^a-zA-Z]|\b),Horssen,254,10607,0,0,0.0
