Location_Regex,name,cbscode,amsterdamcode,n_both,n_total,Normalized_Mentions
(?:[^a-zA-Z]|\b)horst(?:[^a-zA-Z]|\b),Horst,923,11108,3,70,0.04285714285714286
(?:[^a-zA-Z]|\b)houten(?:[^a-zA-Z]|\b),Houten,321,10230,18,147,0.12244897959183673
(?:[^a-zA-Z]|\b)houthem(?:[^a-zA-Z]|\b),Houthem,1086,11111,0,0,0.0
(?:[^a-zA-Z]|\b)huij?bergen(?:[^a-zA-Z]|\b),Huijbergen,803,10466,0,3,0.0
(?:[^a-zA-Z]|\b)huisselin(g|g.?e?n?neerloon)(?:[^a-zA-Z]|\b),Huisseling en Neerloon,1088,10049,0,0,0.0
(?:[^a-zA-Z]|\b)huissen(?:[^a-zA-Z]|\b),Huissen,255,11047,1,10,0.1
(?:[^a-zA-Z]|\b)huizen(?:[^a-zA-Z]|\b),Huizen,406,11170,48,308,0.15584415584415584
(?:[^a-zA-Z]|\b)hulsberg(?:[^a-zA-Z]|\b),Hulsberg,924,11216,0,0,0.0
(?:[^a-zA-Z]|\b)hulst(?:[^a-zA-Z]|\b),Hulst,677,11408,6,59,0.1016949152542373
(?:[^a-zA-Z]|\b)hummelo.?en.?keppel(?:[^a-zA-Z]|\b),Hummelo en Keppel,256,11235,1,1,1.0
(?:[^a-zA-Z]|\b)hunsel(?:[^a-zA-Z]|\b),Hunsel,925,10784,0,1,0.0
(?:[^a-zA-Z]|\b)hurwenen(?:[^a-zA-Z]|\b),Hurwenen,1089,11432,2,6,0.3333333333333333
(?:[^a-zA-Z]|\b)idaarderadeel(?:[^a-zA-Z]|\b),Idaarderadeel,78,10815,2,11,0.18181818181818182
(?:[^a-zA-Z]|\b)(ij|y)lst(?:[^a-zA-Z]|\b),IJlst,102,11062,1,16,0.0625
(?:[^a-zA-Z]|\b)(ij|y)sselmonde(?:[^a-zA-Z]|\b),IJsselmonde,1230,11357,4,31,0.12903225806451613
(?:[^a-zA-Z]|\b)(ij|y)sselmuiden(?:[^a-zA-Z]|\b),IJsselmuiden,191,10641,10,19,0.5263157894736842
(?:[^a-zA-Z]|\b)(ij|y)sselstein(?:[^a-zA-Z]|\b),IJsselstein,353,10152,5,33,0.15151515151515152
(?:[^a-zA-Z]|\b)(ij|y)zend(ij|y)ke(?:[^a-zA-Z]|\b),IJzendijke,730,10688,4,16,0.25
(?:[^a-zA-Z]|\b)(ij|y)zendoorn(?:[^a-zA-Z]|\b),IJzendoorn,1231,11430,0,15,0.0
(?:[^a-zA-Z]|\b)ilpendam(?:[^a-zA-Z]|\b),Ilpendam,407,10809,0,3,0.0
(?:[^a-zA-Z]|\b)itteren(?:[^a-zA-Z]|\b),Itteren,926,10458,0,3,0.0
(?:[^a-zA-Z]|\b)ittervoort(?:[^a-zA-Z]|\b),Ittervoort,1090,10190,0,0,0.0
(?:[^a-zA-Z]|\b)jaarsveld(?:[^a-zA-Z]|\b),Jaarsveld,1091,10847,4,19,0.21052631578947367
(?:[^a-zA-Z]|\b)jabeek(?:[^a-zA-Z]|\b),Jabeek,927,10256,0,0,0.0
(?:[^a-zA-Z]|\b)jisp(?:[^a-zA-Z]|\b),Jisp,408,10481,0,3,0.0
(?:[^a-zA-Z]|\b)jutphaas(?:[^a-zA-Z]|\b),Jutphaas,322,10374,5,25,0.2
(?:[^a-zA-Z]|\b)kamerik(?:[^a-zA-Z]|\b),Kamerik,323,10554,10,30,0.3333333333333333
(?:[^a-zA-Z]|\b)kampen(?:[^a-zA-Z]|\b),Kampen,166,10253,182,463,0.3930885529157667
(?:[^a-zA-Z]|\b)kamperveen(?:[^a-zA-Z]|\b),Kamperveen,1092,10443,2,4,0.5
(?:[^a-zA-Z]|\b)kantens(?:[^a-zA-Z]|\b),Kantens,20,10372,0,0,0.0
(?:[^a-zA-Z]|\b)kapelle(?:[^a-zA-Z]|\b),Kapelle,678,11223,1,3,0.3333333333333333
(?:[^a-zA-Z]|\b)katendrecht(?:[^a-zA-Z]|\b),Katendrecht,1093,11401,3,41,0.07317073170731707
(?:[^a-zA-Z]|\b)kats(?:[^a-zA-Z]|\b),Kats,1094,10919,0,4,0.0
(?:[^a-zA-Z]|\b)kattend(ij|y)ke(?:[^a-zA-Z]|\b),Kattendijke,679,11218,0,2,0.0
(?:[^a-zA-Z]|\b)katw(ij|y)k(?:[^a-zA-Z]|\b),Katwijk,537,10707,11,44,0.25
(?:[^a-zA-Z]|\b)katwoude(?:[^a-zA-Z]|\b),Katwoude,409,11136,0,0,0.0
(?:[^a-zA-Z]|\b)kedichem(?:[^a-zA-Z]|\b),Kedichem,538,10280,0,2,0.0
(?:[^a-zA-Z]|\b)kerkrade(?:[^a-zA-Z]|\b),Kerkrade,928,10313,1,9,0.1111111111111111
(?:[^a-zA-Z]|\b)kerkwerve(?:[^a-zA-Z]|\b),Kerkwerve,1095,10837,0,5,0.0
(?:[^a-zA-Z]|\b)kerkw(ij|y)k(?:[^a-zA-Z]|\b),Kerkwijk,257,10791,7,30,0.23333333333333334
(?:[^a-zA-Z]|\b)kessel(?:[^a-zA-Z]|\b),Kessel,929,10890,1,20,0.05
(?:[^a-zA-Z]|\b)kesteren(?:[^a-zA-Z]|\b),Kesteren,258,10916,0,12,0.0
(?:[^a-zA-Z]|\b)kethel.?en.?spaland(?:[^a-zA-Z]|\b),Kethel en Spaland,1096,10551,2,13,0.15384615384615385
(?:[^a-zA-Z]|\b)klaaswaal(?:[^a-zA-Z]|\b),Klaaswaal,539,10284,1,22,0.045454545454545456
(?:[^a-zA-Z]|\b)klimmen(?:[^a-zA-Z]|\b),Klimmen,930,10977,4,22,0.18181818181818182
(?:[^a-zA-Z]|\b)kloetinge(?:[^a-zA-Z]|\b),Kloetinge,680,10155,0,1,0.0
(?:[^a-zA-Z]|\b)kloosterburen(?:[^a-zA-Z]|\b),Kloosterburen,21,10628,0,2,0.0
(?:[^a-zA-Z]|\b)klundert(?:[^a-zA-Z]|\b),Klundert,804,10656,9,27,0.3333333333333333
(?:[^a-zA-Z]|\b)kockengen(?:[^a-zA-Z]|\b),Kockengen,324,10765,13,34,0.38235294117647056
(?:[^a-zA-Z]|\b)koed(ij|y)k(?:[^a-zA-Z]|\b),Koedijk,410,10510,0,2,0.0
(?:[^a-zA-Z]|\b)koewacht(?:[^a-zA-Z]|\b),Koewacht,681,10892,1,1,1.0
(?:[^a-zA-Z]|\b)kollumerland(?:[^a-zA-Z]|\b)|(?:[^a-zA-Z]|\b)nieuwkruisland(?:[^a-zA-Z]|\b),Kollumerland en Nieuwkruisland,79,10984,2,8,0.25
(?:[^a-zA-Z]|\b)koog.?(aan.?de|a.?d.?).?zaan(?:[^a-zA-Z]|\b),Koog aan de Zaan,411,10776,2,26,0.07692307692307693
(?:[^a-zA-Z]|\b)kortenhoef(?:[^a-zA-Z]|\b),Kortenhoef,1097,10467,1,3,0.3333333333333333
(?:[^a-zA-Z]|\b)kortgene(?:[^a-zA-Z]|\b),Kortgene,682,10250,0,3,0.0
(?:[^a-zA-Z]|\b)koudekerk(?:[^a-zA-Z]|\b),Koudekerk,540,10029,4,22,0.18181818181818182
(?:[^a-zA-Z]|\b)koudekerke(?:[^a-zA-Z]|\b),Koudekerke,1098,11428,3,25,0.12
(?:[^a-zA-Z]|\b)krabbend(ij|y)ke(?:[^a-zA-Z]|\b),Krabbendijke,684,11038,0,7,0.0
(?:[^a-zA-Z]|\b)kralingen(?:[^a-zA-Z]|\b),Kralingen,1099,11367,9,71,0.1267605633802817
(?:[^a-zA-Z]|\b)krimpen.?(a.?d.?|aan.?den?).?(ij|y)ssel(?:[^a-zA-Z]|\b),Krimpen aan de Lek,541,10617,9,33,0.2727272727272727
(?:[^a-zA-Z]|\b)krimpen.?(aan.?de|a.?d.?).?lek(?:[^a-zA-Z]|\b),Krimpen aan den IJssel,542,10859,2,15,0.13333333333333333
(?:[^a-zA-Z]|\b)krommenie(?:[^a-zA-Z]|\b),Krommenie,413,10373,5,36,0.1388888888888889
(?:[^a-zA-Z]|\b)kruiningen(?:[^a-zA-Z]|\b),Kruiningen,685,10077,0,3,0.0
(?:[^a-zA-Z]|\b)kuinre(?:[^a-zA-Z]|\b),Kuinre,167,11148,3,6,0.5
(?:[^a-zA-Z]|\b)kwad(ij|y)k(?:[^a-zA-Z]|\b),Kwadijk,414,10775,0,1,0.0
(?:[^a-zA-Z]|\b)laag.?nieuwkoop(?:[^a-zA-Z]|\b),Laag-Nieuwkoop,1100,10305,6,23,0.2608695652173913
(?:[^a-zA-Z]|\b)landsmeer(?:[^a-zA-Z]|\b),Landsmeer,415,11225,1,3,0.3333333333333333
(?:[^a-zA-Z]|\b)langbroek(?:[^a-zA-Z]|\b),Langbroek,325,11413,2,14,0.14285714285714285
(?:[^a-zA-Z]|\b)langerak(?:[^a-zA-Z]|\b),Lange Ruige Weide,1101,10900,6,17,0.35294117647058826
(?:[^a-zA-Z]|\b)lange.?ruige.?weide(?:[^a-zA-Z]|\b),Langerak,543,11127,1,8,0.125
(?:[^a-zA-Z]|\b)laren(?:[^a-zA-Z]|\b),Laren (Gld.),259,10098,10,34,0.29411764705882354
(?:[^a-zA-Z]|\b)laren(?:[^a-zA-Z]|\b),Laren (NH.),417,10649,10,34,0.29411764705882354
(?:[^a-zA-Z]|\b)leek(?:[^a-zA-Z]|\b),Leek,22,10604,9,71,0.1267605633802817
(?:[^a-zA-Z]|\b)leende(?:[^a-zA-Z]|\b),Leende,805,11017,0,4,0.0
(?:[^a-zA-Z]|\b)leens(?:[^a-zA-Z]|\b),Leens,23,11050,2,4,0.5
(?:[^a-zA-Z]|\b)leerbroek(?:[^a-zA-Z]|\b),Leerbroek,544,10465,0,0,0.0
(?:[^a-zA-Z]|\b)leerdam(?:[^a-zA-Z]|\b),Leerdam,545,10685,8,55,0.14545454545454545
(?:[^a-zA-Z]|\b)leersum(?:[^a-zA-Z]|\b),Leersum,326,11142,0,0,0.0
(?:[^a-zA-Z]|\b)l(eeu|iw|ieu)ward(en|\.)(?:[^a-zA-Z]|\b)|(?:[^a-zA-Z]|\b)ljouwert (?:[^a-zA-Z]|\b),Leeuwarden,80,11228,77,460,0.1673913043478261
(?:[^a-zA-Z]|\b)leeuwarderadeel(?:[^a-zA-Z]|\b),Leeuwarderadeel,81,10851,1,8,0.125
(?:[^a-zA-Z]|\b)le(i|y)den|leid(s|sch)e(?:[^a-zA-Z]|\b),Leiden,546,10702,314,968,0.3243801652892562
(?:[^a-zA-Z]|\b)le(ij?|y)derdorp(?:[^a-zA-Z]|\b),Leiderdorp,547,10058,13,46,0.2826086956521739
(?:[^a-zA-Z]|\b)leimuiden(?:[^a-zA-Z]|\b),Leimuiden,549,11351,5,24,0.20833333333333334
(?:[^a-zA-Z]|\b)lekkerkerk(?:[^a-zA-Z]|\b),Lekkerkerk,550,10050,3,27,0.1111111111111111
(?:[^a-zA-Z]|\b)lemsterland(?:[^a-zA-Z]|\b),Lemsterland,82,10142,3,14,0.21428571428571427
(?:[^a-zA-Z]|\b)leusden(?:[^a-zA-Z]|\b),Leusden,327,10978,2,12,0.16666666666666666
(?:[^a-zA-Z]|\b)lexmond(?:[^a-zA-Z]|\b),Lexmond,551,10930,1,19,0.05263157894736842
(?:[^a-zA-Z]|\b)lichtenvoorde(?:[^a-zA-Z]|\b),Lichtenvoorde,260,10242,0,2,0.0
(?:[^a-zA-Z]|\b)liempde(?:[^a-zA-Z]|\b),Liempde,806,10390,4,10,0.4
(?:[^a-zA-Z]|\b)lienden(?:[^a-zA-Z]|\b),Lienden,261,11093,0,9,0.0
(?:[^a-zA-Z]|\b)lierop(?:[^a-zA-Z]|\b),Lierop,1102,11279,0,2,0.0
(?:[^a-zA-Z]|\b)lieshout(?:[^a-zA-Z]|\b),Lieshout,807,10637,1,7,0.14285714285714285
(?:[^a-zA-Z]|\b)limbricht(?:[^a-zA-Z]|\b),Limbricht,931,11124,0,1,0.0
(?:[^a-zA-Z]|\b)limmen(?:[^a-zA-Z]|\b),Limmen,418,11370,2,8,0.25
(?:[^a-zA-Z]|\b)linden(?:[^a-zA-Z]|\b),Linden,1103,11305,9,99,0.09090909090909091
(?:[^a-zA-Z]|\b)linne(?:[^a-zA-Z]|\b),Linne,932,10990,1,9,0.1111111111111111
(?:[^a-zA-Z]|\b)linschoten(?:[^a-zA-Z]|\b),Linschoten,328,11324,8,27,0.2962962962962963
(?:[^a-zA-Z]|\b)lisse(?:[^a-zA-Z]|\b),Lisse,553,10197,8,29,0.27586206896551724
(?:[^a-zA-Z]|\b)lith(?:[^a-zA-Z]|\b),Lith,808,11219,1,14,0.07142857142857142
(?:[^a-zA-Z]|\b)litho(ij|y)en(?:[^a-zA-Z]|\b),Lithoijen,1104,10024,0,7,0.0
(?:[^a-zA-Z]|\b)lochem(?:[^a-zA-Z]|\b),Lochem,262,11263,0,11,0.0
(?:[^a-zA-Z]|\b)loenen(?:[^a-zA-Z]|\b),Loenen,329,11202,10,70,0.14285714285714285
(?:[^a-zA-Z]|\b)loenersloot(?:[^a-zA-Z]|\b),Loenersloot,1105,10208,4,13,0.3076923076923077
(?:[^a-zA-Z]|\b)lonneker(?:[^a-zA-Z]|\b),Lonneker,1106,11045,1,3,0.3333333333333333
(?:[^a-zA-Z]|\b)loon.?op.?zand(?:[^a-zA-Z]|\b),Loon op Zand,809,11259,0,3,0.0
(?:[^a-zA-Z]|\b)loosdrecht(?:[^a-zA-Z]|\b),Loosdrecht,330,10639,7,33,0.21212121212121213
(?:[^a-zA-Z]|\b)loosduinen(?:[^a-zA-Z]|\b),Loosduinen,1107,10997,4,24,0.16666666666666666
(?:[^a-zA-Z]|\b)lopik(?:[^a-zA-Z]|\b),Lopik,331,10333,4,24,0.16666666666666666
(?:[^a-zA-Z]|\b)loppersum(?:[^a-zA-Z]|\b),Loppersum,24,10934,0,1,0.0
(?:[^a-zA-Z]|\b)losser(?:[^a-zA-Z]|\b),Losser,168,11166,1,1,1.0
(?:[^a-zA-Z]|\b)lu(ij|y)ksgestel(?:[^a-zA-Z]|\b),Luyksgestel,810,10011,0,0,0.0
(?:[^a-zA-Z]|\b)maarheeze(?:[^a-zA-Z]|\b),Maarheeze,811,11143,0,0,0.0
(?:[^a-zA-Z]|\b)maarn(?:[^a-zA-Z]|\b),Maarn,332,10392,1,2,0.5
(?:[^a-zA-Z]|\b)maarssen(?:[^a-zA-Z]|\b),Maarssen,333,10191,10,60,0.16666666666666666
(?:[^a-zA-Z]|\b)maarsseveen(?:[^a-zA-Z]|\b),Maarsseveen,1108,10874,4,31,0.12903225806451613
(?:[^a-zA-Z]|\b)maartensd(ij|y)k(?:[^a-zA-Z]|\b),Maartensdijk,334,10691,6,36,0.16666666666666666
(?:[^a-zA-Z]|\b)maasbracht(?:[^a-zA-Z]|\b),Maasbracht,933,10964,0,8,0.0
(?:[^a-zA-Z]|\b)maasbree(?:[^a-zA-Z]|\b),Maasbree,934,11352,0,2,0.0
(?:[^a-zA-Z]|\b)maasdam(?:[^a-zA-Z]|\b),Maasdam,554,11019,2,12,0.16666666666666666
(?:[^a-zA-Z]|\b)maashees(?:[^a-zA-Z]|\b)|(?:[^a-zA-Z]|\b)overloon(?:[^a-zA-Z]|\b),Maashees en Overloon,1109,10532,0,3,0.0
(?:[^a-zA-Z]|\b)maasland(?:[^a-zA-Z]|\b),Maasland,555,10393,6,40,0.15
(?:[^a-zA-Z]|\b)maasniel(?:[^a-zA-Z]|\b),Maasniel,1110,11261,0,1,0.0
(?:[^a-zA-Z]|\b)maassluis(?:[^a-zA-Z]|\b),Maassluis,556,10880,5,154,0.032467532467532464
(?:[^a-zA-Z]|\b)maastr(ich.*|\.)(?:[^a-zA-Z]|\b),Maastricht,935,10182,77,313,0.24600638977635783
(?:[^a-zA-Z]|\b)made|drimmelen(?:[^a-zA-Z]|\b),Made en Drimmelen,812,10258,14,114,0.12280701754385964
(?:[^a-zA-Z]|\b)margraten(?:[^a-zA-Z]|\b),Margraten,936,11243,0,0,0.0
(?:[^a-zA-Z]|\b)markelo(?:[^a-zA-Z]|\b),Markelo,169,11382,1,4,0.25
(?:[^a-zA-Z]|\b)marken(?:[^a-zA-Z]|\b),Marken,419,10901,5,16,0.3125
(?:[^a-zA-Z]|\b)marum(?:[^a-zA-Z]|\b),Marum,25,11431,0,0,0.0
(?:[^a-zA-Z]|\b)maurik(?:[^a-zA-Z]|\b),Maurik,264,10300,8,15,0.5333333333333333
(?:[^a-zA-Z]|\b)medemblik(?:[^a-zA-Z]|\b),Medemblik,420,11215,1,35,0.02857142857142857
(?:[^a-zA-Z]|\b)meeden(?:[^a-zA-Z]|\b),Meeden,26,10304,2,8,0.25
(?:[^a-zA-Z]|\b)meerkerk(?:[^a-zA-Z]|\b),Meerkerk,557,10618,2,13,0.15384615384615385
(?:[^a-zA-Z]|\b)meerlo(?:[^a-zA-Z]|\b),Meerlo,937,11416,0,3,0.0
(?:[^a-zA-Z]|\b)meerssen(?:[^a-zA-Z]|\b),Meerssen,938,10494,1,14,0.07142857142857142
(?:[^a-zA-Z]|\b)meeuwen(?:[^a-zA-Z]|\b)|(?:[^a-zA-Z]|\b)meeuwenn.?.?heel.?.?en.?babyloni(Ã«|e)nbroek(?:[^a-zA-Z]|\b),"Meeuwen, Hill en Babyloniënbroek",1264,10216,1,20,0.05
(?:[^a-zA-Z]|\b)mege(n|n.?.?haren.?.?e?n?.?macharen)(?:[^a-zA-Z]|\b),"Megen, Haren en Macharen",813,10988,2,13,0.15384615384615385
(?:[^a-zA-Z]|\b)me(ij|y)el(?:[^a-zA-Z]|\b),Meijel,941,10925,0,4,0.0
(?:[^a-zA-Z]|\b)herkenbosch.?en.?melick(?:[^a-zA-Z]|\b)|(?:[^a-zA-Z]|\b)melick.?en.?herkenbosch(?:[^a-zA-Z]|\b),Melick en Herkenbosch,939,10196,0,0,0.0
(?:[^a-zA-Z]|\b)meliskerke(?:[^a-zA-Z]|\b),Meliskerke,1112,11221,0,2,0.0
(?:[^a-zA-Z]|\b)melissant(?:[^a-zA-Z]|\b),Melissant,1113,10918,0,0,0.0
(?:[^a-zA-Z]|\b)menaldumadeel(?:[^a-zA-Z]|\b),Menaldumadeel,83,11144,5,9,0.5555555555555556
(?:[^a-zA-Z]|\b)meppel(?:[^a-zA-Z]|\b),Meppel,119,11204,163,295,0.5525423728813559
(?:[^a-zA-Z]|\b)merkelbeek(?:[^a-zA-Z]|\b),Merkelbeek,940,10763,0,1,0.0
(?:[^a-zA-Z]|\b)mesch(?:[^a-zA-Z]|\b),Mesch,1114,11070,0,13,0.0
(?:[^a-zA-Z]|\b)mheer(?:[^a-zA-Z]|\b),Mheer,942,10538,0,2,0.0
(?:[^a-zA-Z]|\b)middelburg(?:[^a-zA-Z]|\b),Middelburg (Z.),687,10122,53,425,0.12470588235294118
(?:[^a-zA-Z]|\b)middelharnis(?:[^a-zA-Z]|\b),Middelharnis,559,11067,2,29,0.06896551724137931
(?:[^a-zA-Z]|\b)middelie(?:[^a-zA-Z]|\b),Middelie,421,10452,0,1,0.0
(?:[^a-zA-Z]|\b)middelstum(?:[^a-zA-Z]|\b),Middelstum,27,11199,1,7,0.14285714285714285
(?:[^a-zA-Z]|\b)midwold(e|a)(?:[^a-zA-Z]|\b),Midwolda,28,10356,3,11,0.2727272727272727
(?:[^a-zA-Z]|\b)midwoud(?:[^a-zA-Z]|\b),Midwoud,422,10924,0,5,0.0
(?:[^a-zA-Z]|\b)mierlo(?:[^a-zA-Z]|\b),Mierlo,814,10215,0,8,0.0
(?:[^a-zA-Z]|\b)m(ij|y)drecht(?:[^a-zA-Z]|\b),Mijdrecht,336,11379,8,60,0.13333333333333333
(?:[^a-zA-Z]|\b)m(ij|y)nsheerenland(?:[^a-zA-Z]|\b),Mijnsheerenland,564,11112,0,11,0.0
(?:[^a-zA-Z]|\b)mil(l|l.?en.?(st.?|sint).?hubert)(?:[^a-zA-Z]|\b),Mill en Sint Hubert,815,10535,2,42,0.047619047619047616
(?:[^a-zA-Z]|\b)millingen(?:[^a-zA-Z]|\b),Millingen,1259,10072,5,10,0.5
(?:[^a-zA-Z]|\b)moer(c|k)apelle(?:[^a-zA-Z]|\b),Moergestel,816,11191,0,6,0.0
(?:[^a-zA-Z]|\b)moergestel(?:[^a-zA-Z]|\b),Moerkapelle,560,11383,4,6,0.6666666666666666
(?:[^a-zA-Z]|\b)molenaarsgraaf(?:[^a-zA-Z]|\b),Molenaarsgraaf,561,10166,0,2,0.0
(?:[^a-zA-Z]|\b)monni.?kendam(?:[^a-zA-Z]|\b),Monnickendam,423,10983,6,41,0.14634146341463414
(?:[^a-zA-Z]|\b)monster(?:[^a-zA-Z]|\b),Monster,562,10019,5,44,0.11363636363636363
(?:[^a-zA-Z]|\b)montfoort(?:[^a-zA-Z]|\b),Montfoort,335,10033,6,39,0.15384615384615385
(?:[^a-zA-Z]|\b)montfort(?:[^a-zA-Z]|\b),Montfort,943,10266,0,0,0.0
(?:[^a-zA-Z]|\b)mook.?en.?middelaar(?:[^a-zA-Z]|\b),Mook en Middelaar,944,10271,0,0,0.0
(?:[^a-zA-Z]|\b)moordrecht(?:[^a-zA-Z]|\b),Moordrecht,563,10120,6,26,0.23076923076923078
(?:[^a-zA-Z]|\b)muiden(?:[^a-zA-Z]|\b),Muiden,424,10958,5,35,0.14285714285714285
(?:[^a-zA-Z]|\b)munstergeleen(?:[^a-zA-Z]|\b),Munstergeleen,945,10273,0,1,0.0
(?:[^a-zA-Z]|\b)muntendam(?:[^a-zA-Z]|\b),Muntendam,29,10550,2,29,0.06896551724137931
(?:[^a-zA-Z]|\b)naaldw(ij|y)k(?:[^a-zA-Z]|\b),Naaldwijk,565,11418,2,42,0.047619047619047616
(?:[^a-zA-Z]|\b)naarden(?:[^a-zA-Z]|\b),Naarden,425,10187,6,27,0.2222222222222222
(?:[^a-zA-Z]|\b)nederhemert(?:[^a-zA-Z]|\b),Nederhemert,1115,10310,1,3,0.3333333333333333
(?:[^a-zA-Z]|\b)nederhorst.?den.?berg(?:[^a-zA-Z]|\b),Nederhorst den Berg,426,10715,2,12,0.16666666666666666
(?:[^a-zA-Z]|\b)nederweert(?:[^a-zA-Z]|\b),Nederweert,946,10681,1,9,0.1111111111111111
(?:[^a-zA-Z]|\b)neede(?:[^a-zA-Z]|\b),Neede,266,10367,1,6,0.16666666666666666
(?:[^a-zA-Z]|\b)neer(?:[^a-zA-Z]|\b),Neer,947,10682,8,96,0.08333333333333333
(?:[^a-zA-Z]|\b)neeritter(?:[^a-zA-Z]|\b),Neeritter,1116,11001,0,1,0.0
(?:[^a-zA-Z]|\b)neuzen(?:[^a-zA-Z]|\b),Nibbixwoud,427,10091,2,25,0.08
(?:[^a-zA-Z]|\b)nibbi(ks|x)woud(?:[^a-zA-Z]|\b),Nieuw- en Sint Joosland,1117,11340,0,0,0.0
(?:[^a-zA-Z]|\b)nieuw.?be(ij|y)erland(?:[^a-zA-Z]|\b),Nieuw-Beijerland,566,10092,4,21,0.19047619047619047
(?:[^a-zA-Z]|\b)nieuwe.?pekela(?:[^a-zA-Z]|\b),Nieuwe Pekela,30,10950,1,7,0.14285714285714285
(?:[^a-zA-Z]|\b)nieuwe.?tonge(?:[^a-zA-Z]|\b),Nieuwe Tonge,1119,10502,0,2,0.0
(?:[^a-zA-Z]|\b)nieuwendam(?:[^a-zA-Z]|\b),Nieuwendam,1120,10177,2,22,0.09090909090909091
(?:[^a-zA-Z]|\b)nieuwenhagen(?:[^a-zA-Z]|\b),Nieuwenhagen,948,10088,0,1,0.0
(?:[^a-zA-Z]|\b)nieuwenhoorn(?:[^a-zA-Z]|\b),Nieuwenhoorn,1121,10338,1,9,0.1111111111111111
(?:[^a-zA-Z]|\b)nieuwe.?niedorp(?:[^a-zA-Z]|\b),Nieuwe-Niedorp,428,10073,0,6,0.0
(?:[^a-zA-Z]|\b)nieuwer.?amstel(?:[^a-zA-Z]|\b),Nieuwer-Amstel,1249,10799,4,26,0.15384615384615385
(?:[^a-zA-Z]|\b)nieuwerkerk(?:[^a-zA-Z]|\b),Nieuwerkerk,1122,10911,2,18,0.1111111111111111
(?:[^a-zA-Z]|\b)nieuwerkerk.?(a.?d|aan.?den?).?(ij|y)ssel(?:[^a-zA-Z]|\b),Nieuwerkerk aan den IJssel,567,10855,1,9,0.1111111111111111
(?:[^a-zA-Z]|\b)nieuwe.?schans(?:[^a-zA-Z]|\b),Nieuweschans,31,10008,0,1,0.0
(?:[^a-zA-Z]|\b)nieuw.?helvoet(?:[^a-zA-Z]|\b),Nieuw-Helvoet,1118,10264,0,14,0.0
(?:[^a-zA-Z]|\b)nieuwkoop(?:[^a-zA-Z]|\b),Nieuwkoop,569,10728,8,37,0.21621621621621623
(?:[^a-zA-Z]|\b)nieuwkuik(?:[^a-zA-Z]|\b),Nieuwkuijk,1123,11278,0,3,0.0
(?:[^a-zA-Z]|\b)nieuwland(?:[^a-zA-Z]|\b),Nieuwland,570,11213,1,27,0.037037037037037035
(?:[^a-zA-Z]|\b)nieuw.?lekkerland(?:[^a-zA-Z]|\b),Nieuw-Lekkerland,571,10547,0,4,0.0
(?:[^a-zA-Z]|\b)nieuwleusen(?:[^a-zA-Z]|\b),Nieuwleusen,170,10384,5,9,0.5555555555555556
(?:[^a-zA-Z]|\b)nieuwolda(?:[^a-zA-Z]|\b),Nieuwolda,32,10126,1,5,0.2
(?:[^a-zA-Z]|\b)nieuwpoort(?:[^a-zA-Z]|\b),Nieuwpoort,572,10748,4,14,0.2857142857142857
(?:[^a-zA-Z]|\b)nieuwstadt(?:[^a-zA-Z]|\b),Nieuwstadt,949,11140,0,1,0.0
(?:[^a-zA-Z]|\b)nieuwveen(?:[^a-zA-Z]|\b),Nieuwveen,573,10487,7,38,0.18421052631578946
(?:[^a-zA-Z]|\b)nieuwvliet(?:[^a-zA-Z]|\b),Nieuwvliet,690,11165,0,3,0.0
(?:[^a-zA-Z]|\b)nieuw.?vo(s|sse)meer(?:[^a-zA-Z]|\b),Nieuw-Vossemeer,818,10401,4,12,0.3333333333333333
(?:[^a-zA-Z]|\b)nigtevecht(?:[^a-zA-Z]|\b),Nigtevecht,337,10160,1,3,0.3333333333333333
(?:[^a-zA-Z]|\b)n(ij|y)eveen(?:[^a-zA-Z]|\b),Nijeveen,121,10774,1,4,0.25
(?:[^a-zA-Z]|\b)n(ij|y)kerk(?:[^a-zA-Z]|\b),Nijkerk,267,10446,8,49,0.16326530612244897
(?:[^a-zA-Z]|\b)n(ij|y)me(gen|eeg.*)(?:[^a-zA-Z]|\b)|(?:[^a-zA-Z]|\b)nijm\.(?:[^a-zA-Z]|\b),Nijmegen,268,11209,47,278,0.16906474820143885
(?:[^a-zA-Z]|\b)nisse(?:[^a-zA-Z]|\b),Nisse,691,11086,0,2,0.0
(?:[^a-zA-Z]|\b)nistelrode(?:[^a-zA-Z]|\b),Nistelrode,819,10094,3,9,0.3333333333333333
(?:[^a-zA-Z]|\b)noorbeek(?:[^a-zA-Z]|\b),Noorbeek,950,10283,0,1,0.0
(?:[^a-zA-Z]|\b)noordbroek(?:[^a-zA-Z]|\b),Noordbroek,1126,10814,0,0,0.0
(?:[^a-zA-Z]|\b)noordd(ij|y)k(?:[^a-zA-Z]|\b),Noorddijk,1127,10979,0,1,0.0
(?:[^a-zA-Z]|\b)noordeloos(?:[^a-zA-Z]|\b),Noordeloos,574,10296,3,16,0.1875
(?:[^a-zA-Z]|\b)noordgouwe(?:[^a-zA-Z]|\b),Noordgouwe,1128,11107,0,3,0.0
(?:[^a-zA-Z]|\b)noord.?scharwoude(?:[^a-zA-Z]|\b),Noord-Scharwoude,1124,10075,0,3,0.0
