Location_Regex,n_both,n_total,Normalized_Mentions
(?:[^a-zA-Z]|\b)everdingen(?:[^a-zA-Z]|\b),3,16,0.1875
(?:[^a-zA-Z]|\b)ew(ij|y)k(?:[^a-zA-Z]|\b),3,14,0.21428571428571427
(?:[^a-zA-Z]|\b)ezinge(?:[^a-zA-Z]|\b),1,3,0.3333333333333333
(?:[^a-zA-Z]|\b)ferwerderadeel(?:[^a-zA-Z]|\b),0,2,0.0
(?:[^a-zA-Z]|\b)f(ij|y)naart|he(ij|y)ningen(?:[^a-zA-Z]|\b),9,22,0.4090909090909091
(?:[^a-zA-Z]|\b)finsterwolde?(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)forth.?bath(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)franeker(?:[^a-zA-Z]|\b),6,68,0.08823529411764706
(?:[^a-zA-Z]|\b)franekeradeel(?:[^a-zA-Z]|\b)|(?:[^a-zA-Z]|\b)frjentsjerteradiel(?:[^a-zA-Z]|\b),1,8,0.125
(?:[^a-zA-Z]|\b)gaasterland(?:[^a-zA-Z]|\b),0,7,0.0
(?:[^a-zA-Z]|\b)gameren(?:[^a-zA-Z]|\b),1,9,0.1111111111111111
(?:[^a-zA-Z]|\b)gassel(?:[^a-zA-Z]|\b),0,1,0.0
(?:[^a-zA-Z]|\b)gasselte(?:[^a-zA-Z]|\b),2,12,0.16666666666666666
(?:[^a-zA-Z]|\b)geertruidenberg(?:[^a-zA-Z]|\b),7,21,0.3333333333333333
(?:[^a-zA-Z]|\b)geervliet(?:[^a-zA-Z]|\b),2,22,0.09090909090909091
(?:[^a-zA-Z]|\b)geffen(?:[^a-zA-Z]|\b),0,8,0.0
(?:[^a-zA-Z]|\b)geldermalsen(?:[^a-zA-Z]|\b),5,19,0.2631578947368421
(?:[^a-zA-Z]|\b)gel(dorp|drop)(?:[^a-zA-Z]|\b),0,5,0.0
(?:[^a-zA-Z]|\b)geleen(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)gemert(?:[^a-zA-Z]|\b),8,28,0.2857142857142857
(?:[^a-zA-Z]|\b)gendringen(?:[^a-zA-Z]|\b),4,6,0.6666666666666666
(?:[^a-zA-Z]|\b)genemuiden(?:[^a-zA-Z]|\b),7,23,0.30434782608695654
(?:[^a-zA-Z]|\b)gennep(?:[^a-zA-Z]|\b),9,56,0.16071428571428573
(?:[^a-zA-Z]|\b)gend?t(?:[^a-zA-Z]|\b),9,85,0.10588235294117647
(?:[^a-zA-Z]|\b)gestel(?:[^a-zA-Z]|\b)|(?:[^a-zA-Z]|\b)blaarthem(?:[^a-zA-Z]|\b),13,98,0.1326530612244898
(?:[^a-zA-Z]|\b)geu(l|lle)(?:[^a-zA-Z]|\b),1,6,0.16666666666666666
(?:[^a-zA-Z]|\b)giessen(?:[^a-zA-Z]|\b),9,43,0.20930232558139536
(?:[^a-zA-Z]|\b)giessen.?nieuwkerk(?:[^a-zA-Z]|\b),0,1,0.0
(?:[^a-zA-Z]|\b)giessendam(?:[^a-zA-Z]|\b),4,25,0.16
(?:[^a-zA-Z]|\b)gieten(?:[^a-zA-Z]|\b),7,16,0.4375
(?:[^a-zA-Z]|\b)giethoorn(?:[^a-zA-Z]|\b),7,16,0.4375
(?:[^a-zA-Z]|\b)gilze.?en.?r(ij|y)en(?:[^a-zA-Z]|\b),0,3,0.0
(?:[^a-zA-Z]|\b)ginneken(?:[^a-zA-Z]|\b)|(?:[^a-zA-Z]|\b)bavel(?:[^a-zA-Z]|\b),9,36,0.25
(?:[^a-zA-Z]|\b)goedereede(?:[^a-zA-Z]|\b),0,21,0.0
(?:[^a-zA-Z]|\b)g(h?)oes(ch?)(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)goirle(?:[^a-zA-Z]|\b),0,5,0.0
(?:[^a-zA-Z]|\b)goor(?:[^a-zA-Z]|\b),8,55,0.14545454545454545
(?:[^a-zA-Z]|\b)gorinchem(?:[^a-zA-Z]|\b),68,194,0.35051546391752575
(?:[^a-zA-Z]|\b)gorssel(?:[^a-zA-Z]|\b),0,2,0.0
(?:[^a-zA-Z]|\b)gouda(?:[^a-zA-Z]|\b),256,473,0.5412262156448203
(?:[^a-zA-Z]|\b)gouderak(?:[^a-zA-Z]|\b),3,17,0.17647058823529413
(?:[^a-zA-Z]|\b)goudriaan(?:[^a-zA-Z]|\b),2,28,0.07142857142857142
(?:[^a-zA-Z]|\b)goudswaard(?:[^a-zA-Z]|\b),1,32,0.03125
(?:[^a-zA-Z]|\b)graauw(?:[^a-zA-Z]|\b)|(?:[^a-zA-Z]|\b)langendam(?:[^a-zA-Z]|\b),1,19,0.05263157894736842
(?:[^a-zA-Z]|\b)grafhorst(?:[^a-zA-Z]|\b),3,6,0.5
(?:[^a-zA-Z]|\b)graft(?:[^a-zA-Z]|\b),2,17,0.11764705882352941
(?:[^a-zA-Z]|\b)gramsbergen(?:[^a-zA-Z]|\b),2,2,1.0
(?:[^a-zA-Z]|\b)grathem(?:[^a-zA-Z]|\b),0,1,0.0
(?:[^a-zA-Z]|\b)grave(?:[^a-zA-Z]|\b),8,65,0.12307692307692308
(?:[^a-zA-Z]|\b)grevenbicht(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)gr(ij|y)pskerk(?:[^a-zA-Z]|\b),3,12,0.25
(?:[^a-zA-Z]|\b)gr(ij|y)pskerke(?:[^a-zA-Z]|\b),0,3,0.0
(?:[^a-zA-Z]|\b)groede(?:[^a-zA-Z]|\b),0,1,0.0
(?:[^a-zA-Z]|\b)groenlo(?:[^a-zA-Z]|\b),2,25,0.08
(?:[^a-zA-Z]|\b)groesbeek(?:[^a-zA-Z]|\b),1,2,0.5
(?:[^a-zA-Z]|\b)gr(ö|o)ning(s|en|\.)(?:[^a-zA-Z]|\b),266,768,0.3463541666666667
(?:[^a-zA-Z]|\b)grons(f|v)eld(?:[^a-zA-Z]|\b),0,1,0.0
(?:[^a-zA-Z]|\b)groot.?ammers(?:[^a-zA-Z]|\b),0,7,0.0
(?:[^a-zA-Z]|\b)grootebroek(?:[^a-zA-Z]|\b),4,15,0.26666666666666666
(?:[^a-zA-Z]|\b)grootegast(?:[^a-zA-Z]|\b),1,5,0.2
(?:[^a-zA-Z]|\b)grubbenvorst(?:[^a-zA-Z]|\b),0,1,0.0
(?:[^a-zA-Z]|\b)gulpen(?:[^a-zA-Z]|\b),3,3,1.0
(?:[^a-zA-Z]|\b)haaften(?:[^a-zA-Z]|\b),21,63,0.3333333333333333
(?:[^a-zA-Z]|\b)haaksbergen(?:[^a-zA-Z]|\b),1,10,0.1
(?:[^a-zA-Z]|\b)haamstede(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)haaren(?:[^a-zA-Z]|\b),0,11,0.0
(?:[^a-zA-Z]|\b)ha.?rlem|haarl(am|\.)(?:[^a-zA-Z]|\b),235,813,0.2890528905289053
(?:[^a-zA-Z]|\b)haarlemmerliede.?en.?spaarnwoude(?:[^a-zA-Z]|\b),1,12,0.08333333333333333
(?:[^a-zA-Z]|\b)haarlemmermeer(?:[^a-zA-Z]|\b),20,76,0.2631578947368421
(?:[^a-zA-Z]|\b)haarzuilens(?:[^a-zA-Z]|\b),1,19,0.05263157894736842
(?:[^a-zA-Z]|\b)haastrecht(?:[^a-zA-Z]|\b),8,33,0.24242424242424243
(?:[^a-zA-Z]|\b)haelen(?:[^a-zA-Z]|\b),0,1,0.0
(?:[^a-zA-Z]|\b)hagestein(?:[^a-zA-Z]|\b),1,12,0.08333333333333333
(?:[^a-zA-Z]|\b)halsteren(?:[^a-zA-Z]|\b),6,7,0.8571428571428571
(?:[^a-zA-Z]|\b)den.?ham(?:[^a-zA-Z]|\b),9,33,0.2727272727272727
(?:[^a-zA-Z]|\b)haps(?:[^a-zA-Z]|\b),4,10,0.4
(?:[^a-zA-Z]|\b)hardenberg(?:[^a-zA-Z]|\b),15,35,0.42857142857142855
(?:[^a-zA-Z]|\b)hardenberg(?:[^a-zA-Z]|\b),15,35,0.42857142857142855
(?:[^a-zA-Z]|\b)harderw(ij|y)k(?:[^a-zA-Z]|\b),19,74,0.25675675675675674
(?:[^a-zA-Z]|\b)hardinxveld(?:[^a-zA-Z]|\b),5,32,0.15625
(?:[^a-zA-Z]|\b)haren(?:[^a-zA-Z]|\b),63,519,0.12138728323699421
(?:[^a-zA-Z]|\b)harenkarspel(?:[^a-zA-Z]|\b),0,1,0.0
(?:[^a-zA-Z]|\b)harlingen(?:[^a-zA-Z]|\b),51,301,0.16943521594684385
(?:[^a-zA-Z]|\b)harmelen(?:[^a-zA-Z]|\b),1,7,0.14285714285714285
(?:[^a-zA-Z]|\b)haskerland(?:[^a-zA-Z]|\b),4,12,0.3333333333333333
(?:[^a-zA-Z]|\b)hasselt(?:[^a-zA-Z]|\b),35,131,0.26717557251908397
(?:[^a-zA-Z]|\b)hattem(?:[^a-zA-Z]|\b),3,27,0.1111111111111111
(?:[^a-zA-Z]|\b)havelte(?:[^a-zA-Z]|\b),0,2,0.0
(?:[^a-zA-Z]|\b)hazerswoude(?:[^a-zA-Z]|\b),8,39,0.20512820512820512
(?:[^a-zA-Z]|\b)hedel(?:[^a-zA-Z]|\b),2,7,0.2857142857142857
(?:[^a-zA-Z]|\b)hedikhuizen(?:[^a-zA-Z]|\b),0,1,0.0
(?:[^a-zA-Z]|\b)heel.?en.?panheel(?:[^a-zA-Z]|\b),0,1,0.0
(?:[^a-zA-Z]|\b)heemskerk(?:[^a-zA-Z]|\b),18,97,0.18556701030927836
(?:[^a-zA-Z]|\b)heemstede(?:[^a-zA-Z]|\b),2,36,0.05555555555555555
(?:[^a-zA-Z]|\b)heenvliet(?:[^a-zA-Z]|\b),0,13,0.0
(?:[^a-zA-Z]|\b)heer(?:[^a-zA-Z]|\b),415,3509,0.11826731262467939
(?:[^a-zA-Z]|\b)heerde(?:[^a-zA-Z]|\b),1,19,0.05263157894736842
(?:[^a-zA-Z]|\b)heerewaarden(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)heerhugowaard(?:[^a-zA-Z]|\b),0,7,0.0
(?:[^a-zA-Z]|\b)heerjansdam(?:[^a-zA-Z]|\b),3,16,0.1875
(?:[^a-zA-Z]|\b)heerlen(?:[^a-zA-Z]|\b),0,1,0.0
(?:[^a-zA-Z]|\b)heesbeen(?:[^a-zA-Z]|\b)|(?:[^a-zA-Z]|\b)eethen(?:[^a-zA-Z]|\b)|(?:[^a-zA-Z]|\b)genderen(?:[^a-zA-Z]|\b),0,12,0.0
(?:[^a-zA-Z]|\b)heesch(?:[^a-zA-Z]|\b),2,18,0.1111111111111111
(?:[^a-zA-Z]|\b)heesw(ij|y)k(?:[^a-zA-Z]|\b),0,5,0.0
(?:[^a-zA-Z]|\b)heeze(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)hei.?.?en.?boeicop(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)he(ij|y)thu(ij|y)(s|z)en(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)heille(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)heiloo?(?:[^a-zA-Z]|\b),2,7,0.2857142857142857
(?:[^a-zA-Z]|\b)heinenoord(?:[^a-zA-Z]|\b),1,20,0.05
(?:[^a-zA-Z]|\b)heinkenszand(?:[^a-zA-Z]|\b),1,14,0.07142857142857142
(?:[^a-zA-Z]|\b)heino(?:[^a-zA-Z]|\b),1,5,0.2
(?:[^a-zA-Z]|\b)hekelingen(?:[^a-zA-Z]|\b),2,10,0.2
(?:[^a-zA-Z]|\b)hekendorp(?:[^a-zA-Z]|\b),2,18,0.1111111111111111
(?:[^a-zA-Z]|\b)helden(?:[^a-zA-Z]|\b),1,43,0.023255813953488372
(?:[^a-zA-Z]|\b)helder(?:[^a-zA-Z]|\b),28,221,0.12669683257918551
(?:[^a-zA-Z]|\b)hellendoorn(?:[^a-zA-Z]|\b),7,12,0.5833333333333334
(?:[^a-zA-Z]|\b)hellevoetsluis(?:[^a-zA-Z]|\b),21,173,0.12138728323699421
(?:[^a-zA-Z]|\b)helmond(?:[^a-zA-Z]|\b),18,68,0.2647058823529412
(?:[^a-zA-Z]|\b)nieuw.?helvoet(?:[^a-zA-Z]|\b),0,14,0.0
(?:[^a-zA-Z]|\b)helvoirt(?:[^a-zA-Z]|\b),0,8,0.0
(?:[^a-zA-Z]|\b)hemelumer.?oldephaert.?en.?noordwolde(?:[^a-zA-Z]|\b),3,4,0.75
(?:[^a-zA-Z]|\b)hemmen(?:[^a-zA-Z]|\b),4,5,0.8
(?:[^a-zA-Z]|\b)hendrik.?ido.?ambacht(?:[^a-zA-Z]|\b),2,10,0.2
(?:[^a-zA-Z]|\b)hengeloo?(?:[^a-zA-Z]|\b),18,70,0.2571428571428571
(?:[^a-zA-Z]|\b)hengeloo?(?:[^a-zA-Z]|\b),18,70,0.2571428571428571
(?:[^a-zA-Z]|\b)hengstd(ij|y)k(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)hennaarderadeel(?:[^a-zA-Z]|\b),0,2,0.0
(?:[^a-zA-Z]|\b)hensbroek(?:[^a-zA-Z]|\b),0,7,0.0
(?:[^a-zA-Z]|\b)herkenbosch.?en.?melick(?:[^a-zA-Z]|\b)|(?:[^a-zA-Z]|\b)melick.?en.?herkenbosch(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)herkingen(?:[^a-zA-Z]|\b),4,13,0.3076923076923077
(?:[^a-zA-Z]|\b)herpen(?:[^a-zA-Z]|\b),0,7,0.0
(?:[^a-zA-Z]|\b)herpt(?:[^a-zA-Z]|\b),3,6,0.5
(?:[^a-zA-Z]|\b)herten(?:[^a-zA-Z]|\b),3,7,0.42857142857142855
(?:[^a-zA-Z]|\b)herwen.?en.?aerdt(?:[^a-zA-Z]|\b),0,1,0.0
(?:[^a-zA-Z]|\b)herw(ij|y)nen(?:[^a-zA-Z]|\b),3,17,0.17647058823529413
(?:[^a-zA-Z]|\b)heteren(?:[^a-zA-Z]|\b),7,36,0.19444444444444445
(?:[^a-zA-Z]|\b)heukelum(?:[^a-zA-Z]|\b),0,3,0.0
(?:[^a-zA-Z]|\b)heumen(?:[^a-zA-Z]|\b),0,11,0.0
(?:[^a-zA-Z]|\b)heusden(?:[^a-zA-Z]|\b),10,47,0.2127659574468085
(?:[^a-zA-Z]|\b)hillegersberg(?:[^a-zA-Z]|\b),2,25,0.08
(?:[^a-zA-Z]|\b)hillegom(?:[^a-zA-Z]|\b),9,48,0.1875
(?:[^a-zA-Z]|\b)hilvarenbeek(?:[^a-zA-Z]|\b),0,10,0.0
(?:[^a-zA-Z]|\b)hilversum(?:[^a-zA-Z]|\b),11,62,0.1774193548387097
(?:[^a-zA-Z]|\b)hindeloopen(?:[^a-zA-Z]|\b),3,17,0.17647058823529413
(?:[^a-zA-Z]|\b)hoedekenskerke(?:[^a-zA-Z]|\b),3,8,0.375
(?:[^a-zA-Z]|\b)hoek(?:[^a-zA-Z]|\b),32,359,0.08913649025069638
(?:[^a-zA-Z]|\b)hoenkoop(?:[^a-zA-Z]|\b),1,6,0.16666666666666666
(?:[^a-zA-Z]|\b)hoensbroek(?:[^a-zA-Z]|\b),1,4,0.25
(?:[^a-zA-Z]|\b)hoevelaken(?:[^a-zA-Z]|\b),2,5,0.4
(?:[^a-zA-Z]|\b)hoeven(?:[^a-zA-Z]|\b),14,112,0.125
(?:[^a-zA-Z]|\b)hof.?van.?delft(?:[^a-zA-Z]|\b),3,19,0.15789473684210525
(?:[^a-zA-Z]|\b)holten(?:[^a-zA-Z]|\b),1,13,0.07692307692307693
(?:[^a-zA-Z]|\b)hontenisse(?:[^a-zA-Z]|\b),0,1,0.0
(?:[^a-zA-Z]|\b)hoofdplaat(?:[^a-zA-Z]|\b),0,6,0.0
(?:[^a-zA-Z]|\b)hoog.?blokland(?:[^a-zA-Z]|\b),3,10,0.3
(?:[^a-zA-Z]|\b)hoogeloo(n|n.?.?hapert.?e?n?.?casteren)(?:[^a-zA-Z]|\b),0,2,0.0
(?:[^a-zA-Z]|\b)hooge.?mierde|hooge.?en.?lage.?mierde(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)hoogeveen(?:[^a-zA-Z]|\b),17,109,0.1559633027522936
(?:[^a-zA-Z]|\b)hoogezand(?:[^a-zA-Z]|\b),2,16,0.125
(?:[^a-zA-Z]|\b)hoogkarspel(?:[^a-zA-Z]|\b),0,2,0.0
(?:[^a-zA-Z]|\b)hoogkerk(?:[^a-zA-Z]|\b),2,8,0.25
(?:[^a-zA-Z]|\b)hoogland(?:[^a-zA-Z]|\b),5,55,0.09090909090909091
(?:[^a-zA-Z]|\b)hoogvliet(?:[^a-zA-Z]|\b),2,25,0.08
(?:[^a-zA-Z]|\b)hoogwoud(?:[^a-zA-Z]|\b),2,8,0.25
(?:[^a-zA-Z]|\b)hoorn(?:[^a-zA-Z]|\b),33,200,0.165
(?:[^a-zA-Z]|\b)hoornaar(?:[^a-zA-Z]|\b),1,1,1.0
(?:[^a-zA-Z]|\b)horn(?:[^a-zA-Z]|\b),1,14,0.07142857142857142
(?:[^a-zA-Z]|\b)horssen(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)horst(?:[^a-zA-Z]|\b),3,70,0.04285714285714286
(?:[^a-zA-Z]|\b)houten(?:[^a-zA-Z]|\b),18,147,0.12244897959183673
(?:[^a-zA-Z]|\b)houthem(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)huij?bergen(?:[^a-zA-Z]|\b),0,3,0.0
(?:[^a-zA-Z]|\b)huisselin(g|g.?e?n?neerloon)(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)huissen(?:[^a-zA-Z]|\b),1,10,0.1
(?:[^a-zA-Z]|\b)huizen(?:[^a-zA-Z]|\b),48,308,0.15584415584415584
(?:[^a-zA-Z]|\b)hulsberg(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)hulst(?:[^a-zA-Z]|\b),6,59,0.1016949152542373
(?:[^a-zA-Z]|\b)hummelo.?en.?keppel(?:[^a-zA-Z]|\b),1,1,1.0
(?:[^a-zA-Z]|\b)hunsel(?:[^a-zA-Z]|\b),0,1,0.0
(?:[^a-zA-Z]|\b)hurwenen(?:[^a-zA-Z]|\b),2,6,0.3333333333333333
(?:[^a-zA-Z]|\b)idaarderadeel(?:[^a-zA-Z]|\b),2,11,0.18181818181818182
(?:[^a-zA-Z]|\b)(ij|y)erseke(?:[^a-zA-Z]|\b),0,3,0.0
(?:[^a-zA-Z]|\b)(ij|y)lst(?:[^a-zA-Z]|\b),1,16,0.0625
(?:[^a-zA-Z]|\b)(ij|y)sselmonde(?:[^a-zA-Z]|\b),4,31,0.12903225806451613
(?:[^a-zA-Z]|\b)(ij|y)sselmuiden(?:[^a-zA-Z]|\b),10,19,0.5263157894736842
(?:[^a-zA-Z]|\b)(ij|y)sselstein(?:[^a-zA-Z]|\b),5,33,0.15151515151515152
(?:[^a-zA-Z]|\b)(ij|y)zend(ij|y)ke(?:[^a-zA-Z]|\b),4,16,0.25
(?:[^a-zA-Z]|\b)(ij|y)zendoorn(?:[^a-zA-Z]|\b),0,15,0.0
(?:[^a-zA-Z]|\b)ilpendam(?:[^a-zA-Z]|\b),0,3,0.0
(?:[^a-zA-Z]|\b)itteren(?:[^a-zA-Z]|\b),0,3,0.0
(?:[^a-zA-Z]|\b)ittervoort(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)jaarsveld(?:[^a-zA-Z]|\b),4,19,0.21052631578947367
(?:[^a-zA-Z]|\b)jabeek(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)jisp(?:[^a-zA-Z]|\b),0,3,0.0
(?:[^a-zA-Z]|\b)jutphaas(?:[^a-zA-Z]|\b),5,25,0.2
(?:[^a-zA-Z]|\b)kamerik(?:[^a-zA-Z]|\b),10,30,0.3333333333333333
(?:[^a-zA-Z]|\b)kampen(?:[^a-zA-Z]|\b),182,463,0.3930885529157667
(?:[^a-zA-Z]|\b)kamperveen(?:[^a-zA-Z]|\b),2,4,0.5
(?:[^a-zA-Z]|\b)kantens(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)kapelle(?:[^a-zA-Z]|\b),1,3,0.3333333333333333
(?:[^a-zA-Z]|\b)katendrecht(?:[^a-zA-Z]|\b),3,41,0.07317073170731707
(?:[^a-zA-Z]|\b)kats(?:[^a-zA-Z]|\b),0,4,0.0
(?:[^a-zA-Z]|\b)kattend(ij|y)ke(?:[^a-zA-Z]|\b),0,2,0.0
(?:[^a-zA-Z]|\b)katw(ij|y)k(?:[^a-zA-Z]|\b),11,44,0.25
(?:[^a-zA-Z]|\b)katwoude(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)kedichem(?:[^a-zA-Z]|\b),0,2,0.0
(?:[^a-zA-Z]|\b)kerkrade(?:[^a-zA-Z]|\b),1,9,0.1111111111111111
(?:[^a-zA-Z]|\b)kerkwerve(?:[^a-zA-Z]|\b),0,5,0.0
(?:[^a-zA-Z]|\b)kerkw(ij|y)k(?:[^a-zA-Z]|\b),7,30,0.23333333333333334
(?:[^a-zA-Z]|\b)kessel(?:[^a-zA-Z]|\b),1,20,0.05
(?:[^a-zA-Z]|\b)kesteren(?:[^a-zA-Z]|\b),0,12,0.0
(?:[^a-zA-Z]|\b)kethel.?en.?spaland(?:[^a-zA-Z]|\b),2,13,0.15384615384615385
(?:[^a-zA-Z]|\b)klaaswaal(?:[^a-zA-Z]|\b),1,22,0.045454545454545456
(?:[^a-zA-Z]|\b)klimmen(?:[^a-zA-Z]|\b),4,22,0.18181818181818182
(?:[^a-zA-Z]|\b)kloetinge(?:[^a-zA-Z]|\b),0,1,0.0
(?:[^a-zA-Z]|\b)kloosterburen(?:[^a-zA-Z]|\b),0,2,0.0
(?:[^a-zA-Z]|\b)klundert(?:[^a-zA-Z]|\b),9,27,0.3333333333333333
(?:[^a-zA-Z]|\b)kockengen(?:[^a-zA-Z]|\b),13,34,0.38235294117647056
(?:[^a-zA-Z]|\b)koed(ij|y)k(?:[^a-zA-Z]|\b),0,2,0.0
(?:[^a-zA-Z]|\b)koewacht(?:[^a-zA-Z]|\b),1,1,1.0
(?:[^a-zA-Z]|\b)kollumerland(?:[^a-zA-Z]|\b)|(?:[^a-zA-Z]|\b)nieuwkruisland(?:[^a-zA-Z]|\b),2,8,0.25
(?:[^a-zA-Z]|\b)koog.?(aan.?de|a.?d.?).?zaan(?:[^a-zA-Z]|\b),2,26,0.07692307692307693
(?:[^a-zA-Z]|\b)kortenhoef(?:[^a-zA-Z]|\b),1,3,0.3333333333333333
(?:[^a-zA-Z]|\b)kortgene(?:[^a-zA-Z]|\b),0,3,0.0
(?:[^a-zA-Z]|\b)koudekerk(?:[^a-zA-Z]|\b),4,22,0.18181818181818182
(?:[^a-zA-Z]|\b)koudekerke(?:[^a-zA-Z]|\b),3,25,0.12
(?:[^a-zA-Z]|\b)krabbend(ij|y)ke(?:[^a-zA-Z]|\b),0,7,0.0
(?:[^a-zA-Z]|\b)kralingen(?:[^a-zA-Z]|\b),9,71,0.1267605633802817
(?:[^a-zA-Z]|\b)krimpen.?(a.?d.?|aan.?den?).?(ij|y)ssel(?:[^a-zA-Z]|\b),9,33,0.2727272727272727
(?:[^a-zA-Z]|\b)krimpen.?(aan.?de|a.?d.?).?lek(?:[^a-zA-Z]|\b),2,15,0.13333333333333333
(?:[^a-zA-Z]|\b)krommenie(?:[^a-zA-Z]|\b),5,36,0.1388888888888889
(?:[^a-zA-Z]|\b)kruiningen(?:[^a-zA-Z]|\b),0,3,0.0
(?:[^a-zA-Z]|\b)kuinre(?:[^a-zA-Z]|\b),3,6,0.5
(?:[^a-zA-Z]|\b)kwad(ij|y)k(?:[^a-zA-Z]|\b),0,1,0.0
(?:[^a-zA-Z]|\b)laag.?nieuwkoop(?:[^a-zA-Z]|\b),6,23,0.2608695652173913
(?:[^a-zA-Z]|\b)landsmeer(?:[^a-zA-Z]|\b),1,3,0.3333333333333333
(?:[^a-zA-Z]|\b)langbroek(?:[^a-zA-Z]|\b),2,14,0.14285714285714285
(?:[^a-zA-Z]|\b)langerak(?:[^a-zA-Z]|\b),6,17,0.35294117647058826
(?:[^a-zA-Z]|\b)lange.?ruige.?weide(?:[^a-zA-Z]|\b),1,8,0.125
(?:[^a-zA-Z]|\b)laren(?:[^a-zA-Z]|\b),10,34,0.29411764705882354
(?:[^a-zA-Z]|\b)laren(?:[^a-zA-Z]|\b),10,34,0.29411764705882354
(?:[^a-zA-Z]|\b)leek(?:[^a-zA-Z]|\b),9,71,0.1267605633802817
(?:[^a-zA-Z]|\b)leende(?:[^a-zA-Z]|\b),0,4,0.0
(?:[^a-zA-Z]|\b)leens(?:[^a-zA-Z]|\b),2,4,0.5
(?:[^a-zA-Z]|\b)leerbroek(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)leerdam(?:[^a-zA-Z]|\b),8,55,0.14545454545454545
(?:[^a-zA-Z]|\b)leersum(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)l(eeu|iw|ieu)ward(en|\.)(?:[^a-zA-Z]|\b)|(?:[^a-zA-Z]|\b)ljouwert (?:[^a-zA-Z]|\b),77,460,0.1673913043478261
(?:[^a-zA-Z]|\b)leeuwarderadeel(?:[^a-zA-Z]|\b),1,8,0.125
(?:[^a-zA-Z]|\b)le(i|y)den|leid(s|sch)e(?:[^a-zA-Z]|\b),314,968,0.3243801652892562
(?:[^a-zA-Z]|\b)le(ij?|y)derdorp(?:[^a-zA-Z]|\b),13,46,0.2826086956521739
(?:[^a-zA-Z]|\b)leimuiden(?:[^a-zA-Z]|\b),5,24,0.20833333333333334
(?:[^a-zA-Z]|\b)lekkerkerk(?:[^a-zA-Z]|\b),3,27,0.1111111111111111
(?:[^a-zA-Z]|\b)nieuw.?lekkerland(?:[^a-zA-Z]|\b),0,4,0.0
(?:[^a-zA-Z]|\b)lemsterland(?:[^a-zA-Z]|\b),3,14,0.21428571428571427
(?:[^a-zA-Z]|\b)leusden(?:[^a-zA-Z]|\b),2,12,0.16666666666666666
(?:[^a-zA-Z]|\b)lexmond(?:[^a-zA-Z]|\b),1,19,0.05263157894736842
(?:[^a-zA-Z]|\b)lichtenvoorde(?:[^a-zA-Z]|\b),0,2,0.0
(?:[^a-zA-Z]|\b)liempde(?:[^a-zA-Z]|\b),4,10,0.4
(?:[^a-zA-Z]|\b)lienden(?:[^a-zA-Z]|\b),0,9,0.0
(?:[^a-zA-Z]|\b)de.?lier(?:[^a-zA-Z]|\b),0,17,0.0
(?:[^a-zA-Z]|\b)lierop(?:[^a-zA-Z]|\b),0,2,0.0
(?:[^a-zA-Z]|\b)lieshout(?:[^a-zA-Z]|\b),1,7,0.14285714285714285
(?:[^a-zA-Z]|\b)limbricht(?:[^a-zA-Z]|\b),0,1,0.0
(?:[^a-zA-Z]|\b)limmen(?:[^a-zA-Z]|\b),2,8,0.25
(?:[^a-zA-Z]|\b)linden(?:[^a-zA-Z]|\b),9,99,0.09090909090909091
(?:[^a-zA-Z]|\b)groote.?lindt(?:[^a-zA-Z]|\b),0,9,0.0
(?:[^a-zA-Z]|\b)linne(?:[^a-zA-Z]|\b),1,9,0.1111111111111111
