Location_Regex,n_both,n_total,Normalized_Mentions
rhenen,2,28,0.07142857142857142
rh?(ij|y)nsburg,6,23,0.2608695652173913
rhoon,3,26,0.11538461538461539
ridderkerk,7,37,0.1891891891891892
riethoven,0,0,0.0
rietveld,10,60,0.16666666666666666
r(ij|y)ckholt,0,0,0.0
r(ij|y)nsaterwoude,1,10,0.1
r(ij|y)p,109,679,0.16053019145802652
r(ij|y)sbergen,0,7,0.0
r(ij|y)senburg,4,10,0.4
r(ij|y)ssen,2,8,0.25
r(ij|y)sw(ij|y)k,16,77,0.2077922077922078
r(ij|y)sw(ij|y)k,16,77,0.2077922077922078
rilland,0,2,0.0
rimburg,0,1,0.0
ritthem,0,6,0.0
rockanje,2,12,0.16666666666666666
roden,10,47,0.2127659574468085
roermond,28,111,0.25225225225225223
roggel,0,7,0.0
rolde,1,15,0.06666666666666667
roosteren,0,1,0.0
roo?(s|z)endaal,35,151,0.23178807947019867
roo(s|z)endaal.?en.?nispen,0,0,0.0
rosmalen,5,28,0.17857142857142858
rossum,5,33,0.15151515151515152
rott.?rdam|rott\.,335,2343,0.14297908664105846
rozenburg,4,37,0.10810810810810811
rucphen,4,9,0.4444444444444444
ruinen,2,18,0.1111111111111111
ruinerwold,1,9,0.1111111111111111
ruurlo,0,0,0.0
ruwiel,1,19,0.05263157894736842
s.?graveland,6,16,0.375
s.?graven?moer,2,10,0.2
s.?gravendeel,4,33,0.12121212121212122
graven.?hage|haag.*|s.?hage|grave\.,400,1632,0.24509803921568626
s.?graven?polder,0,5,0.0
s.?grave(s|z)ande,5,44,0.11363636363636363
s.?heer.?abtskerke,0,2,0.0
s.?heer.?arendskerke,0,0,0.0
s.?heerenhoek,0,0,0.0
hert.?ogenbosch|(s|den).?bosch,88,473,0.18604651162790697
sambeek,0,2,0.0
sappemeer,1,6,0.16666666666666666
sas.?van.?gent,0,1,0.0
sassenheim,6,26,0.23076923076923078
schaesbergh?,0,0,0.0
schagen,3,55,0.05454545454545454
scha(ij|y)k,2,7,0.2857142857142857
schalkw(ij|y)k,5,22,0.22727272727272727
scheemda,0,0,0.0
schellinkhout,0,1,0.0
schelluinen,0,3,0.0
schermerhorn,0,0,0.0
scherpenisse,0,0,0.0
scherpenzeel,2,13,0.15384615384615385
schiebroek,1,15,0.06666666666666667
schieda(m|ams.?),258,695,0.3712230215827338
schiermonnikoog,2,8,0.25
sch(ij|y)ndel,2,7,0.2857142857142857
schimmert,0,1,0.0
schin.?op.?geulle,0,1,0.0
schinnen,0,1,0.0
schinveld,0,1,0.0
schipluiden,6,30,0.2
schoond(ij|y)ke,1,14,0.07142857142857142
schoonhoven,8,95,0.08421052631578947
schoonrewoerd,1,4,0.25
schoorl,0,6,0.0
schore,1,21,0.047619047619047616
schoten,78,430,0.1813953488372093
schoterland,6,12,0.5
serooskerke,4,31,0.12903225806451613
serooskerke,4,31,0.12903225806451613
sevenum,0,5,0.0
s(ij|y)bekarspel,0,3,0.0
simpelveld,0,1,0.0
(st.?|sint).?maarten,2,12,0.16666666666666666
(st.?|sint).?pancras,1,3,0.3333333333333333
sittard,2,10,0.2
sleen,1,24,0.041666666666666664
slenaken,0,1,0.0
sliedrecht,17,91,0.18681318681318682
slochteren,1,6,0.16666666666666666
sloten,241,1639,0.14704087858450274
sloten,241,1639,0.14704087858450274
sluipw(ij|y)k,1,10,0.1
sluis,63,585,0.1076923076923077
smallingerland,0,2,0.0
smilde,7,33,0.21212121212121213
sneek,18,146,0.1232876712328767
snelrewaard,2,16,0.125
soerendon(k|k.?.?sterksel.?e?n?.?gastel),0,0,0.0
soest,13,73,0.1780821917808219
someren,2,16,0.125
sommelsd(ij|y)k,3,29,0.10344827586206896
so(n|n.?e?n?.?breugel),400,2282,0.175284837861525
spaarndam,16,34,0.47058823529411764
spanbroek,4,10,0.4
spaubeek,0,1,0.0
sp(ij|y)kenisse,3,17,0.17647058823529413
sprang,5,18,0.2777777777777778
(st.?|sint).?anna.?ter.?muiden,0,0,0.0
(st.?|sint).?annaland,7,10,0.7
(st.?|sint).?jansteen,0,0,0.0
(st.?|sint).?kruis,1,1,1.0
(st.?|sint).?laurens,0,3,0.0
(st.?|sint).?maartensd(ij|y)k,1,7,0.14285714285714285
(st.?|sint).?michiels.?gestel,2,9,0.2222222222222222
(st.?|sint).?odili(e|ë)nberg,0,1,0.0
(st.?|sint).?oedenrode,0,7,0.0
(st.?|sint).?philipsland,0,1,0.0
(st.?|sint).?pieter,9,47,0.19148936170212766
stad.?aan.?.?t.?haringvliet,0,2,0.0
standdaarbuiten,0,1,0.0
staphorst,7,23,0.30434782608695654
stavenisse,1,27,0.037037037037037035
stavoren,8,26,0.3076923076923077
ste..?geertruid,0,0,0.0
stedum,0,0,0.0
steenberge(n|n.?en.?kruisland),3,77,0.03896103896103896
steenderen,1,5,0.2
steenw(ij|y)k,20,98,0.20408163265306123
steenw(ij|y)kerwold,3,8,0.375
stein,49,740,0.06621621621621622
stein,49,740,0.06621621621621622
stellendam,0,0,0.0
stevensweert,0,1,0.0
stiphout,2,2,1.0
stolw(ij|y)k,8,21,0.38095238095238093
stompw(ij|y)k,2,19,0.10526315789473684
stoppeld(ij|y)k,0,0,0.0
stoutenburg,1,4,0.25
strampro(ij|y),0,0,0.0
stratum,0,5,0.0
streefkerk,2,13,0.15384615384615385
str(ij|y)en,3,22,0.13636363636363635
str(ij|y)p,0,1,0.0
strucht,0,0,0.0
susteren,0,7,0.0
swalmen,0,8,0.0
h?e?.?t.?bildt,0,4,0.0
t.?zandt,1,3,0.3333333333333333
tegelen,1,12,0.08333333333333333
ten.?boer,3,12,0.25
terhe(ij|y)den,6,33,0.18181818181818182
termunten,0,0,0.0
terschelling,2,13,0.15384615384615385
teteringen,0,2,0.0
texel,18,238,0.07563025210084033
tholen,17,68,0.25
thorn,0,13,0.0
tiel,40,308,0.12987012987012986
tienhoven,2,25,0.08
tienhoven,2,25,0.08
tietjerksteradeel,1,4,0.25
tilb(urg|\.),34,163,0.2085889570552147
nieuwe.?tonge,0,2,0.0
oude.?tonge,1,10,0.1
tongelre,0,0,0.0
tubbergen,0,3,0.0
tull.?en.?.?t.?waal,0,0,0.0
twisk,0,3,0.0
ubach.?over.?worms,0,0,0.0
ubbergen,1,4,0.25
uden,458,4032,0.11359126984126984
udenhout,4,22,0.18181818181818182
uitgeest,14,50,0.28
uithoorn,5,35,0.14285714285714285
uithuizen,1,2,0.5
uithuizermeeden,0,0,0.0
ulestraten,0,1,0.0
ulrum,2,12,0.16666666666666666
urk,70,1049,0.0667302192564347
urmond,0,4,0.0
ursem,1,9,0.1111111111111111
usquert,0,2,0.0
utingeradeel,1,6,0.16666666666666666
u.?trecht,384,1284,0.29906542056074764
vaals,1,6,0.16666666666666666
valburg,0,1,0.0
valkenburg,5,46,0.10869565217391304
valkenburg,5,46,0.10869565217391304
valkenswaard,1,12,0.08333333333333333
varik,3,8,0.375
veen,118,792,0.14898989898989898
veendam,15,53,0.2830188679245283
veenendaal,4,32,0.125
veere,11,95,0.11578947368421053
veghel,2,8,0.25
veldhoven,0,1,0.0
veldhuizen,3,6,0.5
velp,9,34,0.2647058823529412
vel(z|s)en,7,46,0.15217391304347827
venhuizen,5,23,0.21739130434782608
venlo,41,210,0.19523809523809524
venray,1,7,0.14285714285714285
vesse(m|m.?.?wintelre.?e?n?.?knegsel),0,2,0.0
veur,7,44,0.1590909090909091
vianen,7,40,0.175
vierlingsbeek,1,4,0.25
vierpolders,1,16,0.0625
vinkevee(n|n.?e?n?.?waverveen),11,32,0.34375
vlaardingen,14,108,0.12962962962962962
vlaardinger.?ambacht,0,9,0.0
vlagtwedde,1,1,1.0
vledder,2,9,0.2222222222222222
vleuten,6,103,0.05825242718446602
vlieland,3,14,0.21428571428571427
vlierden,0,2,0.0
vl(ij|y)men,4,19,0.21052631578947367
vlissingen,60,387,0.15503875968992248
vlist,3,17,0.17647058823529413
vlodrop,0,1,0.0
voerenda(e|a)l,0,0,0.0
vollenhove,19,124,0.1532258064516129
vollenhove,19,124,0.1532258064516129
voorburg,15,115,0.13043478260869565
voorhout,5,31,0.16129032258064516
voorschoten,14,45,0.3111111111111111
voorst,165,1304,0.12653374233128833
vorden,11,70,0.15714285714285714
vreeland,1,7,0.14285714285714285
vreesw(ij|y)k,9,41,0.21951219512195122
vries,33,357,0.09243697478991597
vriezenveen,1,6,0.16666666666666666
vr(ij|y)enban,1,21,0.047619047619047616
vr(ij|y)hoeve.?cappelle,0,0,0.0
vrouwenpolder,0,0,0.0
vught,8,36,0.2222222222222222
vuren,13,123,0.10569105691056911
waalre,0,1,0.0
waalw(ij|y)k,6,41,0.14634146341463414
waarde,160,1912,0.08368200836820083
waardenburg,2,11,0.18181818181818182
waarder,29,258,0.1124031007751938
waddin(x|ks)veen,5,29,0.1724137931034483
waddin(x|ks)veen,5,29,0.1724137931034483
wadeno(ij|y)en,0,3,0.0
wageningen,9,73,0.1232876712328767
wamel,3,5,0.6
wanneperveen,4,8,0.5
wanroo?(ij|y),0,4,0.0
wanssum,0,6,0.0
warder,9,37,0.24324324324324326
warffum,1,5,0.2
warmenhuizen,0,0,0.0
warmond,5,27,0.18518518518518517
warnsveld,0,4,0.0
waspik,1,18,0.05555555555555555
wassenaar,10,81,0.12345679012345678
watergraafsmeer,0,0,0.0
wateringen,6,40,0.15
waterlandkerkje,0,0,0.0
wedde,21,167,0.12574850299401197
weerselo,1,1,1.0
weert,27,310,0.08709677419354839
weesp,24,111,0.21621621621621623
weesperkarspel,10,29,0.3448275862068966
wehl,1,7,0.14285714285714285
wemeldinge,5,27,0.18518518518518517
werkendam,19,44,0.4318181818181818
werkhoven,1,15,0.06666666666666667
wervershoof,0,0,0.0
wessem,5,17,0.29411764705882354
westbroek,1,5,0.2
westdongeradeel,2,8,0.25
westdorpe,0,5,0.0
westerbork,0,3,0.0
westerhoven,0,0,0.0
westervoort,7,35,0.2
westkapelle,0,6,0.0
westmaas,1,10,0.1
weststellingwerf,4,11,0.36363636363636365
westwoud,0,0,0.0
westzaan,2,13,0.15384615384615385
wierden,3,19,0.15789473684210525
wieringen,0,22,0.0
wieringerwaard,0,1,0.0
w(ij|y)chen,0,1,0.0
w(ij|y)denes,1,2,0.5
w(ij|y)dewormer,0,1,0.0
w(ij|y)he,16,67,0.23880597014925373
de.?w(ij|y)k,42,273,0.15384615384615385
w(ij|y)k.?aan.?zee.?en.?duin,0,5,0.0
w(ij|y)k.?b(ij|y).?duurstede,4,39,0.10256410256410256
w(ij|y)(k|k.?e?n?.?aalburg),201,1778,0.11304836895388076
w(ij|y)lre,0,0,0.0
w(ij|y)mbritseradeel,1,2,0.5
w(ij|y)nandsrade,0,1,0.0
w(ij|y)ngaarden,4,35,0.11428571428571428
wildervank,4,27,0.14814814814814814
willemstad,1,36,0.027777777777777776
willeskop,1,13,0.07692307692307693
willige.?langerak,1,6,0.16666666666666666
wilnis,11,34,0.3235294117647059
wilsum,0,0,0.0
winkel,59,534,0.1104868913857678
winschoten,18,58,0.3103448275862069
winsum,3,8,0.375
wintersw(ij|y)k,3,14,0.21428571428571427
wisch,3,49,0.061224489795918366
wissenkerke,0,0,0.0
wittem,0,2,0.0
woensdrecht,9,32,0.28125
woensel,0,0,0.0
woerden,21,102,0.20588235294117646
wognum,0,2,0.0
wolphaartsd(ij|y)k,0,2,0.0
wonseradeel,2,9,0.2222222222222222
workum,5,53,0.09433962264150944
wormer,6,51,0.11764705882352941
wormerveer,6,41,0.14634146341463414
woubrugge,8,45,0.17777777777777778
woudenberg,3,30,0.1
woudrichem,5,15,0.3333333333333333
wouw,1,8,0.125
zaamslag,3,11,0.2727272727272727
zaandam,8,87,0.09195402298850575
zaand(ij|y)k,1,7,0.14285714285714285
zal(k|k.?e?n?.?veecaten),3,8,0.375
zandvoort,1,7,0.14285714285714285
zeeland,53,185,0.2864864864864865
zeelst,0,1,0.0
zegveld,9,28,0.32142857142857145
